,Area Name,Area Type,Area Code,Year,month,period,Preliminary if value is 1,Labor Force,Employment,Unemployment,Unemployment Rate
2947,Fairbanks North Star Borough,4,90,2011,October,10,0,48463,45550,2913,6.0
2945,Fairbanks North Star Borough,4,90,2011,August,8,0,48015,45202,2813,5.9
6091,Haines Borough,4,100,1993,July,7,0,1142,1081,61,5.3
6090,Haines Borough,4,100,1993,June,6,0,1112,1032,80,7.2
6089,Haines Borough,4,100,1993,May,5,0,1106,1001,105,9.5
6088,Haines Borough,4,100,1993,April,4,0,1096,967,129,11.8
6087,Haines Borough,4,100,1993,March,3,0,1076,943,133,12.4
6086,Haines Borough,4,100,1993,February,2,0,1054,910,144,13.7
6092,Haines Borough,4,100,1993,August,8,0,1131,1085,46,4.1
6085,Haines Borough,4,100,1993,January,1,0,1038,903,135,13.0
6084,Haines Borough,4,100,1992,Annual,0,0,1114,981,133,11.9
6081,Haines Borough,4,100,1992,October,10,0,1085,1003,82,7.6
6083,Haines Borough,4,100,1992,December,12,0,1079,964,115,10.7
6082,Haines Borough,4,100,1992,November,11,0,1078,979,99,9.2
6080,Haines Borough,4,100,1992,September,9,0,1139,1057,82,7.2
6093,Haines Borough,4,100,1993,September,9,0,1121,1064,57,5.1
6104,Haines Borough,4,100,1994,July,7,0,1202,1131,71,5.9
6095,Haines Borough,4,100,1993,November,11,0,1064,962,102,9.6
6096,Haines Borough,4,100,1993,December,12,0,1089,939,150,13.8
6097,Haines Borough,4,100,1993,Annual,0,0,1093,992,101,9.2
6098,Haines Borough,4,100,1994,January,1,0,1118,953,165,14.8
6099,Haines Borough,4,100,1994,February,2,0,1132,950,182,16.1
6100,Haines Borough,4,100,1994,March,3,0,1144,964,180,15.7
6101,Haines Borough,4,100,1994,April,4,0,1157,1006,151,13.1
6102,Haines Borough,4,100,1994,May,5,0,1155,1071,84,7.3
6103,Haines Borough,4,100,1994,June,6,0,1172,1099,73,6.2
6105,Haines Borough,4,100,1994,August,8,0,1223,1148,75,6.1
6106,Haines Borough,4,100,1994,September,9,0,1213,1105,108,8.9
6079,Haines Borough,4,100,1992,August,8,0,1155,1083,72,6.2
6107,Haines Borough,4,100,1994,October,10,0,1156,1045,111,9.6
6094,Haines Borough,4,100,1993,October,10,0,1082,1011,71,6.6
6078,Haines Borough,4,100,1992,July,7,0,1172,1069,103,8.8
6051,Haines Borough,4,100,1990,June,6,0,1104,1052,52,4.7
6076,Haines Borough,4,100,1992,May,5,0,1138,988,150,13.2
6108,Haines Borough,4,100,1994,November,11,0,1112,1020,92,8.3
6046,Haines Borough,4,100,1990,January,1,0,1059,941,118,11.1
6047,Haines Borough,4,100,1990,February,2,0,1036,938,98,9.5
6048,Haines Borough,4,100,1990,March,3,0,1056,964,92,8.7
6049,Haines Borough,4,100,1990,April,4,0,1052,996,56,5.3
6050,Haines Borough,4,100,1990,May,5,0,1097,1025,72,6.6
6052,Haines Borough,4,100,1990,July,7,0,1150,1101,49,4.3
6053,Haines Borough,4,100,1990,August,8,0,1164,1110,54,4.6
6054,Haines Borough,4,100,1990,September,9,0,1140,1079,61,5.4
6055,Haines Borough,4,100,1990,October,10,0,1093,1007,86,7.9
6056,Haines Borough,4,100,1990,November,11,0,1082,989,93,8.6
6057,Haines Borough,4,100,1990,December,12,0,1074,959,115,10.7
6058,Haines Borough,4,100,1990,Annual,0,0,1092,1013,79,7.2
6059,Haines Borough,4,100,1991,January,1,0,1042,910,132,12.7
6077,Haines Borough,4,100,1992,June,6,0,1128,1009,119,10.5
6060,Haines Borough,4,100,1991,February,2,0,1039,915,124,11.9
6062,Haines Borough,4,100,1991,April,4,0,1090,973,117,10.7
6063,Haines Borough,4,100,1991,May,5,0,1164,1009,155,13.3
6064,Haines Borough,4,100,1991,June,6,0,1263,1022,241,19.1
6065,Haines Borough,4,100,1991,July,7,0,1274,1077,197,15.5
6066,Haines Borough,4,100,1991,August,8,0,1290,1089,201,15.6
6067,Haines Borough,4,100,1991,September,9,0,1291,1067,224,17.4
6068,Haines Borough,4,100,1991,October,10,0,1185,991,194,16.4
6069,Haines Borough,4,100,1991,November,11,0,1143,964,179,15.7
6070,Haines Borough,4,100,1991,December,12,0,1102,948,154,14.0
6071,Haines Borough,4,100,1991,Annual,0,0,1160,992,168,14.5
6072,Haines Borough,4,100,1992,January,1,0,1092,882,210,19.2
6073,Haines Borough,4,100,1992,February,2,0,1074,881,193,18.0
6074,Haines Borough,4,100,1992,March,3,0,1119,908,211,18.9
6075,Haines Borough,4,100,1992,April,4,0,1101,943,158,14.4
6061,Haines Borough,4,100,1991,March,3,0,1039,936,103,9.9
6109,Haines Borough,4,100,1994,December,12,0,1119,993,126,11.3
6381,Haines Borough,4,100,2015,November,11,0,922,816,106,11.5
6111,Haines Borough,4,100,1995,January,1,0,1159,959,200,17.3
6493,Haines Borough,4,100,2024,June,6,0,1224,1153,71,5.8
6492,Haines Borough,4,100,2024,May,5,0,1151,1086,65,5.6
6491,Haines Borough,4,100,2024,April,4,0,961,886,75,7.8
6490,Haines Borough,4,100,2024,March,3,0,971,862,109,11.2
6489,Haines Borough,4,100,2024,February,2,0,908,799,109,12.0
6488,Haines Borough,4,100,2024,January,1,0,899,799,100,11.1
6487,Haines Borough,4,100,2023,Annual,0,1,1111,1038,73,6.6
6486,Haines Borough,4,100,2023,December,12,0,959,865,94,9.8
6485,Haines Borough,4,100,2023,November,11,0,977,898,79,8.1
6494,Haines Borough,4,100,2024,July,7,0,1332,1270,62,4.7
6484,Haines Borough,4,100,2023,October,10,0,1099,1029,70,6.4
6482,Haines Borough,4,100,2023,August,8,0,1383,1330,53,3.8
6481,Haines Borough,4,100,2023,July,7,0,1393,1337,56,4.0
6480,Haines Borough,4,100,2023,June,6,0,1282,1219,63,4.9
6479,Haines Borough,4,100,2023,May,5,0,1183,1123,60,5.1
6478,Haines Borough,4,100,2023,April,4,0,997,930,67,6.7
6477,Haines Borough,4,100,2023,March,3,0,961,876,85,8.8
6476,Haines Borough,4,100,2023,February,2,0,910,815,95,10.4
6475,Haines Borough,4,100,2023,January,1,0,907,809,98,10.8
6474,Haines Borough,4,100,2022,Annual,0,1,1064,991,73,6.9
6483,Haines Borough,4,100,2023,September,9,0,1281,1227,54,4.2
6473,Haines Borough,4,100,2022,December,12,0,954,874,80,8.4
6495,Haines Borough,4,100,2024,August,8,0,1353,1301,52,3.8
6497,Haines Borough,4,100,2024,October,10,0,1134,1066,68,6.0
6282,Haines Borough,4,100,2008,March,3,0,1113,962,151,13.6
6281,Haines Borough,4,100,2008,February,2,0,1078,923,155,14.4
6280,Haines Borough,4,100,2008,January,1,0,1079,923,156,14.5
6279,Haines Borough,4,100,2007,Annual,0,0,1443,1337,106,7.3
6278,Haines Borough,4,100,2007,December,12,0,1138,994,144,12.7
6277,Haines Borough,4,100,2007,November,11,0,1205,1090,115,9.5
6276,Haines Borough,4,100,2007,October,10,0,1277,1174,103,8.1
6275,Haines Borough,4,100,2007,September,9,0,2022,1942,80,4.0
6274,Haines Borough,4,100,2007,August,8,0,2275,2205,70,3.1
6496,Haines Borough,4,100,2024,September,9,0,1230,1180,50,4.1
6273,Haines Borough,4,100,2007,July,7,0,2251,2178,73,3.2
6271,Haines Borough,4,100,2007,May,5,0,1345,1256,89,6.6
6270,Haines Borough,4,100,2007,April,4,0,1162,1055,107,9.2
6269,Haines Borough,4,100,2007,March,3,0,1050,919,131,12.5
6268,Haines Borough,4,100,2007,February,2,0,1019,885,134,13.2
6267,Haines Borough,4,100,2007,January,1,0,1047,908,139,13.3
6266,Haines Borough,4,100,2006,Annual,0,0,1449,1332,117,8.1
6500,Haines Borough,4,100,2023,Annual,0,1,1111,1038,73,6.6
6499,Haines Borough,4,100,2024,December,12,1,1004,909,95,9.5
6498,Haines Borough,4,100,2024,November,11,0,1047,957,90,8.6
6272,Haines Borough,4,100,2007,June,6,0,1523,1442,81,5.3
6472,Haines Borough,4,100,2022,November,11,0,947,879,68,7.2
6471,Haines Borough,4,100,2022,October,10,0,1079,1024,55,5.1
6470,Haines Borough,4,100,2022,September,9,0,1158,1112,46,4.0
6444,Haines Borough,4,100,2020,September,9,0,1067,931,136,12.7
6443,Haines Borough,4,100,2020,August,8,0,1123,979,144,12.8
6442,Haines Borough,4,100,2020,July,7,0,1209,995,214,17.7
6441,Haines Borough,4,100,2020,June,6,0,1136,901,235,20.7
6440,Haines Borough,4,100,2020,May,5,0,1064,820,244,22.9
6439,Haines Borough,4,100,2020,April,4,0,992,746,246,24.8
6438,Haines Borough,4,100,2020,March,3,0,971,803,168,17.3
6437,Haines Borough,4,100,2020,February,2,0,930,786,144,15.5
6436,Haines Borough,4,100,2020,January,1,0,920,784,136,14.8
6445,Haines Borough,4,100,2020,October,10,0,983,870,113,11.5
6435,Haines Borough,4,100,2019,Annual,0,1,1129,1035,94,8.3
6433,Haines Borough,4,100,2019,November,11,0,955,835,120,12.6
6432,Haines Borough,4,100,2019,October,10,0,1117,1036,81,7.3
6431,Haines Borough,4,100,2019,September,9,0,1276,1220,56,4.4
6430,Haines Borough,4,100,2019,August,8,0,1410,1347,63,4.5
6429,Haines Borough,4,100,2019,July,7,0,1490,1423,67,4.5
6428,Haines Borough,4,100,2019,June,6,0,1350,1278,72,5.3
6427,Haines Borough,4,100,2019,May,5,0,1217,1143,74,6.1
6426,Haines Borough,4,100,2019,April,4,0,1023,943,80,7.8
6425,Haines Borough,4,100,2019,March,3,0,949,824,125,13.2
6434,Haines Borough,4,100,2019,December,12,0,968,842,126,13.0
6446,Haines Borough,4,100,2020,November,11,0,942,824,118,12.5
6447,Haines Borough,4,100,2020,December,12,0,944,823,121,12.8
6448,Haines Borough,4,100,2020,Annual,0,1,1023,855,168,16.4
6469,Haines Borough,4,100,2022,August,8,0,1256,1207,49,3.9
6468,Haines Borough,4,100,2022,July,7,0,1242,1185,57,4.6
6467,Haines Borough,4,100,2022,June,6,0,1216,1149,67,5.5
6466,Haines Borough,4,100,2022,May,5,0,1117,1057,60,5.4
6465,Haines Borough,4,100,2022,April,4,0,982,914,68,6.9
6464,Haines Borough,4,100,2022,March,3,0,957,858,99,10.3
6463,Haines Borough,4,100,2022,February,2,0,924,816,108,11.7
6462,Haines Borough,4,100,2022,January,1,0,932,812,120,12.9
6461,Haines Borough,4,100,2021,Annual,0,1,1026,912,114,11.1
6460,Haines Borough,4,100,2021,December,12,0,950,854,96,10.1
6459,Haines Borough,4,100,2021,November,11,0,976,883,93,9.5
6458,Haines Borough,4,100,2021,October,10,0,1056,972,84,8.0
6457,Haines Borough,4,100,2021,September,9,0,1094,1012,82,7.5
6456,Haines Borough,4,100,2021,August,8,0,1102,1018,84,7.6
6455,Haines Borough,4,100,2021,July,7,0,1111,1017,94,8.5
6454,Haines Borough,4,100,2021,June,6,0,1122,1008,114,10.2
6453,Haines Borough,4,100,2021,May,5,0,1045,929,116,11.1
6452,Haines Borough,4,100,2021,April,4,0,996,853,143,14.4
6451,Haines Borough,4,100,2021,March,3,0,968,817,151,15.6
6450,Haines Borough,4,100,2021,February,2,0,953,790,163,17.1
6449,Haines Borough,4,100,2021,January,1,0,937,789,148,15.8
6283,Haines Borough,4,100,2008,April,4,0,1190,1065,125,10.5
6284,Haines Borough,4,100,2008,May,5,0,1395,1283,112,8.0
6285,Haines Borough,4,100,2008,June,6,0,1513,1405,108,7.1
6286,Haines Borough,4,100,2008,July,7,0,1991,1902,89,4.5
6355,Haines Borough,4,100,2013,November,11,0,979,853,126,12.9
6354,Haines Borough,4,100,2013,October,10,0,1010,905,105,10.4
6353,Haines Borough,4,100,2013,September,9,0,1352,1260,92,6.8
6352,Haines Borough,4,100,2013,August,8,0,1475,1385,90,6.1
6351,Haines Borough,4,100,2013,July,7,0,1536,1438,98,6.4
6350,Haines Borough,4,100,2013,June,6,0,1236,1125,111,9.0
6349,Haines Borough,4,100,2013,May,5,0,1137,1037,100,8.8
6348,Haines Borough,4,100,2013,April,4,0,1011,900,111,11.0
6347,Haines Borough,4,100,2013,March,3,0,1010,879,131,13.0
6356,Haines Borough,4,100,2013,December,12,0,942,809,133,14.1
6346,Haines Borough,4,100,2013,February,2,0,976,830,146,15.0
6344,Haines Borough,4,100,2012,Annual,0,1,1104,992,112,10.1
6343,Haines Borough,4,100,2012,December,12,0,967,840,127,13.1
6342,Haines Borough,4,100,2012,November,11,0,989,874,115,11.6
6341,Haines Borough,4,100,2012,October,10,0,1010,916,94,9.3
6340,Haines Borough,4,100,2012,September,9,0,1255,1170,85,6.8
6339,Haines Borough,4,100,2012,August,8,0,1387,1305,82,5.9
6338,Haines Borough,4,100,2012,July,7,0,1406,1309,97,6.9
6337,Haines Borough,4,100,2012,June,6,0,1173,1073,100,8.5
6336,Haines Borough,4,100,2012,May,5,0,1116,1013,103,9.2
6345,Haines Borough,4,100,2013,January,1,0,970,829,141,14.5
6357,Haines Borough,4,100,2013,Annual,0,1,1136,1021,115,10.1
6358,Haines Borough,4,100,2014,January,1,0,960,808,152,15.8
6359,Haines Borough,4,100,2014,February,2,0,945,787,158,16.7
6380,Haines Borough,4,100,2015,October,10,0,971,882,89,9.2
6379,Haines Borough,4,100,2015,September,9,0,1315,1245,70,5.3
6378,Haines Borough,4,100,2015,August,8,0,1447,1377,70,4.8
6377,Haines Borough,4,100,2015,July,7,0,1465,1388,77,5.3
6376,Haines Borough,4,100,2015,June,6,0,1114,1029,85,7.6
6375,Haines Borough,4,100,2015,May,5,0,1048,959,89,8.5
6374,Haines Borough,4,100,2015,April,4,0,962,862,100,10.4
6373,Haines Borough,4,100,2015,March,3,0,965,831,134,13.9
6372,Haines Borough,4,100,2015,February,2,0,930,781,149,16.0
6371,Haines Borough,4,100,2015,January,1,0,924,780,144,15.6
6370,Haines Borough,4,100,2014,Annual,0,1,1108,991,117,10.6
6369,Haines Borough,4,100,2014,December,12,0,916,800,116,12.7
6368,Haines Borough,4,100,2014,November,11,0,977,863,114,11.7
6367,Haines Borough,4,100,2014,October,10,0,1032,932,100,9.7
6366,Haines Borough,4,100,2014,September,9,0,1310,1222,88,6.7
6365,Haines Borough,4,100,2014,August,8,0,1438,1354,84,5.8
6364,Haines Borough,4,100,2014,July,7,0,1486,1387,99,6.7
6363,Haines Borough,4,100,2014,June,6,0,1161,1056,105,9.0
6362,Haines Borough,4,100,2014,May,5,0,1085,971,114,10.5
6361,Haines Borough,4,100,2014,April,4,0,1000,877,123,12.3
6360,Haines Borough,4,100,2014,March,3,0,989,840,149,15.1
6335,Haines Borough,4,100,2012,April,4,0,1019,898,121,11.9
6424,Haines Borough,4,100,2019,February,2,0,906,778,128,14.1
6334,Haines Borough,4,100,2012,March,3,0,993,855,138,13.9
6332,Haines Borough,4,100,2012,January,1,0,979,841,138,14.1
6306,Haines Borough,4,100,2010,January,1,0,988,829,159,16.1
6305,Haines Borough,4,100,2009,Annual,0,0,1416,1284,132,9.3
6304,Haines Borough,4,100,2009,December,12,0,1145,1012,133,11.6
6303,Haines Borough,4,100,2009,November,11,0,1192,1065,127,10.7
6302,Haines Borough,4,100,2009,October,10,0,1371,1247,124,9.0
6301,Haines Borough,4,100,2009,September,9,0,1806,1708,98,5.4
6300,Haines Borough,4,100,2009,August,8,0,2049,1951,98,4.8
6299,Haines Borough,4,100,2009,July,7,0,2036,1935,101,5.0
6298,Haines Borough,4,100,2009,June,6,0,1548,1429,119,7.7
6307,Haines Borough,4,100,2010,February,2,0,976,810,166,17.0
6297,Haines Borough,4,100,2009,May,5,0,1402,1285,117,8.3
6295,Haines Borough,4,100,2009,March,3,0,1108,934,174,15.7
6294,Haines Borough,4,100,2009,February,2,0,1099,919,180,16.4
6293,Haines Borough,4,100,2009,January,1,0,1040,877,163,15.7
6292,Haines Borough,4,100,2008,Annual,0,0,1354,1238,116,8.6
6291,Haines Borough,4,100,2008,December,12,0,1049,929,120,11.4
6290,Haines Borough,4,100,2008,November,11,0,1106,993,113,10.2
6289,Haines Borough,4,100,2008,October,10,0,1220,1123,97,8.0
6288,Haines Borough,4,100,2008,September,9,0,1580,1504,76,4.8
6287,Haines Borough,4,100,2008,August,8,0,1925,1841,84,4.4
6296,Haines Borough,4,100,2009,April,4,0,1199,1050,149,12.4
6308,Haines Borough,4,100,2010,March,3,0,1042,878,164,15.7
6309,Haines Borough,4,100,2010,April,4,0,1088,947,141,13.0
6310,Haines Borough,4,100,2010,May,5,0,1191,1071,120,10.1
6331,Haines Borough,4,100,2011,Annual,0,1,1163,1044,119,10.2
6330,Haines Borough,4,100,2011,December,12,0,1005,868,137,13.6
6329,Haines Borough,4,100,2011,November,11,0,1028,909,119,11.6
6328,Haines Borough,4,100,2011,October,10,0,1115,1007,108,9.7
6327,Haines Borough,4,100,2011,September,9,0,1396,1300,96,6.9
6326,Haines Borough,4,100,2011,August,8,0,1529,1442,87,5.7
6325,Haines Borough,4,100,2011,July,7,0,1525,1429,96,6.3
6324,Haines Borough,4,100,2011,June,6,0,1177,1074,103,8.8
6323,Haines Borough,4,100,2011,May,5,0,1171,1064,107,9.1
6322,Haines Borough,4,100,2011,April,4,0,1067,940,127,11.9
6321,Haines Borough,4,100,2011,March,3,0,990,852,138,13.9
6320,Haines Borough,4,100,2011,February,2,0,969,818,151,15.6
6319,Haines Borough,4,100,2011,January,1,0,982,823,159,16.2
6318,Haines Borough,4,100,2010,Annual,0,1,1151,1024,127,11.0
6317,Haines Borough,4,100,2010,December,12,0,992,846,146,14.7
6316,Haines Borough,4,100,2010,November,11,0,1004,875,129,12.8
6315,Haines Borough,4,100,2010,October,10,0,1106,992,114,10.3
6314,Haines Borough,4,100,2010,September,9,0,1281,1190,91,7.1
6313,Haines Borough,4,100,2010,August,8,0,1428,1340,88,6.2
6312,Haines Borough,4,100,2010,July,7,0,1478,1383,95,6.4
6311,Haines Borough,4,100,2010,June,6,0,1237,1127,110,8.9
6333,Haines Borough,4,100,2012,February,2,0,960,813,147,15.3
6423,Haines Borough,4,100,2019,January,1,0,887,753,134,15.1
6422,Haines Borough,4,100,2018,Annual,0,1,1102,1004,98,8.9
6421,Haines Borough,4,100,2018,December,12,0,942,826,116,12.3
6180,Haines Borough,4,100,2000,May,5,0,1477,1372,105,7.1
6179,Haines Borough,4,100,2000,April,4,0,1192,1061,131,11.0
6178,Haines Borough,4,100,2000,March,3,0,1116,952,164,14.7
6177,Haines Borough,4,100,2000,February,2,0,1091,932,159,14.6
6176,Haines Borough,4,100,2000,January,1,0,1060,897,163,15.4
6175,Haines Borough,4,100,1999,Annual,0,0,1246,1112,134,10.8
6174,Haines Borough,4,100,1999,December,12,0,1221,1070,151,12.4
6382,Haines Borough,4,100,2015,December,12,0,924,806,118,12.8
6172,Haines Borough,4,100,1999,October,10,0,1216,1109,107,8.8
6181,Haines Borough,4,100,2000,June,6,0,1673,1580,93,5.6
6171,Haines Borough,4,100,1999,September,9,0,1232,1191,41,3.3
6169,Haines Borough,4,100,1999,July,7,0,1293,1229,64,4.9
6168,Haines Borough,4,100,1999,June,6,0,1264,1165,99,7.8
6167,Haines Borough,4,100,1999,May,5,0,1269,1135,134,10.6
6166,Haines Borough,4,100,1999,April,4,0,1267,1069,198,15.6
6165,Haines Borough,4,100,1999,March,3,0,1252,1035,217,17.3
6164,Haines Borough,4,100,1999,February,2,0,1238,1024,214,17.3
6163,Haines Borough,4,100,1999,January,1,0,1199,1012,187,15.6
6162,Haines Borough,4,100,1998,Annual,0,0,1229,1105,124,10.1
6161,Haines Borough,4,100,1998,December,12,0,1208,1057,151,12.5
6170,Haines Borough,4,100,1999,August,8,0,1272,1215,57,4.5
6182,Haines Borough,4,100,2000,July,7,0,1838,1765,73,4.0
6183,Haines Borough,4,100,2000,August,8,0,2042,1979,63,3.1
6184,Haines Borough,4,100,2000,September,9,0,1785,1719,66,3.7
6205,Haines Borough,4,100,2002,April,4,0,1103,940,163,14.8
6204,Haines Borough,4,100,2002,March,3,0,1050,861,189,18.0
6203,Haines Borough,4,100,2002,February,2,0,1019,836,183,18.0
6202,Haines Borough,4,100,2002,January,1,0,1008,821,187,18.6
6201,Haines Borough,4,100,2001,Annual,0,0,1249,1127,122,9.8
6200,Haines Borough,4,100,2001,December,12,0,1000,832,168,16.8
6199,Haines Borough,4,100,2001,November,11,0,1046,899,147,14.1
6198,Haines Borough,4,100,2001,October,10,0,1112,993,119,10.7
6197,Haines Borough,4,100,2001,September,9,0,1652,1576,76,4.6
6196,Haines Borough,4,100,2001,August,8,0,1685,1611,74,4.4
6195,Haines Borough,4,100,2001,July,7,0,1518,1438,80,5.3
6194,Haines Borough,4,100,2001,June,6,0,1394,1297,97,7.0
6193,Haines Borough,4,100,2001,May,5,0,1304,1205,99,7.6
6192,Haines Borough,4,100,2001,April,4,0,1106,964,142,12.8
6191,Haines Borough,4,100,2001,March,3,0,1076,923,153,14.2
6190,Haines Borough,4,100,2001,February,2,0,1055,896,159,15.1
6189,Haines Borough,4,100,2001,January,1,0,1045,891,154,14.7
6188,Haines Borough,4,100,2000,Annual,0,0,1397,1285,112,8.0
6187,Haines Borough,4,100,2000,December,12,0,1063,936,127,11.9
6186,Haines Borough,4,100,2000,November,11,0,1142,1027,115,10.1
6185,Haines Borough,4,100,2000,October,10,0,1290,1204,86,6.7
6160,Haines Borough,4,100,1998,November,11,0,1192,1084,108,9.1
6206,Haines Borough,4,100,2002,May,5,0,1409,1291,118,8.4
6159,Haines Borough,4,100,1998,October,10,0,1205,1100,105,8.7
6157,Haines Borough,4,100,1998,August,8,0,1275,1214,61,4.8
6131,Haines Borough,4,100,1996,August,8,0,1227,1153,74,6.0
6130,Haines Borough,4,100,1996,July,7,0,1234,1150,84,6.8
6129,Haines Borough,4,100,1996,June,6,0,1152,1084,68,5.9
6128,Haines Borough,4,100,1996,May,5,0,1143,1065,78,6.8
6127,Haines Borough,4,100,1996,April,4,0,1179,1028,151,12.8
6126,Haines Borough,4,100,1996,March,3,0,1169,983,186,15.9
6125,Haines Borough,4,100,1996,February,2,0,1143,963,180,15.7
6124,Haines Borough,4,100,1996,January,1,0,1150,957,193,16.8
6123,Haines Borough,4,100,1995,Annual,0,0,1183,1053,130,11.0
6132,Haines Borough,4,100,1996,September,9,0,1191,1106,85,7.1
6122,Haines Borough,4,100,1995,December,12,0,1183,1010,173,14.6
6120,Haines Borough,4,100,1995,October,10,0,1141,1054,87,7.6
6119,Haines Borough,4,100,1995,September,9,0,1200,1120,80,6.7
6118,Haines Borough,4,100,1995,August,8,0,1242,1161,81,6.5
6117,Haines Borough,4,100,1995,July,7,0,1247,1153,94,7.5
6116,Haines Borough,4,100,1995,June,6,0,1188,1086,102,8.6
6115,Haines Borough,4,100,1995,May,5,0,1167,1081,86,7.4
6114,Haines Borough,4,100,1995,April,4,0,1184,1040,144,12.2
6113,Haines Borough,4,100,1995,March,3,0,1147,981,166,14.5
6112,Haines Borough,4,100,1995,February,2,0,1153,957,196,17.0
6121,Haines Borough,4,100,1995,November,11,0,1188,1032,156,13.1
6133,Haines Borough,4,100,1996,October,10,0,1184,1044,140,11.8
6134,Haines Borough,4,100,1996,November,11,0,1157,1005,152,13.1
6135,Haines Borough,4,100,1996,December,12,0,1170,998,172,14.7
6156,Haines Borough,4,100,1998,July,7,0,1276,1198,78,6.1
6155,Haines Borough,4,100,1998,June,6,0,1250,1145,105,8.4
6154,Haines Borough,4,100,1998,May,5,0,1236,1126,110,8.9
6153,Haines Borough,4,100,1998,April,4,0,1214,1074,140,11.5
6152,Haines Borough,4,100,1998,March,3,0,1248,1054,194,15.5
6151,Haines Borough,4,100,1998,February,2,0,1195,1023,172,14.4
6150,Haines Borough,4,100,1998,January,1,0,1214,1025,189,15.6
6149,Haines Borough,4,100,1997,Annual,0,0,1195,1071,124,10.4
6148,Haines Borough,4,100,1997,December,12,0,1161,1018,143,12.3
6147,Haines Borough,4,100,1997,November,11,0,1173,1037,136,11.6
6146,Haines Borough,4,100,1997,October,10,0,1149,1055,94,8.2
6145,Haines Borough,4,100,1997,September,9,0,1217,1137,80,6.6
6144,Haines Borough,4,100,1997,August,8,0,1230,1177,53,4.3
6143,Haines Borough,4,100,1997,July,7,0,1228,1169,59,4.8
6142,Haines Borough,4,100,1997,June,6,0,1201,1113,88,7.3
6141,Haines Borough,4,100,1997,May,5,0,1187,1098,89,7.5
6140,Haines Borough,4,100,1997,April,4,0,1182,1041,141,11.9
6139,Haines Borough,4,100,1997,March,3,0,1197,1021,176,14.7
6138,Haines Borough,4,100,1997,February,2,0,1208,997,211,17.5
6137,Haines Borough,4,100,1997,January,1,0,1205,988,217,18.0
6136,Haines Borough,4,100,1996,Annual,0,0,1175,1045,130,11.1
6158,Haines Borough,4,100,1998,September,9,0,1241,1162,79,6.4
6110,Haines Borough,4,100,1994,Annual,0,0,1158,1040,118,10.2
6207,Haines Borough,4,100,2002,June,6,0,1458,1338,120,8.2
6209,Haines Borough,4,100,2002,August,8,0,1756,1654,102,5.8
6395,Haines Borough,4,100,2016,December,12,0,895,788,107,12.0
6394,Haines Borough,4,100,2016,November,11,0,926,831,95,10.3
6393,Haines Borough,4,100,2016,October,10,0,1015,922,93,9.2
6392,Haines Borough,4,100,2016,September,9,0,1177,1096,81,6.9
6391,Haines Borough,4,100,2016,August,8,0,1343,1261,82,6.1
6390,Haines Borough,4,100,2016,July,7,0,1377,1292,85,6.2
6389,Haines Borough,4,100,2016,June,6,0,1250,1156,94,7.5
6388,Haines Borough,4,100,2016,May,5,0,1140,1044,96,8.4
6387,Haines Borough,4,100,2016,April,4,0,1019,908,111,10.9
6396,Haines Borough,4,100,2016,Annual,0,1,1071,966,105,9.8
6386,Haines Borough,4,100,2016,March,3,0,943,802,141,15.0
6384,Haines Borough,4,100,2016,January,1,0,866,740,126,14.5
6383,Haines Borough,4,100,2015,Annual,0,1,1083,980,103,9.5
6265,Haines Borough,4,100,2006,December,12,0,1079,951,128,11.9
6264,Haines Borough,4,100,2006,November,11,0,1171,1053,118,10.1
6263,Haines Borough,4,100,2006,October,10,0,1325,1229,96,7.2
6262,Haines Borough,4,100,2006,September,9,0,1891,1808,83,4.4
6261,Haines Borough,4,100,2006,August,8,0,2326,2247,79,3.4
6260,Haines Borough,4,100,2006,July,7,0,2301,2211,90,3.9
6259,Haines Borough,4,100,2006,June,6,0,1597,1501,96,6.0
6385,Haines Borough,4,100,2016,February,2,0,907,757,150,16.5
6397,Haines Borough,4,100,2017,January,1,0,887,764,123,13.9
6398,Haines Borough,4,100,2017,February,2,0,899,786,113,12.6
6399,Haines Borough,4,100,2017,March,3,0,926,823,103,11.1
6420,Haines Borough,4,100,2018,November,11,0,939,842,97,10.3
6419,Haines Borough,4,100,2018,October,10,0,1086,1009,77,7.1
6418,Haines Borough,4,100,2018,September,9,0,1230,1159,71,5.8
6417,Haines Borough,4,100,2018,August,8,0,1375,1305,70,5.1
6416,Haines Borough,4,100,2018,July,7,0,1456,1378,78,5.4
6415,Haines Borough,4,100,2018,June,6,0,1298,1210,88,6.8
6414,Haines Borough,4,100,2018,May,5,0,1165,1082,83,7.1
6413,Haines Borough,4,100,2018,April,4,0,1011,914,97,9.6
6412,Haines Borough,4,100,2018,March,3,0,914,790,124,13.6
6411,Haines Borough,4,100,2018,February,2,0,922,785,137,14.9
6410,Haines Borough,4,100,2018,January,1,0,892,751,141,15.8
6409,Haines Borough,4,100,2017,Annual,0,1,1080,990,90,8.3
6408,Haines Borough,4,100,2017,December,12,0,899,790,109,12.1
6407,Haines Borough,4,100,2017,November,11,0,895,786,109,12.2
6406,Haines Borough,4,100,2017,October,10,0,983,904,79,8.0
6405,Haines Borough,4,100,2017,September,9,0,1249,1182,67,5.4
6404,Haines Borough,4,100,2017,August,8,0,1373,1307,66,4.8
6403,Haines Borough,4,100,2017,July,7,0,1408,1337,71,5.0
