X,Y,OBJECTID,Place,Geo_Src,e_Pop_Total,m_Pop_Total,e_Pop_Male,m_Pop_Male,e_Pop_Female,m_Pop_Female,Start_Year,End_Year,PlaceID,IsMostRecent
-14739137.9815801,7467308.14069165,180,Kasaan,P,34,20,17,13,17,15,2007,2011,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},
-18091584.5955234,8601655.73883504,181,Kasigluk,P,555,102,306,65,249,55,2007,2011,{3816D857-92C5-45BF-B884-7D2529E878D4},
-16837835.1503007,8472439.76775224,182,Kasilof,P,519,241,274,123,245,133,2007,2011,{CB8D5160-2521-4803-9207-2BBA48832C17},
-16836940.0550994,8525261.80014671,183,Kenai,P,7074,27,3699,187,3375,182,2007,2011,{C4939227-7B0D-42C1-9C0D-69118EE45B96},
-16135471.4316221,8797146.85900219,184,Kenny Lake,P,181,110,104,76,77,54,2007,2011,{FF44E793-74FE-4F17-9EB7-78D774DF5F63},
-14654990.9162499,7428611.09414802,185,Ketchikan,P,8008,23,4187,181,3821,180,2007,2011,{081D88E7-5D78-4E36-AC3C-F753262F026C},
-17859800.6739083,10148712.9875954,186,Kiana,P,347,77,177,54,170,38,2007,2011,{A1701483-F114-4FB2-A478-D0F6039C3EA8},
-18068407.5166425,7373424.0257155,187,King Cove,P,844,290,623,289,221,108,2007,2011,{E3FB0AD1-05D8-4D22-919A-F24830556C1F},
-17440162.6519755,8111835.38200596,188,King Salmon,P,381,84,223,52,158,46,2007,2011,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},
-18260619.958368,8385588.62001007,189,Kipnuk,P,553,117,262,59,291,70,2007,2011,{6A1D2CBB-7422-4993-9496-87DE4AB29609},
-18316505.1749368,10366459.5653727,190,Kivalina,P,377,111,225,62,152,56,2007,2011,{88062838-37F6-4578-9FDD-4DBF5CACD276},
-14816182.7919307,7470236.42532992,191,Klawock,P,627,108,313,61,314,59,2007,2011,{F3CDD092-3609-4B82-9B09-D35DB0E7375F},
-15127859.6907318,8267444.07424887,192,Klukwan,P,113,48,63,31,50,26,2007,2011,{F28EF005-C4A1-4868-9B6A-826AD9633025},
-16580028.1120657,8740873.84114758,193,Knik River,P,668,142,329,81,339,82,2007,2011,{77794617-74AE-484C-B2E5-D017D4597CC2},
-16655714.6823623,8745478.90504789,194,Knik-Fairview,P,13620,891,6964,474,6656,565,2007,2011,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2},
-17464065.8494158,10129812.4308815,195,Kobuk,P,95,44,46,26,49,22,2007,2011,{319107E2-FB9A-474B-8237-6A8CFF382E09},
-16976634.2280902,7912500.5859791,196,Kodiak Station,P,1778,242,1033,204,745,110,2007,2011,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6},
-16964810.0032464,7923958.71370175,197,Kodiak,P,6087,17,3283,183,2804,179,2007,2011,{98F61372-E8BA-41BD-8291-B2318BB0C9F0},
-17226600.518734,8276102.93550347,198,Kokhanok,P,125,46,63,31,62,27,2007,2011,{89EB5E58-676F-4DA4-9449-8BD556A1E98C},
-17508963.5754292,8339075.78973649,199,Koliganek,P,263,85,119,42,144,53,2007,2011,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE},
-18132505.0153914,8390712.90338429,200,Kongiganak,P,345,79,193,50,152,39,2007,2011,{833744EB-91EC-4A96-AD90-A5E91FAB1250},
-18207030.3691102,9108375.1410012,201,Kotlik,P,565,102,278,48,287,65,2007,2011,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB},
-18099768.7786604,10126683.8369314,202,Kotzebue,P,3202,25,1604,82,1598,84,2007,2011,{209A76C3-F9A4-4015-987C-78C5A44BE669},
-17940791.6661426,9590131.05061116,203,Koyuk,P,329,71,179,45,150,33,2007,2011,{DF841D28-31A1-4978-A650-B56C189E60FD},
-17555384.4663315,9577302.8184872,204,Koyukuk,P,110,40,51,20,59,26,2007,2011,{25A4F514-7ADF-4F62-873B-6D2F16141D13},
-14803010.3126139,7722744.71658289,205,Kupreanof,P,53,36,28,21,25,17,2007,2011,{3F03290E-B081-4B92-9E0F-33F6E0CD513B},
-17971145.4974555,8582606.65894544,206,Kwethluk,P,672,105,374,68,298,48,2007,2011,{FF083E35-08C8-468F-B328-F69992F18FB7},
-18162622.9977728,8372425.50262535,207,Kwigillingok,P,275,67,132,36,143,41,2007,2011,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0},
-16318130.0675161,8930597.59519651,208,Lake Louise,P,29,45,15,23,14,22,2007,2011,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F},
-16955593.3935033,9320016.71615323,209,Lake Minchumina,P,0,78,0,78,0,78,2007,2011,{3087F3EA-5475-4180-9982-992F736DFD19},
-16619604.312013,8762834.60561781,210,Lakes,P,9336,698,4847,418,4489,441,2007,2011,{1A5924D4-515F-4E65-8236-07D030FB3C05},
-17141134.9695474,7870692.35234777,211,Larsen Bay,P,83,45,53,31,30,20,2007,2011,{9F0EF727-1805-4199-AD1B-40C49AF1B61C},
-16591724.6508932,8771546.38230086,212,Lazy Mountain,P,1281,209,625,117,656,113,2007,2011,{2F86B48B-D348-47DD-ABED-46CE01770ECC},
-17461297.2333809,8204734.30143702,213,Levelock,P,89,46,51,26,38,23,2007,2011,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF},
-17303170.2041395,8707886.2976349,214,Lime Village,P,22,21,12,12,10,11,2007,2011,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647},
-16536343.4316493,9747450.1731674,215,Livengood,P,51,32,26,18,25,20,2007,2011,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85},
-14653808.2147877,7479750.7540715,216,Loring,P,0,78,0,78,0,78,2007,2011,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C},
-16635708.391233,8415896.93445414,217,Lowell Point,P,0,78,0,78,0,78,2007,2011,{338A7ACA-098D-4B9F-A871-233477997E11},
-17851683.5351611,8744430.24802144,218,Lower Kalskag,P,292,63,125,26,167,46,2007,2011,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},
-15088934.3864226,8248350.92947506,219,Lutak,P,25,30,0,78,25,30,2007,2011,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B},
-16768852.5220459,9607288.16563892,220,Manley Hot Springs,P,74,45,37,23,37,23,2007,2011,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4},
-17705913.8131994,8175966.41116261,221,Manokotak,P,383,81,213,49,170,42,2007,2011,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},
-18043572.4903501,8831085.13782125,222,Marshall,P,362,80,185,42,177,45,2007,2011,{2F8EE675-06A4-4B7A-9275-369FEB17B896},
-15910193.5326733,8725903.36024418,223,McCarthy,P,78,79,48,51,30,33,2007,2011,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6},
-17320016.2456881,9088035.75716921,224,McGrath,P,418,80,216,49,202,47,2007,2011,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},
-16577349.7774737,9282113.07382764,225,Denali Park,P,262,114,97,52,165,74,2007,2011,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},
-16653791.2223806,8770592.36336415,226,Meadow Lakes,P,6224,636,3298,365,2926,377,2007,2011,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC},
-18500504.6828178,8486293.83389184,227,Mekoryuk,P,177,46,114,28,63,25,2007,2011,{06A5691A-049B-426D-85BC-73439735D4DB},
-16312568.937712,8870865.86834204,228,Mendeltna,P,29,42,29,42,0,78,2007,2011,{E3BABD89-94E5-4656-A111-C38FD33CFD08},
-16007473.5812763,9082960.2236536,229,Mentasta Lake,P,173,65,87,39,86,41,2007,2011,{138A74FA-943C-4AC3-B538-9484C09C2AD1},
-18312850.5233261,8584353.38864479,230,Mertarvik,P,0,78,0,78,0,78,2007,2011,{52F580FF-4AE6-48D4-920A-DD72272CB458},
-14646673.5424591,7386373.0340335,231,Metlakatla,P,1415,105,755,65,660,63,2007,2011,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3},
-16625372.2633009,9648562.63957605,232,Minto,P,184,49,106,34,78,27,2007,2011,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273},
-16380722.0850337,9532036.72492509,233,Moose Creek,P,627,250,306,132,321,144,2007,2011,{7656A688-D4F7-4599-B494-E946C7AC2CF6},
-16627600.5420972,8508842.83181085,234,Moose Pass,P,256,171,160,118,96,59,2007,2011,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},
-15142952.2694062,8277526.31402885,235,Mosquito Lake,P,114,65,90,51,24,25,2007,2011,{4D3AB901-46B6-47E7-B8D1-D6869F97799F},
-18225925.6316089,8880405.82604958,236,Mountain Village,P,758,107,391,65,367,64,2007,2011,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3},
-15069876.6494535,8215047.31303803,237,Mud Bay,P,114,85,58,43,56,48,2007,2011,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F},
-15919999.1890567,8947883.20778217,238,Nabesna,P,0,78,0,78,0,78,2007,2011,{8DFCE93A-8EBA-43DF-B553-ABE121D98529},
-17479376.8443896,8121874.34956953,239,Naknek,P,586,93,288,44,298,57,2007,2011,{BECA4B02-6040-43FA-93A9-D551AD5AB86B},
-16911648.2488555,8257391.34851405,240,Nanwalek,P,233,81,116,42,117,49,2007,2011,{69A94C10-7F0D-42A7-93D9-CE014277D75A},
-18030710.251107,8555972.40526561,241,Napakiak,P,358,85,196,47,162,45,2007,2011,{16F1264E-DF67-4828-9E72-1AB821AB3F99},
-18006283.530458,8559134.86082334,242,Napaskiak,P,363,117,175,60,188,62,2007,2011,{6D864316-582B-4749-A178-D9BAD04003D1},
-14828054.3032904,7532374.78884243,243,Naukati Bay,P,77,48,66,48,11,13,2007,2011,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC},
-16339354.2411854,8856734.61993626,244,Nelchina,P,31,47,16,24,15,23,2007,2011,{53719238-336A-4B67-82E2-32339DE9CD8E},
-17944907.8374528,7558655.74748399,245,Nelson Lagoon,P,24,22,11,10,13,14,2007,2011,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4},
-16596705.4106321,9494118.57909316,246,Nenana,P,448,80,246,55,202,43,2007,2011,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4},
-16993119.9757578,10026074.9783398,247,New Allakaket,P,81,39,40,22,41,22,2007,2011,{D37AAF42-E59A-4EC3-9C18-99E9434C4112},
-17511812.5389782,8278631.08924201,248,New Stuyahok,P,518,79,290,54,228,47,2007,2011,{0C233779-E987-4620-A2DB-33C5FF299964},
-17242810.2824521,8337875.4437307,249,Newhalen,P,181,57,91,29,90,37,2007,2011,{510DC86B-4E8B-482F-9372-E63914E50E7D},
-18326462.7845401,8611340.58389327,250,Newtok,P,399,88,213,52,186,40,2007,2011,{258C640B-3DF8-425C-8445-188CD6A6A660},
-18337655.9794882,8507384.34559754,251,Nightmute,P,336,84,173,41,163,51,2007,2011,{A83F4C9F-FA93-4FC6-974A-39BA917BA023},
-16842296.7149326,8565135.78311455,252,Nikiski,P,4383,413,2303,262,2080,255,2007,2011,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6},
-16877494.7269881,8357850.89811094,253,Nikolaevsk,P,202,76,98,39,104,42,2007,2011,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465},
-17184970.4341065,9103618.82484689,254,Nikolai,P,63,35,47,28,16,12,2007,2011,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D},
-18797429.6399184,6971927.37217408,255,Nikolski,P,40,22,29,15,11,10,2007,2011,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3},
-16884395.0269268,8409329.21584389,256,Ninilchik,P,496,127,264,68,232,71,2007,2011,{95A8CBA5-6323-4734-AA72-89B097FBD56F},
-18143796.8286104,10320918.1028848,257,Noatak,P,525,96,272,57,253,48,2007,2011,{03C93982-6D21-4D8C-B2D5-1090F45A812A},
-18413196.6569092,9477390.9548207,258,Nome,P,3575,20,1924,119,1651,121,2007,2011,{72E9842F-ABE0-4390-9A93-917EDB1CF17B},
-17238665.9936197,8392588.83172381,259,Nondalton,P,211,91,118,56,93,42,2007,2011,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB},
-17927650.6375876,10108740.5135686,260,Noorvik,P,648,130,389,79,259,66,2007,2011,{E4853413-2729-4F25-AE7D-845D797872A7},
-16403093.5556691,9544105.931038,261,North Pole,P,2236,380,1166,203,1070,202,2007,2011,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC},
-15800040.489472,9090883.18343825,262,Northway,P,206,93,75,35,131,73,2007,2011,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F},
-15785120.1338497,9102841.80007589,263,Northway Junction,P,29,29,10,12,19,19,2007,2011,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E},
-15801990.9612395,9095887.63704185,264,Northway Village,P,82,38,37,19,45,26,2007,2011,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8},
-16809133.5953391,11139817.5718352,265,Nuiqsut,P,564,121,297,65,267,75,2007,2011,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F},
-17600207.5728864,9535893.19480848,266,Nulato,P,276,61,159,36,117,34,2007,2011,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6},
-18351241.1290629,8986179.48097778,267,Nunam Iqua,P,175,57,105,39,70,26,2007,2011,{9E739177-0E1D-4131-A1AD-63F6A6F5E677},
-18084675.6015324,8602260.85547479,268,Nunapitchuk,P,416,98,242,54,174,51,2007,2011,{8D2790CB-3234-4141-9014-F2DED1D38D0C},
-17063460.2332565,7803865.32814964,269,Old Harbor,P,221,99,128,66,93,44,2007,2011,{126AE679-2933-4FD0-B985-FB1844FFBCA3},
-18008305.9955458,8562415.17398092,270,Oscarville,P,91,57,54,39,37,20,2007,2011,{EADA3236-1E4C-4F64-8A35-0630C3D630AE},
-16976666.0145915,7951214.90047514,271,Ouzinkie,P,282,91,167,60,115,41,2007,2011,{758654AC-720A-4314-AC3E-4F1FC39187C4},
-16599712.8974775,8764843.81359529,272,Palmer,P,5891,43,2879,120,3012,121,2007,2011,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9},
-16196540.7094912,9108212.20575538,273,Paxson,P,19,29,8,12,11,17,2007,2011,{6A728042-64AA-46F0-A81D-FDE32F20CFCB},
-17154285.2929459,8352742.85902232,274,Pedro Bay,P,18,16,4,5,14,12,2007,2011,{EC18C954-9E22-45E3-BD54-DD7AF4302791},
-15165026.1288301,7959059.7915705,275,Pelican,P,96,39,48,20,48,22,2007,2011,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B},
-17715761.416882,7540834.94765662,276,Perryville,P,104,36,48,24,56,22,2007,2011,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA},
-14800790.4763991,7721578.12677657,277,Petersburg,P,3098,186,1712,157,1386,130,2007,2011,{BCB15849-7466-46EB-920C-2A9FAE9E93C5},
-16783406.1501886,8977841.72474573,278,Petersville,P,0,78,0,78,0,78,2007,2011,{841E8B3A-9424-4243-B588-EEB808D195AB},
-17541428.4432941,7876342.01149,279,Pilot Point,P,33,22,19,12,14,13,2007,2011,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E},
-18132067.7415223,8844267.79717352,280,Pilot Station,P,493,92,272,50,221,49,2007,2011,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8},
-18177027.8565442,8866690.02949746,281,Pitkas Point,P,150,45,79,27,71,24,2007,2011,{67B1D591-0300-4A96-A31C-7A141B8120D2},
-18013135.6099103,8182220.55941463,282,Platinum,P,44,30,26,18,18,15,2007,2011,{B31B12CB-15A8-477A-A113-F6ACBD1D3120},
-16347842.0739484,9576235.32016767,283,Pleasant Valley,P,556,310,348,178,208,147,2007,2011,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787},
-14874645.1217256,7628682.66313674,284,Point Baker,P,9,13,0,78,9,13,2007,2011,{406CA174-D318-4E54-BB1E-2B47EE0719E4},
-18560774.2481443,10551220.9335945,285,Point Hope,P,1139,190,589,102,550,106,2007,2011,{717918EA-EB98-4319-B4C9-D70D262F7CE2},
-18146094.2078674,10985618.6862481,286,Point Lay,P,314,118,168,66,146,62,2007,2011,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8},
-16699130.5119596,8707839.29968711,287,Point MacKenzie,P,336,113,276,91,60,42,2007,2011,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5},
-16740042.0404059,8633873.20918176,288,Point Possession,P,27,39,19,28,8,12,2007,2011,{31997E44-F3ED-4BD0-87C7-471DA4CF099D},
-17198669.1317882,8301257.21371689,289,Pope-Vannoy Landing,P,9,12,9,12,0,78,2007,2011,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4},
-14988834.9849211,7608192.66916027,290,Port Alexander,P,83,75,55,61,28,20,2007,2011,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43},
-17179723.69548,8443509.99769365,291,Port Alsworth,P,203,55,77,25,126,44,2007,2011,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C},
-18573603.1596675,9677685.99167838,292,Port Clarence,P,41,47,41,47,0,78,2007,2011,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A},
-16901830.2430217,8256764.0324507,293,Port Graham,P,114,57,69,33,45,27,2007,2011,{21416EC2-769C-45C8-9643-767865EF7130},
-17657388.0453865,7745840.42395497,294,Port Heiden,P,75,46,49,37,26,15,2007,2011,{58FEECD6-E89F-44AF-B707-E2BF0B91605A},
-17018906.9014725,7939351.09939377,295,Port Lions,P,251,111,115,51,136,68,2007,2011,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5},
-14873087.3303524,7622856.10259486,296,Port Protection,P,40,36,27,23,13,15,2007,2011,{F783848B-F9FA-4D67-B681-88C19008013B},
-17557289.3545486,8159923.18468303,297,Portage Creek,P,0,78,0,78,0,78,2007,2011,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB},
-16625854.2494228,8479794.59008735,298,Primrose,P,17,25,9,13,8,12,2007,2011,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD},
-16512821.5697,11152322.8883704,299,Prudhoe Bay,P,654,404,605,390,49,65,2007,2011,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD},
-18022693.7423965,8344602.51586286,300,Quinhagak,P,645,124,314,62,331,69,2007,2011,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42},
-16717050.1891427,9742232.5129247,301,Rampart,P,38,33,18,15,20,18,2007,2011,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2},
-17514413.7748041,8807696.69847597,302,Red Devil,P,20,22,11,12,9,12,2007,2011,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B},
-18128841.6338836,10468340.5094955,303,Red Dog Mine,P,448,194,372,192,76,44,2007,2011,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D},
-16818268.2429901,8518988.99464746,304,Ridgeway,P,2354,451,1320,307,1034,193,2007,2011,{43789012-2A4F-4391-8762-748A33755153},
-17308950.6609477,9540015.86793776,305,Ruby,P,221,61,112,38,109,30,2007,2011,{E0D07527-6185-42A6-87A3-465F20FDF512},
-17958449.4341672,8808069.09365902,306,Russian Mission,P,357,79,190,45,167,42,2007,2011,{8DA86262-15AB-46C9-B997-7983A9FF34AB},
-16846360.4237045,8538573.48551882,307,Salamatof,P,981,210,617,134,364,113,2007,2011,{2606EF00-243D-41F4-890F-E340AD1ACFA5},
-16361428.1365655,9473341.78828841,308,Salcha,P,825,225,477,121,348,119,2007,2011,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D},
-17866565.6586608,7428311.42002969,309,Sand Point,P,1224,294,913,248,311,121,2007,2011,{BCCD0BE5-1002-4368-A664-108C425C91DD},
-18978195.0516515,9272224.04900901,310,Savoonga,P,701,126,370,68,331,72,2007,2011,{72DFDB08-C634-4DC3-BA13-8C7F1E889436},
-14649379.7994303,7424010.4608575,311,Saxman,P,436,144,196,80,240,78,2007,2011,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD},
-18432456.2977122,8821966.22863412,312,Scammon Bay,P,540,99,294,56,246,50,2007,2011,{95BD0825-5CB3-4695-B177-4D026DA5894C},
-17812243.9906867,10044255.6550047,313,Selawik,P,703,131,356,75,347,68,2007,2011,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD},
-16881595.6604411,8283625.15742751,314,Seldovia Village,P,105,41,58,23,47,22,2007,2011,{87E87454-91AC-49AF-B812-E5B5DF65D0C8},
-16889234.3859769,8276232.43753431,315,Seldovia,P,276,92,141,65,135,39,2007,2011,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514},
-16635498.343599,8422734.06749095,316,Seward,P,2661,21,1677,189,984,187,2007,2011,{86E9E60C-762A-4D26-A7CC-57DC74916D5B},
-17758864.8987936,9016241.33130953,317,Shageluk,P,94,55,38,20,56,36,2007,2011,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9},
-17944073.6571674,9440376.2922384,318,Shaktoolik,P,245,50,140,36,105,30,2007,2011,{CEDC63C2-3647-4702-B72B-D9E842E711FE},
-18486912.9341124,9947017.19873905,319,Shishmaref,P,659,116,335,62,324,66,2007,2011,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628},
-17492543.3497459,10124235.6567402,320,Shungnak,P,376,104,195,54,181,58,2007,2011,{9177B2E0-91EE-4644-A900-570CEA299846},
-16178300.9077316,8861767.02927969,321,Silver Springs,P,118,49,71,31,47,28,2007,2011,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4},
-15065826.601253,7770144.80039453,322,Sitka,P,8879,,4376,118,4503,118,2007,2011,{99E9981F-255D-4678-9D2E-704DC07798D6},
-15062828.5556362,8279546.78541121,323,Skagway,P,1035,171,597,156,438,82,2007,2011,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},
-16831655.677238,8851493.4549969,324,Skwentna,P,0,78,0,78,0,78,2007,2011,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71},
-16026660.3157166,9028660.18236215,325,Slana,P,182,101,94,52,88,61,2007,2011,{92647992-DE7B-4457-BD55-CB46CE9A4C4E},
-17496129.9813628,8788985.34345363,326,Sleetmute,P,82,27,53,18,29,15,2007,2011,{0250F433-FD97-4CC6-8D40-1385C394201D},
-16816573.7192222,8509749.46241112,327,Soldotna,P,4116,23,1919,153,2197,154,2007,2011,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC},
-17477930.8702166,8118669.23946321,328,South Naknek,P,68,30,28,13,40,21,2007,2011,{8C659093-914F-41E2-BE61-E3576613F3BC},
-16448483.2921245,9558782.70932766,329,South Van Horn,P,475,200,258,115,217,95,2007,2011,{06C11331-3BBB-4E38-B7C8-8E9706C868E8},
-18873694.235669,7679086.13284621,330,Saint George,P,118,55,65,37,53,24,2007,2011,{55AFA1A4-5677-44A5-A22C-9F9D370747CE},
-18164575.8369719,8871357.89380939,331,Saint Mary's,P,501,83,254,54,247,44,2007,2011,{8AB67F75-EAB7-4DEB-8885-83230D155E9C},
-18038200.3079044,9218516.75661929,332,Saint Michael,P,367,78,184,50,183,37,2007,2011,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9},
-18955737.62556,7784767.20005179,333,Saint Paul,P,716,171,427,121,289,74,2007,2011,{B7D914E8-D125-49F0-B374-8AE610E5DBC7},
-18066206.884487,9229858.29627611,334,Stebbins,P,572,92,289,50,283,57,2007,2011,{28ACD99B-0BF6-4373-A5BA-4F063E34485C},
-16418305.3284638,9580072.56957883,335,Steele Creek,P,6396,661,3451,388,2945,361,2007,2011,{70C8E48C-BFDB-49A3-ABA9-0B244839932A},
-16786649.3061846,8520284.43898784,336,Sterling,P,5476,556,2852,320,2624,282,2007,2011,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF},
-16596003.7469611,9878084.30819833,337,Stevens Village,P,65,33,37,18,28,17,2007,2011,{169CE60B-858B-4A5D-801B-CB9E3179349B},
-17431324.8567822,8808850.30175766,338,Stony River,P,41,27,23,15,18,15,2007,2011,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3},
-16634040.7618088,8599247.16217456,339,Sunrise,P,0,78,0,78,0,78,2007,2011,{C94A527A-FE5F-481B-BCAA-88435D1E5189},
-16768487.3163038,8741164.29201236,340,Susitna,P,24,27,6,10,18,21,2007,2011,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56},
-16702776.4610578,8890322.91977757,341,Susitna North,P,1419,322,715,185,704,186,2007,2011,{3366F161-F33D-48D6-A9DD-79C2B203D73C},
-16572949.7240962,8790607.99952188,342,Sutton-Alpine,P,1271,298,885,236,386,115,2007,2011,{126A149F-F9BD-42EC-8D66-E4883B8016E2},
-17372737.0858399,9097299.16392271,343,Takotna,P,55,45,15,17,40,34,2007,2011,{85E095CB-FA7C-489E-81CF-7471581BE04A},
-16710391.3289343,8936181.57566601,344,Talkeetna,P,501,188,291,104,210,102,2007,2011,{3EC46053-F188-4C9A-B758-A0D57EF8F834},
-15958316.6300582,9193115.8464888,345,Tanacross,P,122,54,66,29,56,33,2007,2011,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},
-16629445.237862,8767312.9648586,346,Tanaina,P,9403,665,4741,481,4662,439,2007,2011,{929B664D-4B19-44FF-A034-299BEAC5D45E},
-16929212.5031645,9653607.03557419,347,Tanana,P,303,78,170,45,133,43,2007,2011,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},
-16328534.5245761,8595687.733204,348,Tatitlek,P,58,37,24,19,34,27,2007,2011,{A47812B1-7D27-455A-A423-CE6015545162},
-16187196.9424994,8870386.41137708,349,Tazlina,P,321,94,198,59,123,49,2007,2011,{A3685B4F-070E-4C85-9820-DEE25ABC695E},
-18519689.6135483,9677978.83564969,350,Teller,P,270,79,142,47,128,43,2007,2011,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A},
-15053544.5411622,7921459.04939632,351,Tenakee Springs,P,77,41,40,30,37,21,2007,2011,{E49E42CA-BF94-44E1-9650-6B93C551222E},
-15865220.3482979,9134177.09345036,352,Tetlin,P,101,57,49,28,52,34,2007,2011,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},
-14752373.097814,7496057.95152267,353,Thorne Bay,P,500,114,300,73,200,57,2007,2011,{3F597174-5CB5-4C16-8F4A-786886325C42},
-17853285.3608513,8193477.2525473,354,Togiak,P,874,138,474,71,400,87,2007,2011,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},
-15917324.8423741,9183091.43721711,355,Tok,P,1437,264,757,168,680,131,2007,2011,{E7AB4B30-0C1D-4536-8571-A8835525D851},
-18379653.2461127,8518590.89616114,356,Toksook Bay,P,682,121,368,72,314,64,2007,2011,{976DFE6D-5070-41D4-B270-90EB077F8A48},
-16265215.1204587,8882214.49976839,357,Tolsona,P,0,78,0,78,0,78,2007,2011,{93A518D2-76B0-46E5-863A-02EDDEB80C98},
-16161325.5298553,8779266.76854602,358,Tonsina,P,84,96,37,45,47,55,2007,2011,{793D84BA-F572-4A23-A265-0090CCDE0F70},
-16723946.420688,8934519.32735454,359,Trapper Creek,P,361,163,165,82,196,90,2007,2011,{68659E20-597A-4214-97E4-BE2A722B888B},
-17917591.2190741,8648518.00957927,360,Tuluksak,P,454,112,223,53,231,64,2007,2011,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},
-18109049.0672711,8476453.63268147,361,Tuntutuliak,P,358,79,211,46,147,47,2007,2011,{E53D762F-9715-4E78-AE62-1FFB0D35EC03},
-18395700.7877218,8531414.38513811,362,Tununak,P,367,80,204,48,163,44,2007,2011,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197},
