X,Y,OBJECTID,Place,Geo_Src,e_Total_Pop,m_Total_Pop,e_One_Race,m_One_Race,e_AmInd_AKNat,m_AmInd_AKNat,e_Asian,m_Asian,e_Black_AfricanAm,m_Black_AfricanAm,e_NatHI_PacIslander,m_NatHI_PacIslander,e_Other_Race,m_Other_Race,e_White,m_White,e_Two_or_More,m_Two_or_More,e_Black_AfrAm_and_AmInd_AKNat,m_Black_AfrAm_and_AmInd_AKNat,e_White_and_AmInd_AKNat,m_White_and_AmInd_AKNat,e_White_and_Asian,m_White_and_Asian,e_White_and_Black_AfricanAm,m_White_and_Black_AfricanAm,Start_Year,End_Year,IsMostRecent,PlaceID
-17541428.4432941,7876342.01149,3740,Pilot Point,P,83,62,79,61,51,27,0,10,0,10,0,10,0,10,28,53,4,5,0,10,4,5,0,10,0,10,2016,2020,,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,3741,Pilot Station,P,421,82,419,81,416,81,2,3,0,10,0,10,0,10,1,4,2,3,0,10,2,3,0,10,0,10,2016,2020,,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,3742,Pitkas Point,P,130,41,130,41,130,41,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,3743,Platinum,P,8,7,8,7,8,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,3744,Pleasant Valley,P,444,338,378,306,0,10,0,10,0,10,0,10,0,10,378,306,66,102,0,10,0,10,66,102,0,10,2016,2020,,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,3745,Point Baker,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,3746,Point Hope,P,660,178,584,160,535,122,3,5,15,17,0,10,0,10,31,47,76,33,12,9,49,22,0,10,0,10,2016,2020,,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,3747,Point Lay,P,176,59,159,55,151,47,0,10,4,5,0,10,0,10,4,13,17,11,2,3,15,10,0,10,0,10,2016,2020,,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,3748,Point MacKenzie,P,1323,485,1129,413,274,205,4,8,39,49,29,46,0,10,783,275,194,160,4,8,141,146,0,10,0,10,2016,2020,,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,3749,Point Possession,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,3750,Pope-Vannoy Landing,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,3751,Port Alexander,P,74,40,57,30,0,10,0,10,0,10,0,10,0,10,57,30,17,19,0,10,0,10,0,10,17,19,2016,2020,,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,3752,Port Alsworth,P,200,87,184,81,13,12,0,10,74,58,0,10,0,10,97,54,16,13,0,10,2,2,9,11,0,10,2016,2020,,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,3753,Port Clarence,P,49,23,49,23,0,10,0,10,0,10,0,10,0,10,49,23,0,10,0,10,0,10,0,10,0,10,2016,2020,,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,3754,Port Graham,P,150,50,137,48,124,46,0,10,0,10,0,10,0,10,13,9,13,10,0,10,13,10,0,10,0,10,2016,2020,,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,3755,Port Heiden,P,62,36,60,35,50,31,0,10,0,10,0,10,0,10,10,11,2,5,0,10,2,5,0,10,0,10,2016,2020,,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,3756,Port Lions,P,145,48,124,46,76,36,0,10,0,10,0,10,0,10,48,25,21,15,0,10,18,14,0,10,0,10,2016,2020,,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,3757,Port Protection,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,3758,Portage Creek,P,3,5,3,5,3,5,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,3759,Primrose,P,117,89,117,89,0,10,0,10,0,10,0,10,0,10,117,89,0,10,0,10,0,10,0,10,0,10,2016,2020,,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,3760,Prudhoe Bay,P,1416,321,1361,306,128,69,69,51,14,14,10,17,21,24,1119,261,55,37,0,10,25,24,6,13,0,10,2016,2020,,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,3761,Quinhagak,P,856,102,815,97,809,96,2,4,0,10,2,3,0,10,2,3,41,33,0,10,33,32,0,10,0,10,2016,2020,,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,3762,Rampart,P,54,27,42,23,42,23,0,10,0,10,0,10,0,10,0,10,12,11,8,11,2,3,0,10,0,10,2016,2020,,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
-17514413.7748041,8807696.69847597,3763,Red Devil,P,19,16,13,13,12,13,0,10,0,10,0,10,0,10,1,3,6,8,0,10,6,8,0,10,0,10,2016,2020,,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B}
-18128841.6338836,10468340.5094955,3764,Red Dog Mine,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D}
-16818268.2429901,8518988.99464746,3765,Ridgeway,P,2631,521,2390,468,116,85,0,10,0,10,0,10,0,10,2274,465,241,169,0,10,173,163,0,10,0,10,2016,2020,,{43789012-2A4F-4391-8762-748A33755153}
-17308950.6609477,9540015.86793776,3766,Ruby,P,190,45,181,43,158,38,0,10,0,10,0,10,0,10,23,22,9,8,0,10,9,8,0,10,0,10,2016,2020,,{E0D07527-6185-42A6-87A3-465F20FDF512}
-17958449.4341672,8808069.09365902,3767,Russian Mission,P,193,78,167,69,166,69,0,10,0,10,0,10,0,10,1,5,26,35,0,10,26,35,0,10,0,10,2016,2020,,{8DA86262-15AB-46C9-B997-7983A9FF34AB}
-16846360.4237045,8538573.48551882,3768,Salamatof,P,1025,217,960,204,190,71,5,6,26,17,6,11,2,4,731,179,65,35,0,10,52,33,8,10,0,10,2016,2020,,{2606EF00-243D-41F4-890F-E340AD1ACFA5}
-16361428.1365655,9473341.78828841,3769,Salcha,P,930,206,913,203,107,123,0,10,0,10,7,14,0,10,799,183,17,18,0,10,7,11,10,12,0,10,2016,2020,,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D}
-17866565.6586608,7428311.42002969,3770,Sand Point,P,1186,161,976,136,479,79,235,87,16,16,11,11,46,28,189,52,210,62,1,3,94,26,22,15,0,10,2016,2020,,{BCCD0BE5-1002-4368-A664-108C425C91DD}
-18978195.0516515,9272224.04900901,3771,Savoonga,P,849,110,849,110,819,113,0,10,3,5,0,10,0,10,27,23,0,10,0,10,0,10,0,10,0,10,2016,2020,,{72DFDB08-C634-4DC3-BA13-8C7F1E889436}
-14649379.7994303,7424010.4608575,3772,Saxman,P,328,72,309,69,245,66,0,10,0,10,0,10,0,10,64,31,19,20,0,10,18,20,0,10,0,10,2016,2020,,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD}
-18432456.2977122,8821966.22863412,3773,Scammon Bay,P,464,89,462,89,460,90,0,10,0,10,0,10,0,10,2,9,2,4,0,10,2,4,0,10,0,10,2016,2020,,{95BD0825-5CB3-4695-B177-4D026DA5894C}
-17812243.9906867,10044255.6550047,3774,Selawik,P,728,112,715,112,693,109,0,10,0,10,8,9,0,10,14,15,13,9,0,10,13,9,0,10,0,10,2016,2020,,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD}
-16881595.6604411,8283625.15742751,3775,Seldovia Village,P,175,48,146,40,52,28,0,10,0,10,0,10,7,9,87,30,29,23,0,10,26,23,0,10,0,10,2016,2020,,{87E87454-91AC-49AF-B812-E5B5DF65D0C8}
-16889234.3859769,8276232.43753431,3776,Seldovia,P,164,48,136,45,6,6,0,10,0,10,0,10,0,10,130,46,28,17,0,10,24,16,0,10,4,7,2016,2020,,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514}
-16635498.343599,8422734.06749095,3777,Seward,P,2812,15,2697,144,360,173,46,51,73,26,84,75,1,2,2133,224,115,143,0,10,113,143,0,10,0,10,2016,2020,,{86E9E60C-762A-4D26-A7CC-57DC74916D5B}
-17758864.8987936,9016241.33130953,3778,Shageluk,P,56,23,53,23,45,21,2,4,0,10,0,10,0,10,6,8,3,4,0,10,3,4,0,10,0,10,2016,2020,,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9}
-17944073.6571674,9440376.2922384,3779,Shaktoolik,P,324,51,321,51,317,50,0,10,0,10,0,10,0,10,4,4,3,5,0,10,0,10,0,10,0,10,2016,2020,,{CEDC63C2-3647-4702-B72B-D9E842E711FE}
-18486912.9341124,9947017.19873905,3780,Shishmaref,P,499,65,488,61,455,61,0,10,3,4,0,10,0,10,30,16,11,15,0,10,1,2,2,3,0,10,2016,2020,,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628}
-17492543.3497459,10124235.6567402,3781,Shungnak,P,210,51,210,51,210,51,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{9177B2E0-91EE-4644-A900-570CEA299846}
-16178300.9077316,8861767.02927969,3782,Silver Springs,P,171,81,148,73,0,10,0,10,0,10,0,10,0,10,148,73,23,27,0,10,23,27,0,10,0,10,2016,2020,,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4}
-15065826.601253,7770144.80039453,3783,Sitka,P,8569,,7295,186,987,163,655,55,54,39,14,19,66,48,5519,69,1274,186,0,14,897,155,132,69,28,26,2016,2020,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,3784,Skagway,P,1191,158,1084,165,58,62,34,31,58,45,0,10,0,10,934,148,107,75,0,10,17,9,59,50,0,10,2016,2020,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-16831655.677238,8851493.4549969,3785,Skwentna,P,30,22,30,22,0,10,0,10,0,10,0,10,0,10,30,22,0,10,0,10,0,10,0,10,0,10,2016,2020,,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71}
-16026660.3157166,9028660.18236215,3786,Slana,P,27,40,27,40,0,10,0,10,0,10,0,10,0,10,27,40,0,10,0,10,0,10,0,10,0,10,2016,2020,,{92647992-DE7B-4457-BD55-CB46CE9A4C4E}
-17496129.9813628,8788985.34345363,3787,Sleetmute,P,78,26,75,25,66,23,0,10,0,10,0,10,0,10,9,7,3,5,0,10,3,5,0,10,0,10,2016,2020,,{0250F433-FD97-4CC6-8D40-1385C394201D}
-16816573.7192222,8509749.46241112,3788,Soldotna,P,4705,28,4423,147,318,162,47,44,0,10,0,10,31,47,4027,226,282,147,0,10,143,107,71,73,0,10,2016,2020,,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC}
-16621730.3033367,8762001.83151571,3789,South Lakes,P,6151,614,5648,599,212,113,37,30,80,73,6,9,36,45,5277,615,503,203,0,14,120,80,74,52,32,33,2016,2020,,{84B4826F-176E-4EF4-B844-179B36558677}
-17477930.8702166,8118669.23946321,3790,South Naknek,P,42,21,42,21,25,18,0,10,0,10,9,11,0,10,8,9,0,10,0,10,0,10,0,10,0,10,2016,2020,,{8C659093-914F-41E2-BE61-E3576613F3BC}
-16448483.2921245,9558782.70932766,3791,South Van Horn,P,396,129,380,124,112,88,0,10,0,10,0,10,26,42,242,109,16,26,0,10,16,26,0,10,0,10,2016,2020,,{06C11331-3BBB-4E38-B7C8-8E9706C868E8}
-18873694.235669,7679086.13284621,3792,Saint George,P,102,45,93,39,87,36,0,10,0,10,0,10,0,10,6,6,9,15,0,10,9,15,0,10,0,10,2016,2020,,{55AFA1A4-5677-44A5-A22C-9F9D370747CE}
-18164575.8369719,8871357.89380939,3793,Saint Mary's,P,660,106,625,102,605,94,0,10,0,10,5,6,0,10,15,43,35,23,0,10,16,13,0,10,0,10,2016,2020,,{8AB67F75-EAB7-4DEB-8885-83230D155E9C}
-18038200.3079044,9218516.75661929,3794,Saint Michael,P,340,53,333,53,332,53,0,10,0,10,0,10,0,10,1,3,7,10,2,3,5,10,0,10,0,10,2016,2020,,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9}
-18955737.62556,7784767.20005179,3795,Saint Paul,P,399,89,366,92,335,84,2,4,8,15,0,10,2,4,19,32,33,18,2,3,31,18,0,10,0,10,2016,2020,,{B7D914E8-D125-49F0-B374-8AE610E5DBC7}
-18066206.884487,9229858.29627611,3796,Stebbins,P,620,93,618,93,577,78,2,2,12,25,0,10,7,9,20,25,2,3,0,10,2,3,0,10,0,10,2016,2020,,{28ACD99B-0BF6-4373-A5BA-4F063E34485C}
-16418305.3284638,9580072.56957883,3797,Steele Creek,P,7365,1251,6675,1122,726,717,76,84,67,85,0,14,150,202,5656,1230,690,373,0,14,405,260,0,14,0,14,2016,2020,,{70C8E48C-BFDB-49A3-ABA9-0B244839932A}
-16786649.3061846,8520284.43898784,3798,Sterling,P,5150,659,4841,627,139,83,125,113,0,14,0,14,54,63,4523,612,309,153,0,14,177,112,36,53,17,29,2016,2020,,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF}
-16596003.7469611,9878084.30819833,3799,Stevens Village,P,9,8,9,8,9,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{169CE60B-858B-4A5D-801B-CB9E3179349B}
-17431324.8567822,8808850.30175766,3800,Stony River,P,39,22,39,22,39,22,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3}
-16634040.7618088,8599247.16217456,3801,Sunrise,P,39,48,26,29,0,10,0,10,0,10,0,10,0,10,26,29,13,23,0,10,0,10,0,10,13,23,2016,2020,,{C94A527A-FE5F-481B-BCAA-88435D1E5189}
-16768487.3163038,8741164.29201236,3802,Susitna,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56}
-16702776.4610578,8890322.91977757,3803,Susitna North,P,1271,303,1098,302,38,58,0,10,0,10,0,10,0,10,1060,300,173,104,0,10,62,55,0,10,111,88,2016,2020,,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
-16572949.7240962,8790607.99952188,3804,Sutton-Alpine,P,1343,205,1198,186,218,99,40,45,2,6,0,10,38,41,900,152,145,86,0,10,104,85,20,24,0,10,2016,2020,,{126A149F-F9BD-42EC-8D66-E4883B8016E2}
-17372737.0858399,9097299.16392271,3805,Takotna,P,53,34,28,21,4,6,0,10,0,10,0,10,0,10,24,20,25,24,0,10,17,21,0,10,2,3,2016,2020,,{85E095CB-FA7C-489E-81CF-7471581BE04A}
-16710391.3289343,8936181.57566601,3806,Talkeetna,P,1199,298,1155,291,3,3,2,3,11,19,0,10,0,10,1139,289,44,68,0,10,44,68,0,10,0,10,2016,2020,,{3EC46053-F188-4C9A-B758-A0D57EF8F834}
-15958316.6300582,9193115.8464888,3807,Tanacross,P,145,59,140,57,129,54,0,10,6,9,0,10,0,10,5,7,5,10,5,10,0,10,0,10,0,10,2016,2020,,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43}
-16629445.237862,8767312.9648586,3808,Tanaina,P,10449,760,9527,718,807,299,123,118,15,15,8,14,54,53,8520,705,922,223,20,28,718,231,51,66,0,16,2016,2020,,{929B664D-4B19-44FF-A034-299BEAC5D45E}
-16929212.5031645,9653607.03557419,3809,Tanana,P,173,45,163,46,138,43,0,10,1,2,0,10,0,10,24,16,10,9,0,10,10,9,0,10,0,10,2016,2020,,{52BCEDDA-9254-47D3-9A2A-3B00217A0661}
-16328534.5245761,8595687.733204,3810,Tatitlek,P,41,33,36,27,33,26,0,10,0,10,0,10,0,10,3,4,5,9,5,9,0,10,0,10,0,10,2016,2020,,{A47812B1-7D27-455A-A423-CE6015545162}
-16187196.9424994,8870386.41137708,3811,Tazlina,P,608,163,529,153,183,86,11,19,0,10,0,10,6,11,329,138,79,76,0,10,49,51,0,10,0,10,2016,2020,,{A3685B4F-070E-4C85-9820-DEE25ABC695E}
-18519689.6135483,9677978.83564969,3812,Teller,P,237,46,235,46,233,46,0,10,2,3,0,10,0,10,0,10,2,3,0,10,2,3,0,10,0,10,2016,2020,,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A}
-15053544.5411622,7921459.04939632,3813,Tenakee Springs,P,121,40,121,40,0,10,0,10,0,10,0,10,0,10,121,40,0,10,0,10,0,10,0,10,0,10,2016,2020,,{E49E42CA-BF94-44E1-9650-6B93C551222E}
-15865220.3482979,9134177.09345036,3814,Tetlin,P,232,85,230,84,210,80,0,10,0,10,0,10,0,10,20,28,2,4,0,10,2,4,0,10,0,10,2016,2020,,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53}
-14752373.097814,7496057.95152267,3815,Thorne Bay,P,447,110,436,110,11,12,0,10,0,10,10,17,0,10,415,107,11,9,0,10,5,6,2,4,0,10,2016,2020,,{3F597174-5CB5-4C16-8F4A-786886325C42}
-17853285.3608513,8193477.2525473,3816,Togiak,P,910,141,876,138,777,79,2,3,1,2,0,10,0,10,96,117,34,16,0,10,34,16,0,10,0,10,2016,2020,,{5992D3C6-F615-45B1-BE46-B0FF54252CF2}
-15917324.8423741,9183091.43721711,3817,Tok,P,1214,161,1196,159,254,80,9,20,0,10,0,10,0,10,933,161,18,15,0,10,16,14,0,10,0,10,2016,2020,,{E7AB4B30-0C1D-4536-8571-A8835525D851}
-18379653.2461127,8518590.89616114,3818,Toksook Bay,P,863,144,843,147,827,146,0,10,1,2,0,10,0,10,15,19,20,14,5,5,15,11,0,10,0,10,2016,2020,,{976DFE6D-5070-41D4-B270-90EB077F8A48}
-16265215.1204587,8882214.49976839,3819,Tolsona,P,46,60,46,60,0,10,0,10,0,10,0,10,0,10,46,60,0,10,0,10,0,10,0,10,0,10,2016,2020,,{93A518D2-76B0-46E5-863A-02EDDEB80C98}
-16161325.5298553,8779266.76854602,3820,Tonsina,P,20,33,20,33,0,10,0,10,0,10,0,10,0,10,20,33,0,10,0,10,0,10,0,10,0,10,2016,2020,,{793D84BA-F572-4A23-A265-0090CCDE0F70}
-16723946.420688,8934519.32735454,3821,Trapper Creek,P,304,71,256,56,4,7,0,10,0,10,0,10,0,10,252,54,48,46,0,10,48,46,0,10,0,10,2016,2020,,{68659E20-597A-4214-97E4-BE2A722B888B}
-17917591.2190741,8648518.00957927,3822,Tuluksak,P,269,62,266,62,231,63,2,4,0,10,0,10,0,10,33,27,3,5,0,10,2,3,0,10,0,10,2016,2020,,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E}
-18109049.0672711,8476453.63268147,3823,Tuntutuliak,P,844,556,844,556,834,557,0,10,0,10,0,10,0,10,10,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{E53D762F-9715-4E78-AE62-1FFB0D35EC03}
-18395700.7877218,8531414.38513811,3824,Tununak,P,338,64,311,62,309,62,0,10,0,10,0,10,0,10,2,3,27,21,2,2,19,20,0,10,0,10,2016,2020,,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197}
-17842355.5861123,8196642.74751999,3825,Twin Hills,P,71,23,67,24,66,23,0,10,0,10,0,10,0,10,1,4,4,8,3,5,0,10,0,10,0,10,2016,2020,,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA}
-16368238.5102819,9576121.96361816,3826,Two Rivers,P,709,417,709,417,166,258,0,10,0,10,0,10,0,10,543,354,0,10,0,10,0,10,0,10,0,10,2016,2020,,{2416B7D2-6E1E-47A0-8550-530D41B50117}
-16825205.8154774,8641473.78364105,3827,Tyonek,P,415,121,372,102,340,97,12,11,0,10,3,7,5,7,12,11,43,46,0,10,10,15,0,10,0,10,2016,2020,,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD}
-17521637.0889508,7865554.71115681,3828,Ugashik,P,8,8,8,8,6,6,0,10,0,10,0,10,0,10,2,3,0,10,0,10,0,10,0,10,0,10,2016,2020,,{A3F13BA5-7501-4638-B3B8-55A7131B5C17}
-17899279.685261,9318504.75151891,3829,Unalakleet,P,768,318,738,305,443,117,146,297,0,10,0,10,0,10,149,81,30,30,0,10,27,30,3,4,0,10,2016,2020,,{C3143A12-95C5-434E-A174-05E3A93C6CB4}
-18538889.9333079,7146158.06822584,3830,Unalaska,P,4758,128,4252,155,121,46,2322,91,126,57,120,41,301,89,1262,99,506,115,10,7,86,33,50,20,4,6,2016,2020,,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0}
-17846269.0949462,8750459.42220165,3831,Upper Kalskag,P,239,50,210,43,195,38,0,10,1,2,0,10,0,10,14,13,29,25,2,3,27,25,0,10,0,10,2016,2020,,{50BD3072-1166-4F66-BB42-2E68C28DE654}
-17450559.5702569,11501957.3747615,3832,Utqiagvik,P,4354,276,3862,332,2718,396,413,136,113,29,194,34,61,64,363,358,492,244,33,39,168,111,74,46,12,17,2016,2020,,{2697EF3A-7387-4208-B455-A046543D1AA7}
-16292173.0672154,8655789.26258689,3833,Valdez,P,3865,28,3628,129,156,74,1,2,54,54,0,10,145,58,3272,165,237,124,0,10,98,53,0,10,0,10,2016,2020,,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444}
-16299601.2523058,10160823.0619457,3834,Venetie,P,126,34,122,34,118,34,0,10,0,10,0,10,4,5,0,10,4,4,0,10,2,3,0,10,0,10,2016,2020,,{A3641C8B-440A-4FFF-AFC3-1602263D4212}
-17814706.4118869,11279797.9826226,3835,Wainwright,P,437,106,411,100,376,88,0,10,0,10,0,10,0,10,35,25,26,14,5,6,18,13,0,10,0,10,2016,2020,,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3}
-18711833.4971617,9770649.64422587,3836,Wales,P,222,56,221,57,221,57,0,10,0,10,0,10,0,10,0,10,1,3,0,10,1,3,0,10,0,10,2016,2020,,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746}
-16636052.6106908,8760724.04599611,3837,Wasilla,P,10469,33,9832,193,622,265,413,144,188,142,53,60,41,36,8515,313,637,186,0,16,294,132,200,98,68,46,2016,2020,,{8805779A-5590-497A-82CB-9053953A6555}
-14819080.2747477,7581770.65035956,3838,Whale Pass,P,101,54,101,54,0,10,0,10,0,10,0,10,0,10,101,54,0,10,0,10,0,10,0,10,0,10,2016,2020,,{4999C06C-E2C7-48C4-9BD9-E95833F9D114}
-18190772.5383038,9524915.03552746,3839,White Mountain,P,170,40,168,39,160,36,0,10,0,10,0,10,0,10,8,8,2,3,0,10,2,3,0,10,0,10,2016,2020,,{7B4ACF01-3330-4839-B43B-E98C4902C151}
-16241007.0976359,9388310.4942788,3840,Whitestone,P,60,50,60,50,0,10,0,10,0,10,0,10,0,10,60,50,0,10,0,10,0,10,0,10,0,10,2016,2020,,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73}
-15077357.902549,7986050.26291035,3841,Whitestone Logging Camp,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2016,2020,,{1026755E-5B75-45B6-98C8-6284B2D3C08B}
-16551646.7565988,8573723.60971377,3842,Whittier,P,255,75,238,71,32,22,60,58,5,7,38,25,7,9,96,35,17,12,0,10,9,9,2,5,3,4,2016,2020,,{52F6D695-370B-4814-8DA9-00DCC073CA83}
-16702990.3514406,8798697.77507172,3843,Willow,P,1956,329,1851,309,110,68,8,9,4,7,0,10,0,10,1729,290,105,73,0,10,85,67,13,20,7,11,2016,2020,,{60E92328-3CA2-4968-A065-270130CCEE76}
-16161929.7217349,8811864.2712632,3844,Willow Creek,P,74,71,74,71,28,34,0,10,0,10,0,10,0,10,46,62,0,10,0,10,0,10,0,10,0,10,2016,2020,,{4957115F-806A-43E5-BBCE-B3E79864940B}
-16709890.4642513,10273864.7421366,3845,Wiseman,P,9,11,9,11,3,5,0,10,0,10,0,10,0,10,6,7,0,10,0,10,0,10,0,10,0,10,2016,2020,,{7DC57B05-77B0-4489-8056-CFFC5747990D}
-16985380.8557374,7905712.35927335,3846,Womens Bay,P,852,200,769,202,118,97,0,10,0,10,0,10,0,10,651,189,83,61,0,10,72,63,0,10,11,14,2016,2020,,{8BB6EEE9-AF35-4E67-98F1-D901D6743094}
-14736875.9211032,7652635.44015356,3847,Wrangell,P,2510,,2302,69,571,93,43,45,8,13,32,22,12,12,1636,109,208,69,0,10,173,62,7,13,5,9,2016,2020,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,3848,Yakutat,P,597,112,498,97,172,39,50,32,34,32,2,3,10,16,230,81,99,52,1,4,44,22,4,4,0,10,2016,2020,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16911618.9820708,9826137.26375013,4234,Alaska,S,735951,,662005,2800,107531,1922,47213,1091,23721,820,10766,428,14254,1533,458520,1719,73946,2800,1771,444,31419,1773,10054,947,6997,734,2017,2021,,{FBDAD97E-3A9C-4408-A295-197720B2C16C}
-17864787.2224834,7429017.81475925,4235,Aleutians East Borough,C,3409,,3016,91,1505,197,712,135,71,47,11,11,220,85,497,101,393,91,7,7,250,66,12,9,2,2,2017,2021,,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C}
-19852584.4046835,6792787.78010287,4236,Aleutians West Census Area,C,5251,,4797,138,549,67,2406,200,182,128,87,47,287,91,1286,35,454,138,10,9,122,60,56,31,3,4,2017,2021,,{62DAD683-3FFC-4453-9FD2-D2EE794E9231}
-16686218.0875525,8675653.72291914,4237,Anchorage,C,292545,,257966,2244,21150,1380,28339,996,15668,661,8568,409,7962,1315,176279,1342,34579,2244,1344,418,12185,1427,5651,796,4394,652,2017,2021,,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-17828194.9368115,8609515.82662756,4238,Bethel Census Area,C,18514,,17926,114,15640,185,261,16,171,36,42,56,43,61,1769,101,588,114,26,15,408,96,1,3,24,36,2017,2021,,{5F365A90-E7FE-4110-A895-042798D82840}
-17479082.6841936,8121685.35202224,4239,Bristol Bay Borough,C,849,128,740,114,282,60,35,50,5,6,13,19,25,25,380,67,109,32,0,10,68,24,18,16,0,10,2017,2021,,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A}
