X,Y,OBJECTID,Place,Geo_Src,e_Total_Pop,m_Total_Pop,e_One_Race,m_One_Race,e_AmInd_AKNat,m_AmInd_AKNat,e_Asian,m_Asian,e_Black_AfricanAm,m_Black_AfricanAm,e_NatHI_PacIslander,m_NatHI_PacIslander,e_Other_Race,m_Other_Race,e_White,m_White,e_Two_or_More,m_Two_or_More,e_Black_AfrAm_and_AmInd_AKNat,m_Black_AfrAm_and_AmInd_AKNat,e_White_and_AmInd_AKNat,m_White_and_AmInd_AKNat,e_White_and_Asian,m_White_and_Asian,e_White_and_Black_AfricanAm,m_White_and_Black_AfricanAm,Start_Year,End_Year,IsMostRecent,PlaceID
-14791655.2627998,7442966.61866863,407,Prince of Wales-Hyder Census Area,C,5603,,5205,94,2311,97,44,29,12,12,20,26,27,24,2791,21,398,94,5,7,291,79,12,28,0,14,2008,2012,,{7ED5387A-A8FC-42E5-B364-246EE5926A4D}
-15065826.601253,7770144.80039453,408,Sitka,C,8909,,8074,196,1544,186,468,79,70,59,2,4,121,69,5869,57,835,196,5,9,580,177,58,51,4,5,2008,2012,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,409,Skagway,C,1050,230,996,238,17,12,177,298,3,6,0,10,0,10,799,126,54,29,0,10,46,25,5,6,0,10,2008,2012,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-15943021.6241255,9315564.93027635,410,Southeast Fairbanks Census Area,C,7039,,6675,95,735,98,62,25,107,11,26,37,51,41,5694,50,364,95,4,8,319,96,35,25,5,8,2008,2012,,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57}
-18166327.890096,8926584.6256831,412,Kusilvak Census Area,C,7556,,7117,83,6843,88,8,7,8,10,23,25,0,14,235,6,439,83,14,10,385,77,0,14,19,17,2008,2012,,{EF9C5E4E-265E-4453-B87F-401952925FE6}
-14736875.9211032,7652635.44015356,413,Wrangell,C,2368,,2140,92,335,120,36,28,13,18,10,13,2,3,1744,152,228,92,0,10,119,59,2,7,18,22,2008,2012,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,414,Yakutat,C,644,135,553,126,283,81,4,7,8,18,5,6,5,9,248,111,91,34,0,10,77,30,9,13,0,10,2008,2012,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16812037.2290032,9668260.5175691,415,Yukon-Koyukuk Census Area,C,5637,,5192,82,3889,88,22,29,6,5,22,26,18,17,1235,11,445,82,12,9,376,79,11,10,15,8,2008,2012,,{1F2FC561-C032-423A-85B7-32591979EA75}
-19663507.7911574,6776337.60629079,416,Adak,P,127,54,109,48,31,31,5,6,0,10,0,10,19,20,54,31,18,16,0,10,9,11,2,6,0,10,2008,2012,,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86}
-17162487.1875705,7749255.80747254,417,Akhiok,P,151,92,147,91,128,90,2,4,2,5,0,10,0,10,15,13,4,6,0,10,4,6,0,10,0,10,2008,2012,,{68670103-A544-40F0-AD9E-7215DEC2434C}
-17972431.0159371,8606059.10759937,418,Akiachak,P,638,103,630,102,594,100,0,10,0,10,0,10,0,10,36,27,8,7,2,3,4,5,0,10,0,10,2008,2012,,{D381614D-1B3D-4C01-A916-B139441D4A88}
-17948041.6926256,8604612.88598838,419,Akiak,P,364,68,354,69,326,65,2,3,0,10,2,3,0,10,24,15,10,10,0,10,9,8,0,10,0,10,2008,2012,,{B9E3D976-5DA3-4850-884A-E7818D521898}
-18453825.976754,7195635.68739133,420,Akutan,P,932,284,922,283,44,27,455,153,189,94,8,14,15,17,211,126,10,15,0,10,1,2,5,10,0,10,2008,2012,,{D57C95FC-45D5-44E0-B99B-5325C15EBE66}
-18330707.5476733,9023905.19268546,421,Alakanuk,P,570,76,556,76,547,77,0,10,1,3,0,10,0,10,8,6,14,14,1,2,9,10,0,10,0,10,2008,2012,,{8142710A-7405-430F-9A0B-C44338B4B31A}
-16998632.6281501,10030290.617505,422,Alatna,P,1,2,1,2,1,2,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB}
-15697227.7428421,9008184.66778997,423,Alcan Border,P,27,39,27,39,0,10,0,10,0,10,0,10,0,10,27,39,0,10,0,10,0,10,0,10,0,10,2008,2012,,{3A2BEA63-41B6-445E-BF20-B04461C94803}
-17657678.5273638,8240980.59809748,424,Aleknagik,P,208,65,201,65,169,58,0,10,0,10,0,10,0,10,32,29,7,8,0,10,7,8,0,10,0,10,2008,2012,,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9}
-17018639.3674516,7968179.28755084,425,Aleneva,P,68,101,68,101,0,10,0,10,0,10,0,10,0,10,68,101,0,10,0,10,0,10,0,10,0,10,2008,2012,,{29D4602C-A471-4961-BBEC-AB22938F5F26}
-16992862.437114,10031835.3089084,426,Allakaket,P,46,18,43,17,43,17,0,10,0,10,0,10,0,10,0,10,3,4,0,10,3,4,0,10,0,10,2008,2012,,{D9E1C7EB-2990-486A-BEC6-DF457C95E944}
-17572508.2979883,10180738.1984948,427,Ambler,P,240,89,237,88,213,83,0,10,0,10,0,10,0,10,24,22,3,4,0,10,3,4,0,10,0,10,2008,2012,,{E98663F6-E635-4427-85F1-48E3042D196E}
-16891159.3456548,10489279.941021,428,Anaktuvuk Pass,P,344,79,298,73,276,68,0,10,6,7,0,10,0,10,16,19,46,30,12,14,34,26,0,10,0,10,2008,2012,,{C8F22DE3-2D24-49CD-A867-3855226D712F}
-16902085.2269946,8350131.34239944,429,Anchor Point,P,2080,211,1991,205,88,53,7,14,0,10,0,10,9,13,1887,206,89,45,0,10,45,26,15,18,0,10,2008,2012,,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83}
-16686218.0875525,8675653.72291914,430,Anchorage,P,291470,,264224,1735,19326,1008,23312,850,16770,682,5824,280,4302,657,194690,864,27246,1735,1826,489,11922,911,3688,597,3158,595,2008,2012,,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-16607841.8425473,9437496.73630837,431,Anderson,P,365,93,353,90,0,10,0,10,6,8,0,10,3,6,344,92,12,11,0,10,10,10,0,10,2,3,2008,2012,,{3999FA6E-F8E0-4528-9406-C991F8BB8C52}
-14981471.2754118,7862919.3185571,432,Angoon,P,404,80,377,78,344,76,0,10,0,10,0,10,0,10,33,16,27,23,0,10,14,14,0,10,0,10,2008,2012,,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1}
-17758530.6291833,8759944.08337012,433,Aniak,P,526,83,485,75,342,62,13,22,0,10,0,10,0,10,130,52,41,24,0,10,41,24,0,10,0,10,2008,2012,,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060}
-17833307.7073289,9015553.00610678,434,Anvik,P,94,32,93,32,93,32,0,10,0,10,0,10,0,10,0,10,1,3,0,10,1,3,0,10,0,10,2008,2012,,{AED9D55C-5519-4DA0-A4A7-28349D8498CD}
-16200942.2921759,10485277.8122488,435,Arctic Village,P,104,34,100,34,98,33,0,10,0,10,0,10,0,10,2,3,4,6,4,6,0,10,0,10,0,10,2008,2012,,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8}
-19391877.4279502,6835970.93964706,436,Atka,P,87,46,87,46,50,28,0,10,0,10,0,10,3,5,34,32,0,10,0,10,0,10,0,10,0,10,2008,2012,,{C80F8014-AF4E-4834-B4A8-DED62C0786C1}
-18064527.563622,8593130.12141586,437,Atmautluak,P,329,75,323,73,323,73,0,10,0,10,0,10,0,10,0,10,6,8,0,10,6,8,0,10,0,10,2008,2012,,{887F3239-34EE-4A3A-9B7A-522E212DA730}
-17524309.1239729,11227484.1041681,438,Atqasuk,P,290,81,273,79,254,78,0,10,0,10,0,10,0,10,19,22,17,20,0,10,17,20,0,10,0,10,2008,2012,,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A}
19277285.2935183,6950872.61663701,439,Attu Station,P,17,37,17,37,0,10,0,10,0,10,0,10,0,10,17,37,0,10,0,10,0,10,0,10,0,10,2008,2012,,{4B169010-F268-45A8-8444-F0B5873ABDEE}
-16409897.2332955,9557080.87200411,440,Badger,P,20793,1281,19347,1317,690,449,383,214,432,265,0,18,41,44,17801,1299,1446,571,0,18,1055,505,147,124,188,136,2008,2012,,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB}
-17450559.5702569,11501957.3747615,441,Utqiagvik,P,4222,17,3794,167,2145,328,351,87,34,32,115,13,77,70,1072,314,428,167,27,41,263,136,76,59,0,10,2008,2012,,{2697EF3A-7387-4208-B455-A046543D1AA7}
-16631388.3051022,8437358.45632469,442,Bear Creek,P,1960,500,1862,486,242,166,74,76,23,10,1,4,2,6,1520,457,98,76,0,10,39,57,43,54,15,7,2008,2012,,{2B076D8C-6D9B-439C-90F1-92FEAE651E60}
-16408175.5504662,9976173.30142884,443,Beaver,P,88,38,85,38,85,38,0,10,0,10,0,10,0,10,0,10,3,4,0,10,3,4,0,10,0,10,2008,2012,,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1}
-16814033.880103,8665458.63172155,444,Beluga,P,53,59,53,59,2,3,0,10,0,10,0,10,0,10,51,59,0,10,0,10,0,10,0,10,0,10,2008,2012,,{D72A5701-11AB-4596-AA0D-A2881CCB42B1}
-18008351.1575292,8578036.2426842,445,Bethel,P,6140,19,5654,203,3872,249,162,34,38,29,63,89,0,14,1519,140,486,206,28,24,420,201,0,14,13,19,2008,2012,,{7B1302D1-C2B4-402C-8C43-141B93681692}
-16865833.0263745,10133834.8462918,446,Bettles,P,30,21,30,21,0,10,0,10,0,10,0,10,0,10,30,21,0,10,0,10,0,10,0,10,0,10,2008,2012,,{C4674250-987C-40CD-B550-D246607343D4}
-16234228.4764685,9387246.18503888,447,Big Delta,P,664,216,656,217,20,18,15,20,0,10,0,10,0,10,621,222,8,14,0,10,8,14,0,10,0,10,2008,2012,,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E}
-16677792.4607889,8753752.14376509,448,Big Lake,P,3636,427,3342,409,249,114,21,32,54,67,28,25,24,33,2966,388,294,182,0,10,261,177,0,10,0,10,2008,2012,,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D}
-16232379.5305256,9949191.5835814,449,Birch Creek,P,18,14,18,14,18,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{6EA0B92C-E267-478F-99A6-DA6EAC948390}
-18533827.0925877,9697033.79061887,450,Brevig Mission,P,337,52,316,53,304,54,0,10,0,10,0,10,3,5,9,10,21,15,0,10,21,15,0,10,0,10,2008,2012,,{01088110-F1CF-4DF6-A7C8-446D20A2B257}
-17936800.4854698,9870732.665245,451,Buckland,P,527,89,524,88,522,87,0,10,0,10,0,10,0,10,2,5,3,5,0,10,3,5,0,10,0,10,2008,2012,,{2FD931D4-12DB-45C2-834A-4B4559E54BA5}
-16587840.1502488,8786318.64725492,452,Buffalo Soapstone,P,792,182,723,171,12,14,5,10,21,28,0,10,7,11,678,165,69,46,0,10,42,40,11,18,16,28,2008,2012,,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97}
-16590548.7890119,8751263.55536645,453,Butte,P,3458,270,3302,271,136,55,18,18,30,32,0,10,6,9,3112,274,156,84,0,10,113,65,0,10,18,24,2008,2012,,{9A9D4747-657F-4044-BB90-7E45B94AB987}
-16574958.5798197,9197127.80929988,454,Cantwell,P,180,51,174,49,36,22,1,3,0,10,0,10,0,10,137,44,6,7,0,10,6,7,0,10,0,10,2008,2012,,{E263C114-3707-494D-84BF-BCBDC754E133}
-16121504.109879,9760330.07088335,455,Central,P,99,42,94,42,0,10,0,10,0,10,0,10,0,10,94,42,5,7,0,10,5,7,0,10,0,10,2008,2012,,{5729F5A2-2D55-4611-8C20-838834BEA9AA}
-15999716.2175498,10057166.2574094,456,Chalkyitsik,P,59,27,59,27,57,27,0,10,0,10,0,10,0,10,2,3,0,10,0,10,0,10,0,10,0,10,2008,2012,,{98D5F010-433A-452A-8E40-1DC756B3B809}
-16703629.7221717,8966595.56435427,457,Chase,P,14,22,14,22,0,10,0,10,0,10,0,10,0,10,14,22,0,10,0,10,0,10,0,10,0,10,2008,2012,,{427130A7-E294-4C77-9945-66799C9AE903}
-18287603.8577055,8435002.51586496,458,Chefornak,P,489,104,482,102,472,101,0,10,5,7,0,10,0,10,5,5,7,8,0,10,7,8,0,10,0,10,2008,2012,,{A446B551-74BE-4F56-B131-523C342C41BA}
-16471851.3428201,9562652.6716704,459,Chena Ridge,P,5629,606,5247,607,581,254,20,34,45,46,36,58,142,192,4423,661,382,224,0,14,313,199,69,92,0,14,2008,2012,,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B}
-16476658.3627789,8414356.69050082,460,Chenega,P,92,55,89,53,44,36,0,10,0,10,0,10,0,10,45,38,3,7,0,10,3,7,0,10,0,10,2008,2012,,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770}
-18433453.2225289,8748225.03058707,461,Chevak,P,953,119,883,112,859,109,0,10,0,10,0,10,0,10,24,27,70,52,6,8,61,47,0,10,0,10,2008,2012,,{8ECE306F-1205-474A-AF5D-5A82326AFDD3}
-16528585.7995315,8810988.71208775,462,Chickaloon,P,210,76,207,76,10,8,0,10,0,10,0,10,0,10,197,76,3,5,0,10,3,5,0,10,0,10,2008,2012,,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8}
-15799981.5073964,9368230.73085785,463,Chicken,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{0C46910A-CF22-422A-A69E-499EC6219D46}
-17648342.8318143,7620462.28603756,464,Chignik Lagoon,P,76,31,65,27,45,22,0,10,0,10,0,10,0,10,20,11,11,11,0,10,11,11,0,10,0,10,2008,2012,,{5FBF89C8-6F1F-4610-B81F-18286B0993C8}
-17673425.6845703,7609093.07634509,465,Chignik Lake,P,66,29,66,29,52,25,0,10,0,10,0,10,0,10,14,12,0,10,0,10,0,10,0,10,0,10,2008,2012,,{F821657B-F119-4950-BB18-F827B06C680C}
-17634583.1537608,7618623.8936503,466,Chignik,P,116,37,109,37,50,29,5,4,0,10,0,10,1,2,53,31,7,8,0,10,5,7,0,10,0,10,2008,2012,,{99F023D0-9290-48CE-8E68-5683A57192DC}
-16945366.5635001,7887490.67201661,467,Chiniak,P,27,27,27,27,0,10,0,10,0,10,0,10,0,10,27,27,0,10,0,10,0,10,0,10,0,10,2008,2012,,{9C0DF89A-A248-470E-82A5-F25ED75A098A}
-15811293.2362289,8873304.3872249,468,Chisana,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222}
-16103943.6835133,8994702.92422141,469,Chistochina,P,121,71,116,70,55,29,0,10,0,10,0,10,0,10,61,61,5,7,0,10,5,7,0,10,0,10,2008,2012,,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48}
-16079111.6919015,8745393.57916078,470,Chitina,P,118,62,112,63,43,27,0,10,16,23,0,10,0,10,53,57,6,9,0,10,6,9,0,10,0,10,2008,2012,,{5CD6634F-015C-4D3A-8F00-755FB6A3D186}
-17726740.7758825,8759043.86328533,471,Chuathbaluk,P,106,38,92,41,82,39,0,10,2,3,0,10,0,10,8,12,14,16,3,5,11,15,0,10,0,10,2008,2012,,{493BC9A8-7869-476D-9319-B88C76EB388A}
-16037437.1538392,9829561.30812307,472,Circle,P,74,38,74,38,68,37,0,10,0,10,0,10,0,10,6,8,0,10,0,10,0,10,0,10,0,10,2008,2012,,{98B27D83-9E27-4EE6-A6AB-CEED07523629}
-16854020.1963051,8450323.80317593,473,Clam Gulch,P,126,59,126,59,17,22,0,10,0,10,0,10,7,11,102,55,0,10,0,10,0,10,0,10,0,10,2008,2012,,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9}
-17649480.0562589,8144709.0209932,474,Clark's Point,P,72,25,72,25,72,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{16FFACBB-CCBD-4A00-829F-F89904105FD5}
-14786374.5823039,7561211.62728565,475,Coffman Cove,P,91,38,89,38,0,10,0,10,0,10,0,10,0,10,89,38,2,3,0,10,2,3,0,10,0,10,2008,2012,,{1F684F46-814E-4675-B09B-A8449105B5E9}
-16844818.5447846,8482380.58204922,476,Cohoe,P,1312,258,1256,256,198,139,2,5,7,10,0,10,0,10,1049,204,56,41,0,10,51,40,0,10,0,10,2008,2012,,{9F0FE231-3223-4A37-89B8-9182CD7AB22F}
-18113349.5399095,7402060.39389685,477,Cold Bay,P,51,32,43,27,9,8,0,10,0,10,0,10,0,10,34,23,8,11,0,10,8,11,0,10,0,10,2008,2012,,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C}
-16719029.6188946,10229447.6395967,478,Coldfoot,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887}
-16453332.4338201,9570778.8919546,479,College,P,13849,863,12563,873,1279,371,658,233,514,288,17,27,138,117,9957,867,1286,408,1,2,695,330,258,170,190,238,2008,2012,,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B}
-16676595.5791161,8510749.69663507,480,Cooper Landing,P,302,159,302,159,0,10,0,10,0,10,0,10,0,10,302,159,0,10,0,10,0,10,0,10,0,10,2008,2012,,{CB929A5F-AF01-4DE3-8855-87193B97F75F}
-16175312.0055638,8848480.42628687,481,Copper Center,P,353,105,349,103,161,66,0,10,0,10,0,10,0,10,188,82,4,6,1,5,3,5,0,10,0,10,2008,2012,,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2}
-16225948.4460254,8521876.53212947,482,Cordova,P,2441,286,2238,286,248,124,319,105,0,10,0,10,0,10,1671,270,203,112,0,10,120,91,76,68,0,10,2008,2012,,{3921BE55-50DD-4433-8958-D5D2F2D001AE}
-15138316.180303,8265975.50286927,483,Covenant Life,P,138,130,83,83,0,10,0,10,0,10,0,10,0,10,83,83,55,57,0,10,19,28,36,53,0,10,2008,2012,,{E4085300-359F-4509-9843-50524D6A0692}
-14822310.7172787,7454810.18503479,484,Craig,P,1268,141,1174,143,204,62,8,17,0,10,20,26,17,20,925,136,94,36,0,10,87,38,4,11,0,10,2008,2012,,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B}
-17600258.9864611,8828483.63717886,485,Crooked Creek,P,152,47,145,47,135,45,0,10,0,10,0,10,0,10,10,10,7,9,0,10,7,9,0,10,0,10,2008,2012,,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8}
-16627741.9393352,8493690.12094984,486,Crown Point,P,53,50,53,50,0,10,0,10,0,10,0,10,0,10,53,50,0,10,0,10,0,10,0,10,0,10,2008,2012,,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1}
-18114891.8501924,9897862.18415849,487,Deering,P,87,27,77,24,68,22,0,10,0,10,0,10,0,10,9,11,10,13,0,10,0,10,0,10,0,10,2008,2012,,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806}
-16223331.6925964,9361751.89718577,488,Delta Junction,P,862,182,836,177,18,22,1,4,3,7,0,10,0,10,814,174,26,25,0,10,24,25,2,3,0,10,2008,2012,,{763EEB4F-118C-4AEA-A931-D707FE999A12}
-16160672.5513182,9321163.46278051,489,Deltana,P,1910,278,1827,266,23,28,11,10,0,10,26,37,41,41,1726,266,83,70,0,10,55,61,28,27,0,10,2008,2012,,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81}
-16871303.7259016,8327977.94967564,490,Diamond Ridge,P,1009,147,948,142,25,19,0,10,0,10,0,10,0,10,923,142,61,57,0,10,61,57,0,10,0,10,2008,2012,,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522}
-17640029.2383221,8188902.08219489,491,Dillingham,P,2161,165,1810,174,1044,171,26,24,12,14,1,3,37,24,690,61,351,126,0,10,325,113,0,10,2,5,2008,2012,,{08E18522-8DAC-4DFC-975E-26751FE81958}
-18807627.4390229,9811020.63817553,492,Diomede,P,133,57,130,57,120,56,0,10,0,10,0,10,0,10,10,14,3,5,0,10,3,5,0,10,0,10,2008,2012,,{9E47594D-5392-4A49-8FCD-026556C904AE}
-16036561.2555728,9263429.15495555,493,Dot Lake,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{03A313E3-0987-4B72-8EC9-6C92E01A12A2}
-16035499.1835844,9262839.66483944,494,Dot Lake Village,P,67,45,59,44,40,33,0,10,0,10,0,10,0,10,19,17,8,9,0,10,3,4,0,10,5,8,2008,2012,,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2}
-16097000.0382138,9267756.62343433,495,Dry Creek,P,40,48,40,48,0,10,0,10,0,10,0,10,0,10,40,48,0,10,0,10,0,10,0,10,0,10,2008,2012,,{64B2729B-A777-4917-9D20-77822FE68CFE}
-15701145.1188037,9541571.00919845,496,Eagle Village,P,34,30,21,14,6,7,0,10,0,10,0,10,0,10,15,14,13,20,0,10,12,20,0,10,0,10,2008,2012,,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA}
-15719157.8167796,9552995.61796396,497,Eagle,P,93,44,91,44,0,10,0,10,0,10,0,10,0,10,91,44,2,3,0,10,2,3,0,10,0,10,2008,2012,,{99E4149C-E691-4714-88EC-9EDCEF72C195}
-14878758.0609857,7549487.03891262,498,Edna Bay,P,17,23,17,23,0,10,0,10,0,10,0,10,0,10,17,23,0,10,0,10,0,10,0,10,0,10,2008,2012,,{85B7409D-F9A3-4D1C-8587-BA31448CD26E}
-18037041.1291412,8448636.97364217,499,Eek,P,281,52,279,51,274,51,0,10,0,10,0,10,0,10,5,7,2,4,2,4,0,10,0,10,0,10,2008,2012,,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767}
-17518988.4125428,8011365.49685887,500,Egegik,P,47,30,37,27,22,16,0,10,0,10,0,10,0,10,15,20,10,10,0,10,10,10,0,10,0,10,2008,2012,,{F7D03E2F-5588-4343-BE94-44E824B7A836}
-16372988.328609,9522017.29511211,501,Eielson AFB,P,2628,499,2531,471,26,33,27,32,390,222,0,10,38,58,2050,466,97,88,0,10,36,44,0,10,61,73,2008,2012,,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD}
-17530376.0001536,8256476.2989067,502,Ekwok,P,119,45,96,35,76,25,0,10,0,10,0,10,0,10,20,23,23,27,0,10,21,27,2,3,0,10,2008,2012,,{FAF5958B-8A56-4E28-B3B1-66B772A5A166}
-15177910.0843907,8008163.78366283,503,Elfin Cove,P,28,23,23,19,5,8,0,10,0,10,0,10,0,10,18,18,5,7,0,10,5,7,0,10,0,10,2008,2012,,{4BAA8104-672E-401E-88E8-341E10A478B8}
-18063202.2799259,9508086.85094371,504,Elim,P,354,67,340,67,334,67,3,4,0,10,0,10,0,10,3,5,14,17,0,10,11,15,0,10,0,10,2008,2012,,{962DB38D-BABD-43F0-AF8E-6B3C0964C131}
-18315378.7724165,9045765.64857705,505,Emmonak,P,847,112,821,106,768,103,0,10,0,10,19,24,0,10,34,17,26,19,0,10,16,16,0,10,7,8,2008,2012,,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133}
-16472701.2757039,9570394.18361401,506,Ester,P,2630,673,2516,641,183,125,12,21,15,13,12,23,0,10,2294,627,114,92,4,8,98,90,6,16,0,10,2008,2012,,{C975E5F6-90CB-420B-9766-C43941847789}
-16382673.0104282,8844601.11827285,507,Eureka Roadhouse,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{463333A9-778A-4087-B2B6-C834DF7F1809}
-16865546.7834434,10134617.5060728,508,Evansville,P,26,13,24,13,20,12,0,10,0,10,0,10,0,10,4,5,2,3,0,10,0,10,0,10,0,10,2008,2012,,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED}
-15077462.2436435,8055392.88265615,509,Excursion Inlet,P,21,45,11,22,0,10,0,10,0,10,0,10,0,10,11,22,10,23,10,23,0,10,0,10,0,10,2008,2012,,{E209147C-83F5-4D19-AD3F-CB78B1F679F5}
-16444254.1310858,9566271.87088456,510,Fairbanks,P,31656,56,29533,408,2945,498,1101,240,2976,451,321,124,473,199,21717,732,2123,413,70,58,873,259,421,205,398,137,2008,2012,,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,511,False Pass,P,18,12,13,11,10,10,0,10,0,10,0,10,0,10,3,4,5,8,0,10,5,8,0,10,0,10,2008,2012,,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,512,Farm Loop,P,1047,254,996,253,11,14,2,4,0,10,0,10,0,10,983,251,51,40,0,10,47,39,0,10,0,10,2008,2012,,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,513,Farmers Loop,P,3674,604,3505,613,303,203,35,41,0,10,0,10,67,128,3100,584,169,106,0,10,122,104,0,10,0,10,2008,2012,,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,514,Ferry,P,8,11,8,11,0,10,0,10,0,10,0,10,0,10,8,11,0,10,0,10,0,10,0,10,0,10,2008,2012,,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,515,Fishhook,P,4864,509,4643,512,243,106,70,58,112,70,0,10,8,10,4210,513,221,98,13,21,111,81,34,39,0,10,2008,2012,,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,516,Flat,P,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,2008,2012,,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,517,Fort Greely,P,1001,221,969,214,56,51,16,15,18,34,0,10,3,7,876,210,32,36,4,8,23,30,5,9,0,10,2008,2012,,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,518,Fort Yukon,P,517,92,502,84,451,78,0,10,0,10,19,25,0,10,32,14,15,14,0,10,6,8,0,10,0,10,2008,2012,,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,519,Four Mile Road,P,45,35,30,28,7,7,0,10,0,10,0,10,0,10,23,26,15,21,0,10,15,21,0,10,0,10,2008,2012,,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,520,Fox,P,670,353,570,312,32,49,0,10,0,10,0,10,108,136,430,273,100,131,0,10,100,131,0,10,0,10,2008,2012,,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,521,Fox River,P,705,158,705,158,9,15,0,10,0,10,0,10,0,10,696,157,0,10,0,10,0,10,0,10,0,10,2008,2012,,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,522,Fritz Creek,P,1653,178,1605,173,27,21,51,46,6,12,0,10,0,10,1521,184,48,43,0,10,39,42,3,5,0,10,2008,2012,,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,523,Funny River,P,819,254,780,246,17,19,35,49,0,10,0,10,0,10,728,240,39,50,0,10,34,49,5,8,0,10,2008,2012,,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
