X,Y,OBJECTID,Place,Geo_Src,e_Total_Units,m_Total_Units,e_Total_Occupied_Units,m_Total_Occupied_Units,e_Vacant_Units,m_Vacant_Units,e_Owner_Vacancy_Rate,m_Owner_Vacancy_Rate,e_Rental_Vacancy_Rate,m_Rental_Vacancy_Rate,Start_Year,End_Year,PlaceID
-17859800.6739083,10148712.9875954,956,Kiana,P,147,19,101,17,46,12,0,27,4.3,6.5,2009,2013,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,957,King Cove,P,150,57,129,56,21,7,0,22.1,3.8,5.2,2009,2013,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,958,King Salmon,P,304,31,127,27,177,21,0,28.8,12.2,10,2009,2013,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,959,Kipnuk,P,178,19,153,20,25,8,0,14.6,6.9,10.1,2009,2013,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,960,Kivalina,P,104,16,94,16,10,5,0,28.1,0,39.3,2009,2013,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,961,Klawock,P,319,42,288,42,31,14,0,11.3,3.9,4.3,2009,2013,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,962,Klukwan,P,72,16,44,17,28,9,5.3,8.7,18.2,28.5,2009,2013,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,963,Knik River,P,305,44,269,39,36,20,0,9.3,6.9,9.4,2009,2013,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,964,Knik-Fairview,P,5439,137,4876,186,563,145,1.6,1.2,5,5.1,2009,2013,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,965,Kobuk,P,44,11,26,10,18,7,0,49.6,0,100,2009,2013,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,966,Kodiak Station,P,380,70,364,73,16,18,0,67.2,0,5.5,2009,2013,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,967,Kodiak,P,2201,153,1950,180,251,122,3.5,5.5,1.9,2.3,2009,2013,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,968,Kokhanok,P,57,21,40,17,17,10,0,41.8,15.4,22.3,2009,2013,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,969,Koliganek,P,76,19,46,18,30,10,0,40.5,0,64.5,2009,2013,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,970,Kongiganak,P,96,16,80,17,16,7,0,28.1,0,50.8,2009,2013,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,971,Kotlik,P,154,23,142,23,12,5,0,17.6,0,35.1,2009,2013,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,972,Kotzebue,P,1105,57,917,45,188,37,0,4.4,6.7,3.6,2009,2013,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,973,Koyuk,P,86,14,68,16,18,8,0,34.6,0,47.5,2009,2013,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,974,Koyukuk,P,55,12,44,12,11,5,0,46.5,9.5,12,2009,2013,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,975,Kupreanof,P,38,9,14,9,24,11,0,77.5,0,100,2009,2013,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,976,Kwethluk,P,215,20,139,23,76,11,0,18.2,0,36.7,2009,2013,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,977,Kwigillingok,P,88,19,66,18,22,8,0,33.1,0,53.4,2009,2013,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,978,Lake Louise,P,239,54,6,10,233,55,0,95,,,2009,2013,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,979,Lake Minchumina,P,39,9,5,6,34,9,0,100,0,100,2009,2013,{3087F3EA-5475-4180-9982-992F736DFD19}
-16619604.312013,8762834.60561781,980,Lakes,P,3259,184,3014,188,245,101,1.7,1.7,1.3,2,2009,2013,{1A5924D4-515F-4E65-8236-07D030FB3C05}
-17141134.9695474,7870692.35234777,981,Larsen Bay,P,76,21,33,18,43,13,3.7,12.4,0,87.9,2009,2013,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,982,Lazy Mountain,P,519,46,450,45,69,23,0.8,1.2,2.9,5,2009,2013,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,983,Levelock,P,55,12,34,12,21,8,0,60.1,5,14.1,2009,2013,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,984,Lime Village,P,19,7,7,5,12,6,0,100,0,100,2009,2013,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,985,Livengood,P,32,11,12,10,20,7,0,67.2,,,2009,2013,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,986,Loring,P,12,18,0,9,12,18,,,,,2009,2013,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,987,Lowell Point,P,31,50,31,50,0,9,0,41.8,,,2009,2013,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,988,Lower Kalskag,P,94,19,73,19,21,10,0,29.6,10,12.6,2009,2013,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,989,Lutak,P,21,17,13,19,8,12,0,64.5,,,2009,2013,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,990,Manley Hot Springs,P,112,14,29,11,83,13,0,42.5,35.7,34.5,2009,2013,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,991,Manokotak,P,134,19,116,20,18,9,0,18.7,0,52,2009,2013,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,992,Marshall,P,98,17,86,15,12,7,3,4.3,0,49.6,2009,2013,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,993,McCarthy,P,90,36,35,29,55,23,0,54.8,0,48.5,2009,2013,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,994,McGrath,P,194,22,143,22,51,12,0,21.2,11.3,9,2009,2013,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16577349.7774737,9282113.07382764,995,Denali Park,P,335,53,104,45,231,47,0,48.5,0,21.7,2009,2013,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436}
-16653791.2223806,8770592.36336415,996,Meadow Lakes,P,3077,105,2503,192,574,179,2.8,2.2,1.8,2.9,2009,2013,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,997,Mekoryuk,P,103,17,76,15,27,7,0,25.4,0,77.5,2009,2013,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,998,Mendeltna,P,28,17,5,10,23,19,0,100,,,2009,2013,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,999,Mentasta Lake,P,121,23,62,19,59,17,0,48.5,0,37.2,2009,2013,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,1000,Mertarvik,P,0,9,0,9,0,9,,,,,2009,2013,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,1001,Metlakatla,P,587,57,525,63,62,22,0,5.5,6.3,4.6,2009,2013,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16625372.2633009,9648562.63957605,1002,Minto,P,107,18,63,19,44,12,0,32.7,6.3,20.1,2009,2013,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,1003,Moose Creek,P,277,84,277,84,0,9,0,16.8,0,11.1,2009,2013,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,1004,Moose Pass,P,230,63,164,71,66,47,0,11.7,0,100,2009,2013,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,1005,Mosquito Lake,P,159,70,88,50,71,53,0,22.9,65.7,45.6,2009,2013,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,1006,Mountain Village,P,204,24,169,23,35,9,0,16,9.5,7.9,2009,2013,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,1007,Mud Bay,P,135,44,62,38,73,33,22,33.5,21.1,36.1,2009,2013,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,1008,Nabesna,P,21,11,0,9,21,11,,,,,2009,2013,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,1009,Naknek,P,452,38,225,35,227,22,2.6,2.8,13.5,8.2,2009,2013,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,1010,Nanwalek,P,85,24,65,24,20,9,0,48.5,0,35.6,2009,2013,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
-18030710.251107,8555972.40526561,1011,Napakiak,P,106,24,99,22,7,5,0,23.9,6.9,10,2009,2013,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,1012,Napaskiak,P,119,16,91,17,28,8,0,23.1,0,58.2,2009,2013,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,1013,Naukati Bay,P,36,20,36,20,0,9,0,41.8,0,100,2009,2013,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,1014,Nelchina,P,40,17,18,17,22,18,0,41.1,,,2009,2013,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,1015,Nelson Lagoon,P,34,12,17,13,17,6,0,64.5,0,100,2009,2013,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,1016,Nenana,P,233,19,180,22,53,15,5.6,4.6,6,9.9,2009,2013,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-16993119.9757578,10026074.9783398,1017,New Allakaket,P,19,7,17,6,2,3,0,70.1,0,95,2009,2013,{D37AAF42-E59A-4EC3-9C18-99E9434C4112}
-17511812.5389782,8278631.08924201,1018,New Stuyahok,P,120,17,101,19,19,8,0,26.7,15.6,12.6,2009,2013,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,1019,Newhalen,P,53,12,47,11,6,6,0,43.2,4.3,10.7,2009,2013,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,1020,Newtok,P,70,22,68,21,2,3,0,30.4,0,60.1,2009,2013,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,1021,Nightmute,P,59,13,56,13,3,3,0,34.1,0,70.1,2009,2013,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,1022,Nikiski,P,2092,109,1756,133,336,100,3.7,3.2,9.6,7.9,2009,2013,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,1023,Nikolaevsk,P,137,23,78,21,59,19,0,26.3,0,62.2,2009,2013,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,1024,Nikolai,P,51,10,28,10,23,8,0,67.2,20,26.1,2009,2013,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,1025,Nikolski,P,22,7,19,8,3,3,0,100,0,60.1,2009,2013,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,1026,Ninilchik,P,877,52,316,44,561,51,1.4,2.5,11.8,10.4,2009,2013,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,1027,Noatak,P,109,16,91,17,18,9,0,23.9,0,53.4,2009,2013,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,1028,Nome,P,1598,84,1336,74,262,66,0.9,1.1,6.5,4.6,2009,2013,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,1029,Nondalton,P,107,14,59,14,48,9,0,34.6,19,22.7,2009,2013,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,1030,Noorvik,P,165,21,150,21,15,6,0,17.6,0,33.1,2009,2013,{E4853413-2729-4F25-AE7D-845D797872A7}
-16403093.5556691,9544105.931038,1031,North Pole,P,956,110,854,114,102,58,0,4.2,8.4,7.9,2009,2013,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,1032,Northway,P,61,27,31,17,30,21,36.8,33.4,30,23.8,2009,2013,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-15785120.1338497,9102841.80007589,1033,Northway Junction,P,35,15,16,7,19,16,17.6,14.2,0,100,2009,2013,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E}
-15801990.9612395,9095887.63704185,1034,Northway Village,P,45,11,27,11,18,9,0,46.5,0,100,2009,2013,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8}
-16809133.5953391,11139817.5718352,1035,Nuiqsut,P,128,21,101,22,27,8,0,24.2,3.2,8.9,2009,2013,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,1036,Nulato,P,125,15,81,17,44,12,0,29.2,13.8,14,2009,2013,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,1037,Nunam Iqua,P,47,12,35,10,12,6,0,47.5,15.4,24.6,2009,2013,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,1038,Nunapitchuk,P,121,18,95,18,26,8,0,27.7,7.9,11.1,2009,2013,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,1039,Old Harbor,P,115,36,88,34,27,12,0,27.3,10,16,2009,2013,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,1040,Oscarville,P,45,24,13,8,32,23,0,64.5,,,2009,2013,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,1041,Ouzinkie,P,128,27,108,27,20,10,0,21.4,7.1,11.4,2009,2013,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,1042,Palmer,P,2257,134,2133,128,124,39,0.8,0.7,3.3,2.4,2009,2013,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,1043,Paxson,P,153,28,21,24,132,25,0,95,0,60.1,2009,2013,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,1044,Pedro Bay,P,34,13,13,8,21,9,0,77.5,14.3,41.8,2009,2013,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,1045,Pelican,P,75,22,24,11,51,22,31,26.6,0,87.9,2009,2013,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,1046,Perryville,P,48,12,35,11,13,7,0,41.8,12.5,32.3,2009,2013,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,1047,Petersburg,P,1466,120,1319,117,147,45,0.6,0.8,7.5,6.5,2009,2013,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,1048,Petersville,P,130,33,0,9,130,33,100,100,,,2009,2013,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,1049,Pilot Point,P,71,14,22,11,49,9,5,15.6,25,59.5,2009,2013,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,1050,Pilot Station,P,140,19,127,20,13,5,0,19.4,0,39.3,2009,2013,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,1051,Pitkas Point,P,49,13,41,12,8,6,0,40.5,0,82.3,2009,2013,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,1052,Platinum,P,27,12,20,11,7,4,0,77.5,0,70.1,2009,2013,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,1053,Pleasant Valley,P,168,99,113,75,55,82,0,18.7,0,56.4,2009,2013,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,1054,Point Baker,P,54,25,36,22,18,14,0,38.8,,,2009,2013,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,1055,Point Hope,P,224,32,193,33,31,10,0,15.7,5,6.1,2009,2013,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,1056,Point Lay,P,72,19,67,19,5,5,0,40.5,5.6,7.8,2009,2013,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,1057,Point MacKenzie,P,180,33,83,33,97,33,0,23.6,0,73.6,2009,2013,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,1058,Point Possession,P,185,52,0,9,185,52,,,,,2009,2013,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,1059,Pope-Vannoy Landing,P,6,6,0,9,6,6,,,,,2009,2013,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,1060,Port Alexander,P,66,15,10,7,56,13,30.8,36.5,0,100,2009,2013,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,1061,Port Alsworth,P,83,18,52,17,31,11,0,56.4,7.9,9.7,2009,2013,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,1062,Port Clarence,P,0,9,0,9,0,9,,,,,2009,2013,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,1063,Port Graham,P,95,29,59,28,36,13,0,48.5,5.3,9.1,2009,2013,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,1064,Port Heiden,P,54,12,29,12,25,9,0,48.5,38.5,35.9,2009,2013,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,1065,Port Lions,P,138,29,90,26,48,19,0,24.2,0,52,2009,2013,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,1066,Port Protection,P,55,23,25,24,30,27,0,40.5,,,2009,2013,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,1067,Portage Creek,P,15,6,0,9,15,6,,,,,2009,2013,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,1068,Primrose,P,41,27,26,16,15,24,0,45.6,,,2009,2013,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,1069,Prudhoe Bay,P,0,9,0,9,0,9,,,,,2009,2013,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,1070,Quinhagak,P,164,25,141,26,23,7,0,15.1,5,13.7,2009,2013,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,1071,Rampart,P,51,9,10,8,41,8,0,73.6,,,2009,2013,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
-17514413.7748041,8807696.69847597,1072,Red Devil,P,16,10,10,7,6,6,0,73.6,,,2009,2013,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B}
-18128841.6338836,10468340.5094955,1073,Red Dog Mine,P,0,9,0,9,0,9,,,,,2009,2013,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D}
-16818268.2429901,8518988.99464746,1074,Ridgeway,P,1029,119,828,117,201,78,0.8,1.1,7.9,12.5,2009,2013,{43789012-2A4F-4391-8762-748A33755153}
-17308950.6609477,9540015.86793776,1075,Ruby,P,116,15,71,16,45,9,0,28.8,0,62.2,2009,2013,{E0D07527-6185-42A6-87A3-465F20FDF512}
-17958449.4341672,8808069.09365902,1076,Russian Mission,P,79,14,69,13,10,7,0,31.3,0,54.8,2009,2013,{8DA86262-15AB-46C9-B997-7983A9FF34AB}
-16846360.4237045,8538573.48551882,1077,Salamatof,P,275,39,216,37,59,22,0.7,2.1,8,5.4,2009,2013,{2606EF00-243D-41F4-890F-E340AD1ACFA5}
-16361428.1365655,9473341.78828841,1078,Salcha,P,528,85,360,81,168,66,0,6.8,0,22.9,2009,2013,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D}
-17866565.6586608,7428311.42002969,1079,Sand Point,P,274,93,220,90,54,14,0,15.7,2.8,4.6,2009,2013,{BCCD0BE5-1002-4368-A664-108C425C91DD}
-18978195.0516515,9272224.04900901,1080,Savoonga,P,178,21,157,22,21,9,0,16.4,0,33.6,2009,2013,{72DFDB08-C634-4DC3-BA13-8C7F1E889436}
-14649379.7994303,7424010.4608575,1081,Saxman,P,152,37,142,37,10,7,1,3.9,10.4,10.6,2009,2013,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD}
-18432456.2977122,8821966.22863412,1082,Scammon Bay,P,103,23,96,20,7,7,0,24.2,0,46.5,2009,2013,{95BD0825-5CB3-4695-B177-4D026DA5894C}
-17812243.9906867,10044255.6550047,1083,Selawik,P,188,23,155,22,33,11,0,20.2,0,25.1,2009,2013,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD}
-16881595.6604411,8283625.15742751,1084,Seldovia Village,P,188,21,72,17,116,18,0,24.5,0,100,2009,2013,{87E87454-91AC-49AF-B812-E5B5DF65D0C8}
-16889234.3859769,8276232.43753431,1085,Seldovia,P,275,34,150,32,125,26,8.1,6.1,17.8,19.7,2009,2013,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514}
-16635498.343599,8422734.06749095,1086,Seward,P,1210,190,975,169,235,93,0,3.9,5.9,6.4,2009,2013,{86E9E60C-762A-4D26-A7CC-57DC74916D5B}
-17758864.8987936,9016241.33130953,1087,Shageluk,P,57,10,30,11,27,8,0,45.6,0,100,2009,2013,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9}
-17944073.6571674,9440376.2922384,1088,Shaktoolik,P,65,16,57,17,8,5,0,41.8,0,45.6,2009,2013,{CEDC63C2-3647-4702-B72B-D9E842E711FE}
-18486912.9341124,9947017.19873905,1089,Shishmaref,P,158,16,143,16,15,9,0,18.5,13.2,11,2009,2013,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628}
-17492543.3497459,10124235.6567402,1090,Shungnak,P,78,13,68,13,10,5,0,32.7,4.8,7.9,2009,2013,{9177B2E0-91EE-4644-A900-570CEA299846}
-16178300.9077316,8861767.02927969,1091,Silver Springs,P,93,23,62,25,31,10,4.3,7.1,19,25,2009,2013,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4}
-15065826.601253,7770144.80039453,1092,Sitka,P,4095,55,3554,159,541,147,1.7,1.4,4.5,3.4,2009,2013,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,1093,Skagway,P,582,62,391,61,191,34,2.4,2.1,6.9,4.3,2009,2013,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-16831655.677238,8851493.4549969,1094,Skwentna,P,300,45,12,11,288,46,0,67.2,,,2009,2013,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71}
-16026660.3157166,9028660.18236215,1095,Slana,P,263,55,106,56,157,38,7,10.2,,,2009,2013,{92647992-DE7B-4457-BD55-CB46CE9A4C4E}
-17496129.9813628,8788985.34345363,1096,Sleetmute,P,55,11,33,11,22,9,0,45.6,0,87.9,2009,2013,{0250F433-FD97-4CC6-8D40-1385C394201D}
-16816573.7192222,8509749.46241112,1097,Soldotna,P,1844,125,1669,125,175,68,0.5,0.9,5,4.2,2009,2013,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC}
-17477930.8702166,8118669.23946321,1098,South Naknek,P,148,16,32,11,116,15,7.4,10.7,55,33.9,2009,2013,{8C659093-914F-41E2-BE61-E3576613F3BC}
-16448483.2921245,9558782.70932766,1099,South Van Horn,P,272,77,258,76,14,22,0,14.3,0,14.3,2009,2013,{06C11331-3BBB-4E38-B7C8-8E9706C868E8}
-18873694.235669,7679086.13284621,1100,Saint George,P,50,11,27,10,23,9,0,54.8,30.8,29,2009,2013,{55AFA1A4-5677-44A5-A22C-9F9D370747CE}
-18164575.8369719,8871357.89380939,1101,Saint Mary's,P,206,21,165,23,41,11,0,16.8,3.4,5.2,2009,2013,{8AB67F75-EAB7-4DEB-8885-83230D155E9C}
-18038200.3079044,9218516.75661929,1102,Saint Michael,P,98,23,88,22,10,5,0,30.9,0,38.8,2009,2013,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9}
-18955737.62556,7784767.20005179,1103,Saint Paul,P,181,26,138,25,43,12,0,23.4,9.5,7.8,2009,2013,{B7D914E8-D125-49F0-B374-8AE610E5DBC7}
-18066206.884487,9229858.29627611,1104,Stebbins,P,129,17,112,18,17,9,0,23.6,0,37.2,2009,2013,{28ACD99B-0BF6-4373-A5BA-4F063E34485C}
-16418305.3284638,9580072.56957883,1105,Steele Creek,P,2580,234,2430,249,150,142,0,0.9,0,8.1,2009,2013,{70C8E48C-BFDB-49A3-ABA9-0B244839932A}
-16786649.3061846,8520284.43898784,1106,Sterling,P,3245,167,2103,206,1142,159,0.2,0.3,0,6.2,2009,2013,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF}
-16596003.7469611,9878084.30819833,1107,Stevens Village,P,49,7,12,7,37,7,0,70.1,0,100,2009,2013,{169CE60B-858B-4A5D-801B-CB9E3179349B}
-17431324.8567822,8808850.30175766,1108,Stony River,P,27,8,16,8,11,6,0,95,0,73.6,2009,2013,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3}
-16634040.7618088,8599247.16217456,1109,Sunrise,P,16,13,16,13,0,9,0,73.6,0,95,2009,2013,{C94A527A-FE5F-481B-BCAA-88435D1E5189}
-16768487.3163038,8741164.29201236,1110,Susitna,P,134,28,11,16,123,31,0,70.1,100,100,2009,2013,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56}
-16702776.4610578,8890322.91977757,1111,Susitna North,P,1388,95,603,100,785,77,7.9,5.3,23,25.5,2009,2013,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
