X,Y,OBJECTID,Place,Geo_Src,e_Total_Units,m_Total_Units,e_Total_Occupied_Units,m_Total_Occupied_Units,e_Vacant_Units,m_Vacant_Units,e_Owner_Vacancy_Rate,m_Owner_Vacancy_Rate,e_Rental_Vacancy_Rate,m_Rental_Vacancy_Rate,Start_Year,End_Year,PlaceID
-18132505.0153914,8390712.90338429,4435,Kongiganak,P,98,19,85,18,13,6,0,29.9,11.1,16,2017,2021,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,4436,Kotlik,P,265,56,236,57,29,8,0,11.4,2,7,2017,2021,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,4437,Kotzebue,P,1123,76,874,80,249,32,0,6,2,1.6,2017,2021,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,4438,Koyuk,P,104,14,91,15,13,5,0,35.7,0,37.1,2017,2021,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,4439,Koyukuk,P,57,17,35,19,22,7,0,43.6,0,100,2017,2021,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,4440,Kupreanof,P,30,10,7,7,23,8,0,93.3,,,2017,2021,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,4441,Kwethluk,P,140,22,84,20,56,13,0,30.3,17.2,15.5,2017,2021,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,4442,Kwigillingok,P,114,18,97,20,17,8,0,26,7.7,11.2,2017,2021,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,4443,Lake Louise,P,438,72,0,10,438,72,0,78,,,2017,2021,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,4444,Lake Minchumina,P,56,17,13,15,43,10,0,68.4,100,100,2017,2021,{3087F3EA-5475-4180-9982-992F736DFD19}
-17141134.9695474,7870692.35234777,4445,Larsen Bay,P,79,16,17,13,62,12,0,63.7,0,100,2017,2021,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,4446,Lazy Mountain,P,736,59,673,63,63,21,1.4,1.5,10.3,8.8,2017,2021,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,4447,Levelock,P,43,15,23,14,20,6,0,78,7.1,22.2,2017,2021,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,4448,Lime Village,P,32,6,5,5,27,5,0,100,0,100,2017,2021,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,4449,Livengood,P,40,12,8,7,32,13,0,87.2,,,2017,2021,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,4450,Loring,P,0,10,0,10,0,10,,,,,2017,2021,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,4451,Lowell Point,P,45,52,0,10,45,52,,,,,2017,2021,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,4452,Lower Kalskag,P,76,14,59,13,17,5,0,36.7,0,65.9,2017,2021,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,4453,Lutak,P,62,71,48,68,14,21,0,35.3,,,2017,2021,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,4454,Manley Hot Springs,P,97,12,19,11,78,10,28.6,24.8,0,100,2017,2021,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,4455,Manokotak,P,269,23,159,21,110,9,0,17.4,2.3,7.3,2017,2021,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,4456,Marshall,P,66,18,46,16,20,9,0,43,0,63.7,2017,2021,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,4457,McCarthy,P,137,29,0,10,137,29,,,,,2017,2021,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,4458,McGrath,P,157,20,89,18,68,13,4.3,5,11.5,17,2017,2021,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16653791.2223806,8770592.36336415,4459,Meadow Lakes,P,3689,146,3049,158,640,99,3.3,1.8,0,3.2,2017,2021,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,4460,Mekoryuk,P,126,24,108,25,18,7,0,22.7,0,52.6,2017,2021,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,4461,Mendeltna,P,71,38,42,35,29,25,0,38.1,,,2017,2021,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,4462,Mentasta Lake,P,107,30,58,27,49,17,0,40,0,55.2,2017,2021,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,4463,Mertarvik,P,0,10,0,10,0,10,,,,,2017,2021,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,4464,Metlakatla,P,503,43,457,46,46,18,0,5.9,7.7,7.6,2017,2021,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16961477.2111266,7928659.53235301,4465,Mill Bay,P,1780,196,1417,191,363,174,3.4,5.1,15.2,13.9,2017,2021,{F4E131A4-D045-4C7B-BE4E-02795735ED5A}
-16625372.2633009,9648562.63957605,4466,Minto,P,73,17,50,14,23,7,0,51.5,0,47.5,2017,2021,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,4467,Moose Creek,P,285,109,227,98,58,67,0,14.9,0,22.3,2017,2021,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,4468,Moose Pass,P,234,79,111,76,123,69,0,29.2,0,35.3,2017,2021,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,4469,Mosquito Lake,P,212,84,87,51,125,78,13,20.5,,,2017,2021,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,4470,Mountain Village,P,230,44,195,44,35,11,0,14.8,0,32.2,2017,2021,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,4471,Mud Bay,P,133,62,53,45,80,40,23.8,44.1,0,53.8,2017,2021,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,4472,Nabesna,P,56,25,0,10,56,25,,,,,2017,2021,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,4473,Naknek,P,435,35,141,30,294,19,0,24.4,10.3,8.9,2017,2021,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,4474,Nanwalek,P,67,19,48,17,19,8,0,45.8,5,15.6,2017,2021,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
-18030710.251107,8555972.40526561,4475,Napakiak,P,170,35,147,37,23,9,0,23.2,0,29.2,2017,2021,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,4476,Napaskiak,P,149,34,103,32,46,11,0,23.4,0,55.2,2017,2021,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,4477,Naukati Bay,P,65,30,58,27,7,11,0,40,0,47.5,2017,2021,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,4478,Nelchina,P,57,37,57,37,0,10,0,31.4,,,2017,2021,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,4479,Nelson Lagoon,P,40,10,32,11,8,4,2.9,5,,,2017,2021,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,4480,Nenana,P,244,35,165,36,79,13,2.5,3,7.4,7.4,2017,2021,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-17511812.5389782,8278631.08924201,4481,New Stuyahok,P,136,24,117,25,19,6,0,24.7,9.3,7.1,2017,2021,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,4482,Newhalen,P,39,15,29,16,10,5,0,52.6,30,36.7,2017,2021,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,4483,Newtok,P,60,14,49,13,11,6,0,39.5,0,78,2017,2021,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,4484,Nightmute,P,34,11,29,11,5,3,0,45.8,,,2017,2021,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,4485,Nikiski,P,1866,147,1367,167,499,137,2.2,2.6,0,10.3,2017,2021,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,4486,Nikolaevsk,P,146,25,78,25,68,19,9.5,10.3,27.8,36.1,2017,2021,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,4487,Nikolai,P,68,18,61,19,7,5,0,37.1,0,59.8,2017,2021,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,4488,Nikolski,P,10,5,5,5,5,3,0,100,0,100,2017,2021,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,4489,Ninilchik,P,971,74,395,76,576,46,2.3,2.6,12.7,12.3,2017,2021,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,4490,Noatak,P,103,17,94,15,9,6,0,24.9,0,59.8,2017,2021,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,4491,Nome,P,1498,88,1144,89,354,45,2.2,1.7,2.7,2,2017,2021,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,4492,Nondalton,P,85,17,25,15,60,8,16.7,22.8,6.3,20.7,2017,2021,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,4493,Noorvik,P,135,22,97,22,38,10,0,32.2,0,38.1,2017,2021,{E4853413-2729-4F25-AE7D-845D797872A7}
-16621193.7990509,8769215.24278473,4494,North Lakes,P,3907,200,3505,223,402,87,1.6,1.2,10.1,6.5,2017,2021,{DCAD0CFE-6A84-4C8F-9B32-597927D02D3A}
-16403093.5556691,9544105.931038,4495,North Pole,P,1146,193,1029,190,117,63,3.2,5,2.9,5,2017,2021,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,4496,Northway,P,116,22,62,21,54,10,3.7,6.3,0,71.2,2017,2021,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-16809133.5953391,11139817.5718352,4497,Nuiqsut,P,156,28,125,28,31,9,0,29.2,3.1,4.7,2017,2021,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,4498,Nulato,P,142,19,89,18,53,9,0,24.2,0,82.3,2017,2021,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,4499,Nunam Iqua,P,40,12,30,12,10,5,0,48.4,0,100,2017,2021,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,4500,Nunapitchuk,P,160,35,147,34,13,6,0,17.8,0,43,2017,2021,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,4501,Old Harbor,P,122,36,80,34,42,13,0,32.7,0,48.4,2017,2021,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,4502,Oscarville,P,24,10,20,10,4,4,0,100,0,59.8,2017,2021,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,4503,Ouzinkie,P,69,26,43,24,26,9,0,44.3,6.3,22.5,2017,2021,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,4504,Palmer,P,2254,118,2063,113,191,35,1.9,1,5.6,2.3,2017,2021,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,4505,Paxson,P,233,34,0,10,233,34,,,,,2017,2021,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,4506,Pedro Bay,P,32,8,9,7,23,6,0,82.3,,,2017,2021,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,4507,Pelican,P,55,19,23,11,32,16,0,48.4,0,100,2017,2021,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,4508,Perryville,P,47,14,23,14,24,6,0,61.7,30,27.1,2017,2021,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,4509,Petersburg,P,1425,142,1162,136,263,48,1.5,1,15.1,8,2017,2021,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,4510,Petersville,P,189,24,0,10,189,24,,,,,2017,2021,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,4511,Pilot Point,P,70,12,23,13,47,7,0,61.7,0,93.3,2017,2021,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,4512,Pilot Station,P,112,24,104,25,8,6,0,24.9,0,47.5,2017,2021,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,4513,Pitkas Point,P,46,13,41,14,5,4,0,45.8,0,71.2,2017,2021,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,4514,Platinum,P,20,6,3,4,17,4,0,100,,,2017,2021,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,4515,Pleasant Valley,P,310,169,285,169,25,43,9.3,16.4,0,39,2017,2021,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,4516,Point Baker,P,0,10,0,10,0,10,,,,,2017,2021,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,4517,Point Hope,P,231,54,203,54,28,8,0,15.3,6.8,10.1,2017,2021,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,4518,Point Lay,P,61,18,45,19,16,8,0,55.2,0,49.4,2017,2021,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,4519,Point MacKenzie,P,279,44,107,42,172,40,7,11.2,,,2017,2021,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,4520,Point Possession,P,125,62,0,10,125,62,,,,,2017,2021,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,4521,Pope-Vannoy Landing,P,16,6,0,10,16,6,,,,,2017,2021,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,4522,Port Alexander,P,76,18,19,9,57,15,0,53.8,0,100,2017,2021,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,4523,Port Alsworth,P,60,17,23,16,37,8,0,78,0,68.4,2017,2021,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,4524,Port Clarence,P,0,10,0,10,0,10,,,,,2017,2021,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,4525,Port Graham,P,87,25,60,27,27,9,0,41.1,0,50.4,2017,2021,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,4526,Port Heiden,P,53,15,24,15,29,6,0,56.6,0,100,2017,2021,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,4527,Port Lions,P,124,28,70,27,54,14,4.2,5.5,0,100,2017,2021,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,4528,Port Protection,P,39,23,11,15,28,18,0,74.4,,,2017,2021,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,4529,Portage Creek,P,18,3,2,3,16,4,,,0,100,2017,2021,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,4530,Primrose,P,103,59,51,39,52,58,0,33.9,100,100,2017,2021,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,4531,Prudhoe Bay,P,0,10,0,10,0,10,,,,,2017,2021,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,4532,Quinhagak,P,229,28,210,29,19,9,0,11.7,18.9,15.5,2017,2021,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,4533,Rampart,P,32,12,20,11,12,7,0,55.2,,,2017,2021,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
-17514413.7748041,8807696.69847597,4534,Red Devil,P,23,6,2,4,21,6,0,100,,,2017,2021,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B}
-18128841.6338836,10468340.5094955,4535,Red Dog Mine,P,0,10,0,10,0,10,,,,,2017,2021,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D}
-16818268.2429901,8518988.99464746,4536,Ridgeway,P,1193,174,986,162,207,88,0,3,0,8.9,2017,2021,{43789012-2A4F-4391-8762-748A33755153}
-17308950.6609477,9540015.86793776,4537,Ruby,P,123,15,66,16,57,11,0,32.2,0,74.4,2017,2021,{E0D07527-6185-42A6-87A3-465F20FDF512}
-17958449.4341672,8808069.09365902,4538,Russian Mission,P,23,21,19,21,4,3,0,87.2,0,74.4,2017,2021,{8DA86262-15AB-46C9-B997-7983A9FF34AB}
-16846360.4237045,8538573.48551882,4539,Salamatof,P,389,60,299,57,90,19,2.6,2.8,1.3,5.3,2017,2021,{2606EF00-243D-41F4-890F-E340AD1ACFA5}
-16361428.1365655,9473341.78828841,4540,Salcha,P,516,154,345,141,171,68,6.8,10.7,0,29.9,2017,2021,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D}
-17866565.6586608,7428311.42002969,4541,Sand Point,P,455,55,397,57,58,9,0,7.7,3.2,2.3,2017,2021,{BCCD0BE5-1002-4368-A664-108C425C91DD}
-18978195.0516515,9272224.04900901,4542,Savoonga,P,213,22,181,23,32,9,0,12.7,0,63.7,2017,2021,{72DFDB08-C634-4DC3-BA13-8C7F1E889436}
-14649379.7994303,7424010.4608575,4543,Saxman,P,146,25,124,25,22,9,0,23.4,21.2,13.7,2017,2021,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD}
-18432456.2977122,8821966.22863412,4544,Scammon Bay,P,123,25,109,25,14,7,0,26.9,2.5,9.5,2017,2021,{95BD0825-5CB3-4695-B177-4D026DA5894C}
-17812243.9906867,10044255.6550047,4545,Selawik,P,181,27,142,26,39,10,0,19.5,0,39.5,2017,2021,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD}
-16881595.6604411,8283625.15742751,4546,Seldovia Village,P,215,27,97,24,118,18,1.2,3.4,0,71.2,2017,2021,{87E87454-91AC-49AF-B812-E5B5DF65D0C8}
-16889234.3859769,8276232.43753431,4547,Seldovia,P,203,32,92,28,111,16,2.8,5.7,3.6,11,2017,2021,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514}
-16635498.343599,8422734.06749095,4548,Seward,P,1187,176,977,153,210,87,0,3.5,14.4,10.3,2017,2021,{86E9E60C-762A-4D26-A7CC-57DC74916D5B}
-17758864.8987936,9016241.33130953,4549,Shageluk,P,29,8,11,7,18,6,0,100,0,78,2017,2021,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9}
-17944073.6571674,9440376.2922384,4550,Shaktoolik,P,82,22,70,22,12,6,0,30.3,0,78,2017,2021,{CEDC63C2-3647-4702-B72B-D9E842E711FE}
-18486912.9341124,9947017.19873905,4551,Shishmaref,P,163,21,148,20,15,6,0,20.9,0,33.1,2017,2021,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628}
-17492543.3497459,10124235.6567402,4552,Shungnak,P,66,14,43,14,23,7,0,41.1,0,93.3,2017,2021,{9177B2E0-91EE-4644-A900-570CEA299846}
-16178300.9077316,8861767.02927969,4553,Silver Springs,P,81,28,55,28,26,9,5.2,6.3,,,2017,2021,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4}
-15065826.601253,7770144.80039453,4554,Sitka,P,4143,60,3439,149,704,134,0.4,0.3,5.5,2.7,2017,2021,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,4555,Skagway,P,520,52,323,47,197,21,1.1,1.5,7.4,5.2,2017,2021,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-16831655.677238,8851493.4549969,4556,Skwentna,P,405,30,40,23,365,31,0,39,,,2017,2021,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71}
-16026660.3157166,9028660.18236215,4557,Slana,P,226,50,55,41,171,39,0,71.2,0,37.6,2017,2021,{92647992-DE7B-4457-BD55-CB46CE9A4C4E}
-17496129.9813628,8788985.34345363,4558,Sleetmute,P,48,11,25,11,23,7,0,51.5,0,100,2017,2021,{0250F433-FD97-4CC6-8D40-1385C394201D}
-16816573.7192222,8509749.46241112,4559,Soldotna,P,2002,180,1722,158,280,92,0,2.3,3.5,4,2017,2021,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC}
-16621730.3033367,8762001.83151571,4560,South Lakes,P,2345,174,2204,175,141,52,0,1.5,2.2,2.5,2017,2021,{84B4826F-176E-4EF4-B844-179B36558677}
-17477930.8702166,8118669.23946321,4561,South Naknek,P,127,12,30,13,97,9,0,58.2,20,23.7,2017,2021,{8C659093-914F-41E2-BE61-E3576613F3BC}
-16448483.2921245,9558782.70932766,4562,South Van Horn,P,191,65,152,58,39,35,0,15,0,65.9,2017,2021,{06C11331-3BBB-4E38-B7C8-8E9706C868E8}
-18873694.235669,7679086.13284621,4563,Saint George,P,39,16,26,14,13,5,0,50.4,33.3,51.6,2017,2021,{55AFA1A4-5677-44A5-A22C-9F9D370747CE}
-18164575.8369719,8871357.89380939,4564,Saint Mary's,P,260,99,217,99,43,10,0,13.8,5.7,10.2,2017,2021,{8AB67F75-EAB7-4DEB-8885-83230D155E9C}
-18038200.3079044,9218516.75661929,4565,Saint Michael,P,71,13,55,13,16,6,0,40,10.5,16.4,2017,2021,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9}
-18955737.62556,7784767.20005179,4566,Saint Paul,P,129,75,86,69,43,9,0,32.2,11.1,24.8,2017,2021,{B7D914E8-D125-49F0-B374-8AE610E5DBC7}
-18066206.884487,9229858.29627611,4567,Stebbins,P,160,24,151,24,9,6,0,17.8,0,40.6,2017,2021,{28ACD99B-0BF6-4373-A5BA-4F063E34485C}
-16418305.3284638,9580072.56957883,4568,Steele Creek,P,2608,376,2321,340,287,233,0,1.1,0,7.4,2017,2021,{70C8E48C-BFDB-49A3-ABA9-0B244839932A}
-16786649.3061846,8520284.43898784,4569,Sterling,P,3782,227,2463,248,1319,168,1.1,1.4,2.4,4.7,2017,2021,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF}
-16596003.7469611,9878084.30819833,4570,Stevens Village,P,51,6,4,4,47,6,,,33.3,44.5,2017,2021,{169CE60B-858B-4A5D-801B-CB9E3179349B}
-17431324.8567822,8808850.30175766,4571,Stony River,P,17,7,6,6,11,4,0,100,0,100,2017,2021,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3}
-16634040.7618088,8599247.16217456,4572,Sunrise,P,21,18,14,20,7,12,0,65.9,,,2017,2021,{C94A527A-FE5F-481B-BCAA-88435D1E5189}
-16768487.3163038,8741164.29201236,4573,Susitna,P,145,17,0,10,145,17,,,,,2017,2021,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56}
-16702776.4610578,8890322.91977757,4574,Susitna North,P,1410,152,576,147,834,93,2.3,3.6,0,14.3,2017,2021,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
-16572949.7240962,8790607.99952188,4575,Sutton-Alpine,P,489,48,367,49,122,34,0,7.1,18.3,14.1,2017,2021,{126A149F-F9BD-42EC-8D66-E4883B8016E2}
-17372737.0858399,9097299.16392271,4576,Takotna,P,21,8,11,7,10,4,0,100,10,37.8,2017,2021,{85E095CB-FA7C-489E-81CF-7471581BE04A}
-16710391.3289343,8936181.57566601,4577,Talkeetna,P,862,81,387,86,475,81,0,6.9,0,23.9,2017,2021,{3EC46053-F188-4C9A-B758-A0D57EF8F834}
-15958316.6300582,9193115.8464888,4578,Tanacross,P,62,13,23,11,39,9,0,59.8,0,82.3,2017,2021,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43}
-16629445.237862,8767312.9648586,4579,Tanaina,P,3620,163,3413,172,207,73,0.9,0.9,6.3,4.7,2017,2021,{929B664D-4B19-44FF-A034-299BEAC5D45E}
-16929212.5031645,9653607.03557419,4580,Tanana,P,142,24,70,23,72,10,0,45.1,7,8.5,2017,2021,{52BCEDDA-9254-47D3-9A2A-3B00217A0661}
-16328534.5245761,8595687.733204,4581,Tatitlek,P,75,11,13,9,62,10,40,32.9,55.6,51.4,2017,2021,{A47812B1-7D27-455A-A423-CE6015545162}
-16187196.9424994,8870386.41137708,4582,Tazlina,P,211,46,145,44,66,11,0.9,3,19.5,18,2017,2021,{A3685B4F-070E-4C85-9820-DEE25ABC695E}
-18519689.6135483,9677978.83564969,4583,Teller,P,100,17,75,20,25,7,0,37.1,0,44.3,2017,2021,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A}
-15053544.5411622,7921459.04939632,4584,Tenakee Springs,P,236,51,105,51,131,29,0,20.7,0,82.3,2017,2021,{E49E42CA-BF94-44E1-9650-6B93C551222E}
-15865220.3482979,9134177.09345036,4585,Tetlin,P,75,20,61,20,14,6,0,34.8,7.7,25.7,2017,2021,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53}
-14752373.097814,7496057.95152267,4586,Thorne Bay,P,333,46,222,46,111,28,0,12.1,12.9,17.2,2017,2021,{3F597174-5CB5-4C16-8F4A-786886325C42}
-17853285.3608513,8193477.2525473,4587,Togiak,P,274,38,220,40,54,12,0,13.6,4.2,5.6,2017,2021,{5992D3C6-F615-45B1-BE46-B0FF54252CF2}
-15917324.8423741,9183091.43721711,4588,Tok,P,740,78,530,80,210,45,1.1,1.7,0,16.1,2017,2021,{E7AB4B30-0C1D-4536-8571-A8835525D851}
-18379653.2461127,8518590.89616114,4589,Toksook Bay,P,190,39,177,39,13,6,0,16.2,10.7,8.3,2017,2021,{976DFE6D-5070-41D4-B270-90EB077F8A48}
-16265215.1204587,8882214.49976839,4590,Tolsona,P,65,35,27,35,38,20,0,47.5,,,2017,2021,{93A518D2-76B0-46E5-863A-02EDDEB80C98}
-16161325.5298553,8779266.76854602,4591,Tonsina,P,59,26,14,21,45,24,,,0,51.5,2017,2021,{793D84BA-F572-4A23-A265-0090CCDE0F70}
