X,Y,OBJECTID,Place,Geo_Src,e_Households_Total,m_Households_Total,e_Household_Inc_under_10000,m_Household_Inc_under_10000,e_Household_Inc_10000_14999,m_Household_Inc_10000_14999,e_Household_Inc_25000_34999,m_Household_Inc_25000_34999,e_Household_Inc_35000_49999,m_Household_Inc_35000_49999,e_Household_Inc_50000_74999,m_Household_Inc_50000_74999,e_Household_Inc_75000_99999,m_Household_Inc_75000_99999,e_Household_Inc_100000_149999,m_Household_Inc_100000_149999,e_Household_Inc_15000_24999,m_Household_Inc_15000_24999,e_Household_Inc_150000_199999,m_Household_Inc_150000_199999,e_Household_Inc_200000_Plus,m_Household_Inc_200000_Plus,e_Household_Median_Income,m_Household_Median_Income,e_Household_Mean_Income,m_Household_Mean_Income,e_Household_With_Earnings,m_Household_With_Earnings,e_Household_Mean_Earnings,m_Household_Mean_Earnings,e_Household_With_SS,m_Household_With_SS,e_Household_Mean_SS_Income,m_Household_Mean_SS_Income,e_Household_Mean_Retire_Inc,m_Household_Mean_Retire_Inc,e_Household_Mean_Sup_SS_Inc,m_Household_Mean_Sup_SS_Inc,e_Household_Mean_Assist_Inc,m_Household_Mean_Assist_Inc,Start_Year,End_Year,IsMostRecent,PlaceID
-16677792.4607889,8753752.14376509,63,Big Lake,P,1334,134,84,54,57,47,107,65,119,72,172,79,326,82,205,79,156,61,81,50,27,25,56111,11241,72795,11017,1104,130,64494,11127,363,99,14995,2039,33366,7666,6588,1287,3367,1770,2007,2011,,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D}
-16232379.5305256,9949191.5835814,64,Birch Creek,P,10,7,3,4,0,78,4,6,3,5,0,78,0,78,0,78,0,78,0,78,0,78,23750,21045,19670,10203,3,5,8433,60,0,78,,,,,8214,257,4020,729,2007,2011,,{6EA0B92C-E267-478F-99A6-DA6EAC948390}
-18533827.0925877,9697033.79061887,65,Brevig Mission,P,79,21,7,6,6,6,17,11,18,11,16,11,4,6,11,8,0,78,0,78,0,78,30625,6365,35475,6716,68,20,29096,8469,18,12,5894,1529,10669,5704,2640,894,5122,5974,2007,2011,,{01088110-F1CF-4DF6-A7C8-446D20A2B257}
-17936800.4854698,9870732.665245,66,Buckland,P,95,19,5,5,13,9,14,9,9,8,18,11,21,13,0,78,10,8,5,5,0,78,42188,10113,50243,9266,87,20,34959,9280,24,11,8975,2657,9400,3739,,,3969,2442,2007,2011,,{2FD931D4-12DB-45C2-834A-4B4559E54BA5}
-16587840.1502488,8786318.64725492,67,Buffalo Soapstone,P,299,55,3,5,4,6,28,26,38,26,49,24,36,29,53,27,46,24,22,20,20,20,69125,22367,85069,17360,273,54,82325,19041,30,23,15750,6088,38252,13263,,,1225,45,2007,2011,,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97}
-16590548.7890119,8751263.55536645,68,Butte,P,1169,90,48,30,17,15,65,30,85,33,128,51,239,62,179,41,272,68,69,28,67,44,75446,10109,89487,8888,979,92,87395,10517,310,58,16697,2193,23053,4594,8982,2313,4654,2438,2007,2011,,{9A9D4747-657F-4044-BB90-7E45B94AB987}
-16574958.5798197,9197127.80929988,69,Cantwell,P,76,22,4,6,1,3,6,8,7,8,12,12,22,13,7,9,17,11,0,78,0,78,53542,6874,59493,11259,68,21,51422,10924,15,11,13327,5211,8823,3886,3220,35,,,2007,2011,,{E263C114-3707-494D-84BF-BCBDC754E133}
-16121504.109879,9760330.07088335,70,Central,P,67,27,9,12,5,8,16,11,5,7,8,9,15,15,5,7,4,5,0,78,0,78,31750,27342,41028,12408,48,24,28310,12729,27,16,12611,2414,26650,16720,,,,,2007,2011,,{5729F5A2-2D55-4611-8C20-838834BEA9AA}
-15999716.2175498,10057166.2574094,71,Chalkyitsik,P,22,13,6,8,1,2,1,3,5,6,3,5,0,78,0,78,6,6,0,78,0,78,34000,12729,45227,23400,16,9,30763,21960,10,9,10330,7270,44033,17370,,,1500,35,2007,2011,,{98D5F010-433A-452A-8E40-1DC756B3B809}
-16703629.7221717,8966595.56435427,72,Chase,P,23,27,0,78,0,78,0,78,0,78,0,78,0,78,14,24,9,14,0,78,0,78,77054,51628,,,9,14,,,0,78,,,,,,,,,2007,2011,,{427130A7-E294-4C77-9945-66799C9AE903}
-18287603.8577055,8435002.51586496,73,Chefornak,P,72,20,4,5,7,9,9,8,6,8,11,8,16,10,1,3,16,10,2,3,0,78,39583,22331,56521,13350,68,20,46328,14143,11,12,15882,6366,7300,7229,6360,2037,4665,1788,2007,2011,,{A446B551-74BE-4F56-B131-523C342C41BA}
-16471851.3428201,9562652.6716704,74,Chena Ridge,P,2079,163,38,43,65,75,65,61,238,95,199,102,378,133,224,92,457,146,268,94,147,62,87822,19984,103082,14687,1908,170,87210,8962,214,104,12991,3423,35546,8866,7311,2852,3719,7,2007,2011,,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B}
-16476658.3627789,8414356.69050082,75,Chenega,P,29,20,0,78,4,7,0,78,0,78,13,15,7,7,0,78,0,78,5,7,0,78,49107,16915,66069,27960,25,19,56676,26178,2,4,,,22700,14109,,,,,2007,2011,,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770}
-18433453.2225289,8748225.03058707,76,Chevak,P,182,25,19,14,5,5,46,16,30,13,24,15,37,16,16,10,5,6,0,78,0,78,33269,4179,39524,5232,171,26,30211,4479,33,16,9997,2352,9029,2727,6950,1118,6229,2074,2007,2011,,{8ECE306F-1205-474A-AF5D-5A82326AFDD3}
-16528585.7995315,8810988.71208775,77,Chickaloon,P,90,36,12,18,0,78,18,12,4,6,4,7,19,21,0,78,33,22,0,78,0,78,56944,34818,66156,17704,63,30,71408,23635,18,12,15561,1080,45724,4893,,,3325,42,2007,2011,,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8}
-15799981.5073964,9368230.73085785,78,Chicken,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{0C46910A-CF22-422A-A69E-499EC6219D46}
-17648342.8318143,7620462.28603756,79,Chignik Lagoon,P,31,11,0,78,0,78,3,4,8,6,0,78,0,78,0,78,10,8,6,7,4,4,118125,52080,113390,33240,30,11,110657,34598,1,2,22200,78,,,,,,,2007,2011,,{5FBF89C8-6F1F-4610-B81F-18286B0993C8}
-17673425.6845703,7609093.07634509,80,Chignik Lake,P,36,17,10,11,0,78,0,78,3,4,0,78,11,9,6,7,6,7,0,78,0,78,63000,29855,54814,23817,36,17,43986,20572,6,7,15750,7587,,,,,,,2007,2011,,{F821657B-F119-4950-BB18-F827B06C680C}
-17634583.1537608,7618623.8936503,81,Chignik,P,44,17,4,5,0,78,0,78,3,5,11,9,3,5,6,6,12,9,4,6,1,3,75833,46714,87455,20347,40,17,87395,22015,10,8,16170,6184,1086,24,,,,,2007,2011,,{99F023D0-9290-48CE-8E68-5683A57192DC}
-16945366.5635001,7887490.67201661,82,Chiniak,P,22,25,0,78,0,78,15,23,0,78,0,78,7,10,0,78,0,78,0,78,0,78,24333,71353,,,22,25,,,7,10,,,,,,,,,2007,2011,,{9C0DF89A-A248-470E-82A5-F25ED75A098A}
-15811293.2362289,8873304.3872249,83,Chisana,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222}
-16103943.6835133,8994702.92422141,84,Chistochina,P,72,36,5,8,6,8,27,28,0,78,15,20,7,10,12,11,0,78,0,78,0,78,24783,42537,40801,11904,57,35,38309,14660,16,15,12363,2664,17321,15104,11800,20,3200,109,2007,2011,,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48}
-16079111.6919015,8745393.57916078,85,Chitina,P,58,36,5,8,13,20,14,21,5,6,8,11,9,11,0,78,0,78,4,6,0,78,16964,33744,35419,18530,37,26,40886,26489,5,6,12220,4549,9723,4116,,,,,2007,2011,,{5CD6634F-015C-4D3A-8F00-755FB6A3D186}
-17726740.7758825,8759043.86328533,86,Chuathbaluk,P,26,16,0,78,3,4,1,3,0,78,1,3,15,12,4,7,2,3,0,78,0,78,60833,6857,62300,14735,26,16,50565,14022,4,7,26000,7,,,,,1267,44,2007,2011,,{493BC9A8-7869-476D-9319-B88C76EB388A}
-16037437.1538392,9829561.30812307,87,Circle,P,22,11,0,78,7,9,8,7,3,5,0,78,4,5,0,78,0,78,0,78,0,78,17500,5653,23864,7832,10,9,22010,10013,12,8,11392,1784,1433,53,8367,64,5525,3098,2007,2011,,{98B27D83-9E27-4EE6-A6AB-CEED07523629}
-16854020.1963051,8450323.80317593,88,Clam Gulch,P,48,30,0,78,0,78,15,19,5,9,16,19,0,78,0,78,6,9,6,9,0,78,35909,13644,59979,35688,32,24,74075,47030,20,19,10345,6085,3464,1111,1045,18,3300,28,2007,2011,,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9}
-17649480.0562589,8144709.0209932,89,Clark's Point,P,20,9,3,4,3,4,4,5,4,5,3,4,0,78,3,5,0,78,0,78,0,78,22500,18725,30965,16735,20,9,25210,16756,0,78,,,,,,,1833,69,2007,2011,,{16FFACBB-CCBD-4A00-829F-F89904105FD5}
-14786374.5823039,7561211.62728565,90,Coffman Cove,P,51,26,4,8,0,78,23,18,2,3,13,13,5,7,4,6,0,78,0,78,0,78,24250,18984,33188,10644,29,19,32407,15789,29,18,10614,4522,19900,15507,,,3517,29,2007,2011,,{1F684F46-814E-4675-B09B-A8449105B5E9}
-16844818.5447846,8482380.58204922,91,Cohoe,P,548,104,57,42,39,27,51,33,47,22,40,27,112,47,96,63,75,37,16,14,15,12,56389,15732,63563,9807,421,101,65929,9657,126,42,13321,1977,21573,5130,8021,3442,2525,674,2007,2011,,{9F0FE231-3223-4A37-89B8-9182CD7AB22F}
-18113349.5399095,7402060.39389685,92,Cold Bay,P,14,16,3,6,0,78,0,78,0,78,6,7,3,5,0,78,1,4,1,4,0,78,48333,18163,49850,32875,8,12,61313,40873,1,3,9100,107,,,,,,,2007,2011,,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C}
-16719029.6188946,10229447.6395967,93,Coldfoot,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887}
-16453332.4338201,9570778.8919546,94,College,P,5055,247,269,128,289,130,423,142,270,96,493,158,866,191,692,166,1217,165,346,120,190,81,72602,6166,92605,15326,4455,271,81119,14447,909,173,13732,1466,37861,4578,7879,2509,6353,3649,2007,2011,,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B}
-16676595.5791161,8510749.69663507,95,Cooper Landing,P,216,49,0,78,0,78,10,16,0,78,15,24,28,20,5,8,158,40,0,78,0,78,116147,627,101658,12671,205,49,99936,13518,32,26,14341,3136,16729,12501,,,,,2007,2011,,{CB929A5F-AF01-4DE3-8855-87193B97F75F}
-16175312.0055638,8848480.42628687,96,Copper Center,P,117,34,16,13,6,8,11,10,16,15,10,10,13,14,21,15,23,14,1,2,0,78,44792,33614,58912,13184,90,30,64987,13573,23,15,17783,7765,8985,7301,,,2140,2860,2007,2011,,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2}
-16225948.4460254,8521876.53212947,97,Cordova,P,832,107,0,78,9,15,91,51,49,43,88,64,160,68,149,68,136,58,96,64,54,40,79750,14317,91155,13363,737,106,87488,14599,166,74,17476,4993,23972,9453,,,687,597,2007,2011,,{3921BE55-50DD-4433-8958-D5D2F2D001AE}
-15138316.180303,8265975.50286927,98,Covenant Life,P,25,27,0,78,0,78,12,17,0,78,0,78,0,78,0,78,0,78,13,22,0,78,170096,313024,,,25,27,,,13,22,,,,,,,,,2007,2011,,{E4085300-359F-4509-9843-50524D6A0692}
-14822310.7172787,7454810.18503479,99,Craig,P,509,55,12,11,22,11,41,27,83,38,66,25,75,31,79,32,94,35,16,14,21,14,58164,10193,72316,7317,467,55,67841,7742,75,26,19405,3215,9150,2364,8210,1007,2261,1161,2007,2011,,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B}
-17600258.9864611,8828483.63717886,100,Crooked Creek,P,37,12,0,78,9,7,6,8,6,6,6,5,2,4,1,4,7,7,0,78,0,78,29688,13408,45411,17457,27,11,44330,20998,18,11,8139,2253,,,4175,3230,3014,871,2007,2011,,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8}
-16627741.9393352,8493690.12094984,101,Crown Point,P,7,11,0,78,0,78,0,78,0,78,0,78,7,11,0,78,0,78,0,78,0,78,,,,,7,11,,,0,78,,,,,,,,,2007,2011,,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1}
-18114891.8501924,9897862.18415849,102,Deering,P,30,11,0,78,2,3,8,8,4,5,5,5,10,8,0,78,1,2,0,78,0,78,36250,14726,41067,9424,27,10,32274,10177,9,7,13133,1472,1267,59,,,4313,1457,2007,2011,,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806}
-16223331.6925964,9361751.89718577,103,Delta Junction,P,384,68,9,10,19,19,6,9,12,13,61,29,82,38,51,24,113,46,25,19,6,9,75750,18938,84037,8868,317,70,82308,8561,78,32,16256,3031,29051,7241,6170,9,8350,51,2007,2011,,{763EEB4F-118C-4AEA-A931-D707FE999A12}
-16160672.5513182,9321163.46278051,104,Deltana,P,660,93,0,78,42,35,56,43,70,47,119,53,80,54,129,50,107,56,57,37,0,78,57500,21840,73660,10493,530,100,73203,10624,145,57,15551,2847,18101,6157,,,842,13,2007,2011,,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81}
-16871303.7259016,8327977.94967564,105,Diamond Ridge,P,455,64,38,33,21,24,53,27,35,23,43,25,75,32,49,30,88,35,37,26,16,12,59083,12797,77318,14501,390,59,74925,13315,87,43,10366,4049,22727,9360,4793,200,,,2007,2011,,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522}
-17640029.2383221,8188902.08219489,106,Dillingham,P,773,61,23,18,32,23,38,25,40,25,104,34,187,48,93,31,127,42,61,25,68,35,67782,4348,90855,8351,717,63,88522,9233,113,35,13888,2219,18567,7129,14844,6691,2895,506,2007,2011,,{08E18522-8DAC-4DFC-975E-26751FE81958}
-18807627.4390229,9811020.63817553,107,Diomede,P,32,12,4,5,3,4,0,78,4,5,13,10,3,4,2,3,0,78,3,4,0,78,42500,13728,51178,20452,32,12,41216,21840,2,3,16950,104,4300,32,,,15422,4598,2007,2011,,{9E47594D-5392-4A49-8FCD-026556C904AE}
-16036561.2555728,9263429.15495555,108,Dot Lake,P,12,17,0,78,12,17,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,12,17,,,,,,,,,2007,2011,,{03A313E3-0987-4B72-8EC9-6C92E01A12A2}
-16035499.1835844,9262839.66483944,109,Dot Lake Village,P,22,14,0,78,0,78,10,11,0,78,3,5,4,7,5,5,0,78,0,78,0,78,43333,41399,43823,15903,17,13,25594,17867,7,6,12586,11621,62240,28791,,,4150,1153,2007,2011,,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2}
-16097000.0382138,9267756.62343433,110,Dry Creek,P,7,11,0,78,0,78,7,11,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,7,11,,,,,,,,,2007,2011,,{64B2729B-A777-4917-9D20-77822FE68CFE}
-15701145.1188037,9541571.00919845,111,Eagle Village,P,25,13,7,7,5,6,3,5,2,4,8,6,0,78,0,78,0,78,0,78,0,78,20417,17884,22164,9119,10,9,25620,15072,4,6,12650,685,15150,65,20060,5069,4500,32,2007,2011,,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA}
-15719157.8167796,9552995.61796396,112,Eagle,P,45,21,4,6,5,7,3,5,15,14,11,10,7,7,0,78,0,78,0,78,0,78,33393,9912,32729,9739,23,15,25217,9168,21,14,20200,6924,12471,11855,7600,2292,4620,767,2007,2011,,{99E4149C-E691-4714-88EC-9EDCEF72C195}
-14878758.0609857,7549487.03891262,113,Edna Bay,P,9,13,0,78,0,78,0,78,0,78,9,13,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,9,13,,,,,,,,,2007,2011,,{85B7409D-F9A3-4D1C-8587-BA31448CD26E}
-18037041.1291412,8448636.97364217,114,Eek,P,68,21,3,4,5,6,22,12,8,7,17,11,10,8,3,4,0,78,0,78,0,78,28750,12801,33471,6872,45,16,33436,10805,25,14,9468,2861,5220,2275,3757,1380,3772,1182,2007,2011,,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767}
-17518988.4125428,8011365.49685887,115,Egegik,P,15,9,3,4,0,78,0,78,0,78,0,78,2,3,10,9,0,78,0,78,0,78,76563,5400,61513,21533,15,9,53607,20035,2,5,18650,83,,,,,5250,82,2007,2011,,{F7D03E2F-5588-4343-BE94-44E824B7A836}
-16372988.328609,9522017.29511211,116,Eielson AFB,P,731,131,7,13,0,78,29,29,50,48,214,82,182,77,163,81,53,51,33,36,0,78,60598,15378,66522,6729,731,131,65008,6477,0,78,,,1041,10,,,,,2007,2011,,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD}
-17530376.0001536,8256476.2989067,117,Ekwok,P,52,16,7,7,3,4,11,9,6,7,2,3,2,3,0,78,14,11,7,8,0,78,33750,71525,70619,26368,42,16,70245,25011,19,12,8974,2591,,,,,4433,1401,2007,2011,,{FAF5958B-8A56-4E28-B3B1-66B772A5A166}
-15177910.0843907,8008163.78366283,118,Elfin Cove,P,16,16,10,14,0,78,0,78,0,78,0,78,6,8,0,78,0,78,0,78,0,78,9500,80811,,,6,8,,,10,14,,,,,,,,,2007,2011,,{4BAA8104-672E-401E-88E8-341E10A478B8}
-18063202.2799259,9508086.85094371,119,Elim,P,93,20,8,7,10,7,23,12,6,6,2,3,32,14,8,10,4,5,0,78,0,78,34583,38960,42903,9235,87,19,33569,8526,20,15,11240,1881,5850,3750,7200,1364,4080,1866,2007,2011,,{962DB38D-BABD-43F0-AF8E-6B3C0964C131}
-18315378.7724165,9045765.64857705,120,Emmonak,P,199,33,9,6,9,8,24,14,19,11,17,10,56,17,28,14,23,13,10,9,4,6,59875,7745,64897,7649,188,32,56952,7244,33,15,10791,4422,15878,8443,3700,2167,4517,1817,2007,2011,,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133}
-16472701.2757039,9570394.18361401,121,Ester,P,890,219,39,43,17,27,183,154,169,118,32,52,98,74,114,85,202,144,0,78,36,44,52946,37588,69251,20692,787,215,66027,23886,118,99,19292,6587,37026,15495,8406,14,4000,5,2007,2011,,{C975E5F6-90CB-420B-9766-C43941847789}
-16382673.0104282,8844601.11827285,122,Eureka Roadhouse,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{463333A9-778A-4087-B2B6-C834DF7F1809}
-16865546.7834434,10134617.5060728,123,Evansville,P,17,10,0,78,0,78,3,4,4,5,0,78,3,4,3,5,4,6,0,78,0,78,51250,78155,64000,27854,15,11,65347,32577,6,5,6833,3430,,,,,2150,93,2007,2011,,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED}
-15077462.2436435,8055392.88265615,124,Excursion Inlet,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{E209147C-83F5-4D19-AD3F-CB78B1F679F5}
-16444254.1310858,9566271.87088456,125,Fairbanks,P,12215,467,719,177,538,136,1059,204,1276,223,1770,288,2583,266,1829,300,1738,254,425,140,278,102,55409,3404,67051,2545,10363,452,64918,2887,1907,205,14754,1245,30172,3913,6568,1282,4146,706,2007,2011,,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,126,False Pass,P,8,8,0,78,0,78,3,6,0,78,1,2,4,5,0,78,0,78,0,78,0,78,48750,60426,44600,25097,8,8,42338,25829,0,78,,,,,,,,,2007,2011,,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,127,Farm Loop,P,311,72,0,78,5,7,5,8,27,23,38,27,53,28,48,26,75,52,26,25,34,26,87917,18355,111651,25517,301,72,85562,14445,62,41,18168,5296,40649,11789,10029,172,1091,18,2007,2011,,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,128,Farmers Loop,P,1468,188,0,78,59,84,80,70,74,70,128,73,227,92,313,122,299,136,137,93,151,66,91453,13342,104486,12550,1379,181,98223,13839,196,93,15537,3591,27774,12118,9777,6158,2035,10,2007,2011,,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,129,Ferry,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,130,Fishhook,P,1532,146,15,17,33,31,22,20,72,40,137,67,242,72,274,83,545,115,153,81,39,32,96563,12883,97437,6491,1406,150,91055,7163,259,80,16956,3162,23190,6163,5687,926,3275,1310,2007,2011,,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,131,Flat,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,132,Fort Greely,P,351,77,0,78,0,78,0,78,19,20,12,19,93,56,88,45,65,45,41,28,33,29,92188,12387,108060,15324,351,77,100112,14506,8,9,2050,1661,41504,30237,12233,14,,,2007,2011,,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,133,Fort Yukon,P,231,39,44,25,9,10,37,20,27,15,25,17,41,20,14,12,27,17,7,8,0,78,31750,16843,47214,8831,184,33,48648,10151,50,21,8614,1460,13080,9452,3350,44,3935,921,2007,2011,,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,134,Four Mile Road,P,15,10,0,78,0,78,0,78,5,6,10,9,0,78,0,78,0,78,0,78,0,78,36250,6521,38113,4010,10,7,35380,5523,5,7,13420,50,20120,36,,,,,2007,2011,,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,135,Fox,P,322,134,0,78,41,46,28,49,79,87,0,78,101,77,0,78,33,43,40,65,0,78,51912,48301,67572,35525,309,136,65244,35970,17,26,17665,10,3852,6493,,,,,2007,2011,,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,136,Fox River,P,160,42,13,10,5,8,9,8,39,32,25,13,39,19,10,10,20,18,0,78,0,78,44167,12386,51972,11148,141,43,44389,8743,20,12,15400,5752,39395,15413,,,,,2007,2011,,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,137,Fritz Creek,P,743,80,97,56,62,36,45,21,81,31,77,26,137,49,127,39,88,43,14,12,15,12,51979,17158,59337,8510,617,81,57224,7289,138,40,13897,2605,24333,7826,5683,2516,7735,2324,2007,2011,,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,138,Funny River,P,322,90,36,38,14,16,48,43,23,33,57,38,100,60,8,12,29,22,7,12,0,78,47419,9589,49826,10091,154,69,46336,16749,188,68,22366,4738,19117,5145,,,,,2007,2011,,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
-16174930.5308121,8931084.928701,139,Gakona,P,98,41,9,10,12,14,4,7,6,7,7,8,3,4,7,7,50,34,0,78,0,78,110167,62483,77376,20586,76,37,85243,17938,11,11,13845,2151,24829,16548,7223,2221,4389,20,2007,2011,,{ED284F88-6827-4DC4-B028-5F0BFA6CF129}
-17463481.4673962,9540909.30970136,140,Galena,P,173,26,6,6,14,8,13,9,17,10,17,9,32,16,17,11,40,17,14,10,3,6,62917,11652,74801,10594,145,25,75728,11755,31,12,12913,3438,32083,15104,2100,27,3909,797,2007,2011,,{9CB98028-F75A-4D46-A951-AB787D2CF82E}
-19115652.3162477,9293331.31835673,141,Gambell,P,152,32,10,6,16,10,48,21,11,9,13,8,27,16,20,12,4,4,3,7,0,78,26000,16457,42384,9293,144,31,31878,9184,33,15,10676,3497,9867,7545,5418,3776,6542,3861,2007,2011,,{961462BD-8155-4FFF-863B-A652CC389066}
-15084889.2779131,7979062.95814535,142,Game Creek,P,7,10,0,78,0,78,0,78,7,10,0,78,0,78,0,78,0,78,0,78,0,78,,,,,7,10,,,0,78,,,,,,,,,2007,2011,,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC}
-16613317.4039532,8758849.9036378,143,Gateway,P,1769,127,13,17,47,45,49,31,56,35,167,65,296,71,324,114,457,102,256,64,104,46,93563,7070,106184,6789,1610,128,99740,6498,303,79,14040,1938,24065,5723,8026,77,3766,1908,2007,2011,,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66}
-16444783.7969041,8810336.16300173,144,Glacier View,P,94,40,7,10,0,78,4,6,8,8,10,8,46,46,4,6,4,6,4,6,7,11,70500,13586,75759,22902,80,44,78039,26651,22,21,13182,3362,13750,6917,,,4367,47,2007,2011,,{723F2211-DF24-4A26-B478-AC2F7B43D3AF}
-16200078.5853976,8885907.89955149,145,Glennallen,P,213,74,0,78,0,78,35,37,14,22,29,32,55,50,7,12,73,38,0,78,0,78,72716,44478,68191,14182,185,71,59182,16758,48,42,12496,7301,26440,9695,13196,10,3657,2503,2007,2011,,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8}
-16461866.9911581,9589250.74599279,146,Goldstream,P,1721,271,114,100,53,70,14,23,228,161,191,113,213,118,333,149,260,102,158,146,157,111,76120,15801,98034,23172,1570,272,93030,23288,108,117,22447,3156,28187,15384,6695,11,,,2007,2011,,{C63A334D-9CE5-410F-9042-CB548BBECC87}
-18149163.7092426,9488854.6563609,147,Golovin,P,36,16,5,5,1,2,7,7,7,7,9,8,5,8,2,5,0,78,0,78,0,78,31786,11042,34253,12833,32,16,25822,11136,12,9,9375,1803,,,,,,,2007,2011,,{D18E8CFB-89C1-437A-ADAA-399023E0587C}
-17987254.5448644,8205983.87575918,148,Goodnews Bay,P,98,19,25,13,6,6,22,12,6,8,14,9,21,13,0,78,0,78,4,6,0,78,21875,19060,35354,12236,81,18,28790,12426,22,12,10168,2588,9185,5803,4614,1894,4242,813,2007,2011,,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635}
-17818435.347773,9077346.19079628,149,Grayling,P,50,15,4,5,7,8,10,7,10,9,11,8,3,4,0,78,5,7,0,78,0,78,27500,8170,36142,11614,42,15,26771,15423,14,7,11857,2192,,,6590,1565,4016,2006,2007,2011,,{DD04D244-B150-4D0C-83D9-26AAE567CC97}
-16182723.4384067,8923110.2138984,150,Gulkana,P,33,17,0,78,0,78,10,11,6,9,0,78,5,6,6,7,6,8,0,78,0,78,50625,67638,58215,22093,33,17,46709,16183,0,78,,,31350,74,,,,,2007,2011,,{5A851423-1D34-45BF-9EE7-8765E762667F}
-15110403.2200725,8054653.85527571,151,Gustavus,P,265,53,6,9,14,11,12,12,35,23,28,16,55,29,59,34,34,18,17,17,5,11,59107,14549,75760,16582,235,57,71660,19628,48,23,15379,3245,22635,9181,,,,,2007,2011,,{3D5231FD-4F19-414E-A871-FAFF3941FF8F}
