X,Y,OBJECTID,Place,Geo_Src,e_Households_Total,m_Households_Total,e_Household_Inc_under_10000,m_Household_Inc_under_10000,e_Household_Inc_10000_14999,m_Household_Inc_10000_14999,e_Household_Inc_25000_34999,m_Household_Inc_25000_34999,e_Household_Inc_35000_49999,m_Household_Inc_35000_49999,e_Household_Inc_50000_74999,m_Household_Inc_50000_74999,e_Household_Inc_75000_99999,m_Household_Inc_75000_99999,e_Household_Inc_100000_149999,m_Household_Inc_100000_149999,e_Household_Inc_15000_24999,m_Household_Inc_15000_24999,e_Household_Inc_150000_199999,m_Household_Inc_150000_199999,e_Household_Inc_200000_Plus,m_Household_Inc_200000_Plus,e_Household_Median_Income,m_Household_Median_Income,e_Household_Mean_Income,m_Household_Mean_Income,e_Household_With_Earnings,m_Household_With_Earnings,e_Household_Mean_Earnings,m_Household_Mean_Earnings,e_Household_With_SS,m_Household_With_SS,e_Household_Mean_SS_Income,m_Household_Mean_SS_Income,e_Household_Mean_Retire_Inc,m_Household_Mean_Retire_Inc,e_Household_Mean_Sup_SS_Inc,m_Household_Mean_Sup_SS_Inc,e_Household_Mean_Assist_Inc,m_Household_Mean_Assist_Inc,Start_Year,End_Year,IsMostRecent,PlaceID
-16702776.4610578,8890322.91977757,3033,Susitna North,P,397,82,18,20,34,28,44,31,39,31,74,41,98,45,16,18,37,27,29,25,8,13,46118,8809,61643,13217,237,61,65841,16998,164,57,20561,4007,30049,9751,13787,4734,,,2014,2018,,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
-16572949.7240962,8790607.99952188,3034,Sutton-Alpine,P,375,36,35,15,21,16,49,16,50,23,51,16,65,25,35,15,31,19,22,13,16,12,42125,8580,63365,9101,265,34,68762,9658,143,31,13036,2093,17615,3785,7417,1883,2278,983,2014,2018,,{126A149F-F9BD-42EC-8D66-E4883B8016E2}
-17372737.0858399,9097299.16392271,3035,Takotna,P,9,7,5,5,0,9,3,5,0,9,1,3,0,9,0,9,0,9,0,9,0,9,,,14667,7882,7,6,9486,10599,2,3,,,,,,,,,2014,2018,,{85E095CB-FA7C-489E-81CF-7471581BE04A}
-16710391.3289343,8936181.57566601,3036,Talkeetna,P,384,79,15,16,15,18,53,31,27,26,28,25,85,40,73,43,79,38,9,13,0,9,63333,10229,66777,9806,327,75,58946,8695,102,46,17565,4391,24979,11795,,,4530,2423,2014,2018,,{3EC46053-F188-4C9A-B758-A0D57EF8F834}
-15958316.6300582,9193115.8464888,3037,Tanacross,P,44,14,4,6,3,4,13,8,6,6,6,6,6,6,4,6,2,3,0,9,0,9,26250,12470,39727,11078,33,15,30030,9842,12,10,15792,5594,17513,12140,8170,2044,3984,1384,2014,2018,,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43}
-16629445.237862,8767312.9648586,3038,Tanaina,P,2797,103,99,44,43,28,128,41,204,58,257,57,590,111,509,84,571,89,188,57,208,64,78972,5210,92886,6036,2414,119,89075,6747,527,69,19108,2162,29744,5011,8767,1312,4468,1319,2014,2018,,{929B664D-4B19-44FF-A034-299BEAC5D45E}
-16929212.5031645,9653607.03557419,3039,Tanana,P,96,16,12,10,8,7,11,7,8,6,19,10,21,11,2,3,10,6,5,4,0,9,40000,8951,51549,9767,76,16,47138,9791,30,13,13197,4505,16176,8040,7656,2251,3211,1444,2014,2018,,{52BCEDDA-9254-47D3-9A2A-3B00217A0661}
-16328534.5245761,8595687.733204,3040,Tatitlek,P,20,13,0,9,0,9,0,9,4,6,3,6,2,3,8,8,2,4,1,3,0,9,75833,22017,75580,30581,20,13,49040,20681,10,10,15140,4815,,,,,,,2014,2018,,{A47812B1-7D27-455A-A423-CE6015545162}
-16187196.9424994,8870386.41137708,3041,Tazlina,P,88,35,2,3,0,9,11,9,1,3,15,10,19,20,7,7,16,10,8,7,9,11,65625,13640,95389,21939,78,32,93446,23345,18,12,16144,12135,11843,10015,3370,1565,3600,1072,2014,2018,,{A3685B4F-070E-4C85-9820-DEE25ABC695E}
-18519689.6135483,9677978.83564969,3042,Teller,P,59,10,6,6,8,6,13,7,7,4,5,4,11,6,6,5,3,3,0,9,0,9,27083,7634,41300,8355,48,10,36404,8524,14,6,10700,1365,15783,9226,6689,3158,5473,2204,2014,2018,,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A}
-15053544.5411622,7921459.04939632,3043,Tenakee Springs,P,68,23,4,6,1,2,13,9,6,8,4,5,13,11,12,10,8,8,7,9,0,9,55833,16963,67688,20609,39,18,58887,32062,33,17,12327,4487,27435,9450,,,,,2014,2018,,{E49E42CA-BF94-44E1-9650-6B93C551222E}
-15865220.3482979,9134177.09345036,3044,Tetlin,P,38,12,14,9,2,3,4,5,6,6,3,4,0,9,7,6,0,9,2,3,0,9,21250,14717,35308,13729,29,11,28769,12076,9,7,9400,3654,33680,44393,,,2155,2601,2014,2018,,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53}
-14752373.097814,7496057.95152267,3045,Thorne Bay,P,292,41,19,16,7,6,26,15,49,21,42,21,47,19,39,26,28,17,35,25,0,9,55682,18197,65632,10503,216,44,52830,11130,135,30,15120,2952,42062,18989,,,3222,1084,2014,2018,,{3F597174-5CB5-4C16-8F4A-786886325C42}
-17853285.3608513,8193477.2525473,3046,Togiak,P,180,19,22,10,14,8,26,9,26,12,15,10,31,12,19,12,21,9,6,5,0,9,40000,13036,52404,6178,153,19,45876,5783,35,12,12746,3453,11064,3184,13033,6127,5593,1418,2014,2018,,{5992D3C6-F615-45B1-BE46-B0FF54252CF2}
-15917324.8423741,9183091.43721711,3047,Tok,P,439,60,32,22,11,15,55,27,14,13,43,24,102,35,18,17,121,41,30,26,13,11,62583,9363,77649,10585,326,54,80881,12394,148,41,16184,2829,14233,4325,3994,981,2789,1071,2014,2018,,{E7AB4B30-0C1D-4536-8571-A8835525D851}
-18379653.2461127,8518590.89616114,3048,Toksook Bay,P,117,18,14,5,7,5,12,5,18,9,12,7,27,11,6,6,16,7,2,3,3,4,45893,9042,57345,6887,112,18,46760,6934,26,10,11823,4434,16327,10333,7626,1656,3954,1497,2014,2018,,{976DFE6D-5070-41D4-B270-90EB077F8A48}
-16265215.1204587,8882214.49976839,3049,Tolsona,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,,,,,0,9,,,0,9,,,,,,,,,2014,2018,,{93A518D2-76B0-46E5-863A-02EDDEB80C98}
-16161325.5298553,8779266.76854602,3050,Tonsina,P,28,30,0,9,0,9,0,9,0,9,28,30,0,9,0,9,0,9,0,9,0,9,,,,,18,26,,,10,14,,,,,,,,,2014,2018,,{793D84BA-F572-4A23-A265-0090CCDE0F70}
-16723946.420688,8934519.32735454,3051,Trapper Creek,P,189,37,22,16,15,14,29,17,18,12,28,15,32,12,19,18,21,15,5,7,0,9,43482,11324,52868,9815,134,33,50856,11912,48,25,18067,5641,26923,10906,,,,,2014,2018,,{68659E20-597A-4214-97E4-BE2A722B888B}
-17917591.2190741,8648518.00957927,3052,Tuluksak,P,85,13,14,7,8,5,15,8,14,6,5,5,13,5,11,6,5,4,0,9,0,9,27679,3953,39901,6856,68,12,37978,7864,15,6,12487,2580,,,8080,760,5439,1266,2014,2018,,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E}
-18109049.0672711,8476453.63268147,3053,Tuntutuliak,P,139,20,20,7,7,5,33,13,22,7,29,10,14,8,7,5,3,4,0,9,4,4,30893,4733,39725,7044,113,17,31952,8244,43,15,12421,1557,16169,4487,9272,1926,5900,1633,2014,2018,,{E53D762F-9715-4E78-AE62-1FFB0D35EC03}
-18395700.7877218,8531414.38513811,3054,Tununak,P,71,18,6,6,6,6,8,5,16,6,9,9,11,6,10,6,5,4,0,9,0,9,34750,9460,47103,10230,67,16,33870,7868,16,10,13063,3026,12431,4582,8471,2716,3708,1458,2014,2018,,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197}
-17842355.5861123,8196642.74751999,3055,Twin Hills,P,26,9,3,6,2,3,7,5,4,4,2,2,4,6,0,9,3,3,1,3,0,9,30625,15194,43700,19777,20,8,42080,25854,7,5,11543,9639,,,2260,1332,4410,1714,2014,2018,,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA}
-16368238.5102819,9576121.96361816,3056,Two Rivers,P,187,117,45,73,0,9,0,9,0,9,43,69,36,63,0,9,63,79,0,9,0,9,67882,66636,60774,37049,187,117,59568,37387,0,9,,,,,,,,,2014,2018,,{2416B7D2-6E1E-47A0-8550-530D41B50117}
-16825205.8154774,8641473.78364105,3057,Tyonek,P,94,21,23,12,2,3,9,7,1,2,22,14,16,11,9,7,5,5,0,9,7,8,38750,6138,64309,26330,77,18,50783,22938,10,7,10350,2649,15500,9195,,,,,2014,2018,,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD}
-17521637.0889508,7865554.71115681,3058,Ugashik,P,3,5,0,9,0,9,1,2,1,3,0,9,0,9,1,2,0,9,0,9,0,9,,,43100,27001,2,4,,,2,4,,,,,,,,,2014,2018,,{A3F13BA5-7501-4638-B3B8-55A7131B5C17}
-17899279.685261,9318504.75151891,3059,Unalakleet,P,175,19,6,6,10,7,22,8,15,9,22,10,23,10,32,12,28,10,13,10,4,4,70781,14897,82967,18245,144,22,81019,19857,71,18,16261,1985,18382,12845,8725,2554,4380,2005,2014,2018,,{C3143A12-95C5-434E-A174-05E3A93C6CB4}
-18538889.9333079,7146158.06822584,3060,Unalaska,P,958,111,11,6,16,8,29,12,42,12,71,19,167,30,201,40,215,36,107,22,99,24,92273,4504,108280,5322,923,112,104994,5315,86,19,15426,2488,20193,3909,12029,7709,820,405,2014,2018,,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0}
-17846269.0949462,8750459.42220165,3061,Upper Kalskag,P,68,14,10,5,8,6,9,6,10,6,10,5,6,6,6,6,8,4,1,3,0,9,33125,11861,44188,14786,58,13,38666,20915,14,8,9564,2290,9860,12866,5717,6390,5110,2210,2014,2018,,{50BD3072-1166-4F66-BB42-2E68C28DE654}
-17450559.5702569,11501957.3747615,3062,Utqiagvik,P,1345,114,74,44,32,27,91,48,87,36,167,56,179,63,210,81,192,79,139,54,174,71,83205,13775,100440,14193,1114,136,98254,15217,265,60,18940,3580,23965,6805,7945,3578,1510,533,2014,2018,,{2697EF3A-7387-4208-B455-A046543D1AA7}
-16292173.0672154,8655789.26258689,3063,Valdez,P,1322,162,125,96,0,9,83,61,109,80,105,70,78,54,283,118,226,97,96,53,217,95,95847,14110,105602,17476,1142,152,104547,18788,310,110,16808,3740,37996,10648,,,,,2014,2018,,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444}
-16299601.2523058,10160823.0619457,3064,Venetie,P,50,11,12,10,1,4,9,7,3,5,7,5,12,6,2,2,4,5,0,9,0,9,32500,23265,41874,13195,42,12,34050,9508,17,11,13853,5964,17500,13350,8309,2034,4200,904,2014,2018,,{A3641C8B-440A-4FFF-AFC3-1602263D4212}
-17814706.4118869,11279797.9826226,3065,Wainwright,P,131,40,16,8,5,5,5,4,8,8,13,7,23,14,23,12,26,12,8,6,4,4,66563,15531,75292,8023,101,35,66469,9082,26,12,16173,2981,19267,4269,17667,5232,,,2014,2018,,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3}
-18711833.4971617,9770649.64422587,3066,Wales,P,56,13,1,3,6,6,15,7,6,5,12,7,7,5,7,8,2,3,0,9,0,9,35000,17345,41573,11343,48,14,37867,11627,12,7,9592,1545,12900,3556,,,1800,1078,2014,2018,,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746}
-16636052.6106908,8760724.04599611,3067,Wasilla,P,3061,140,182,67,113,42,421,98,227,54,408,85,459,108,383,86,569,103,164,60,135,47,62982,7372,79540,6233,2408,140,80921,7200,916,101,18539,2055,20865,3308,8639,1381,4192,824,2014,2018,,{8805779A-5590-497A-82CB-9053953A6555}
-14819080.2747477,7581770.65035956,3068,Whale Pass,P,36,27,0,9,0,9,0,9,12,15,13,18,0,9,0,9,11,15,0,9,0,9,41154,32527,55961,23522,24,23,,,12,15,,,,,,,,,2014,2018,,{4999C06C-E2C7-48C4-9BD9-E95833F9D114}
-18190772.5383038,9524915.03552746,3069,White Mountain,P,83,14,12,11,2,3,15,7,5,4,6,5,24,11,12,5,7,6,0,9,0,9,51875,24259,49027,10608,72,15,47867,9443,18,8,11361,3107,6575,2605,,,4200,1982,2014,2018,,{7B4ACF01-3330-4839-B43B-E98C4902C151}
-16241007.0976359,9388310.4942788,3070,Whitestone,P,13,14,0,9,0,9,0,9,0,9,0,9,13,14,0,9,0,9,0,9,0,9,,,,,0,9,,,13,14,,,,,,,,,2014,2018,,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73}
-15077357.902549,7986050.26291035,3071,Whitestone Logging Camp,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,,,,,0,9,,,0,9,,,,,,,,,2014,2018,,{1026755E-5B75-45B6-98C8-6284B2D3C08B}
-16551646.7565988,8573723.60971377,3072,Whittier,P,129,35,0,9,5,6,21,16,3,5,21,15,38,21,17,12,22,12,0,9,2,5,54792,9353,64578,8750,109,35,61846,9772,27,16,17874,4047,35942,13129,,,3500,2628,2014,2018,,{52F6D695-370B-4814-8DA9-00DCC073CA83}
-16702990.3514406,8798697.77507172,3073,Willow,P,709,61,58,23,31,18,56,28,99,32,102,35,132,42,59,26,123,28,43,22,6,9,51932,6697,65398,5289,530,63,61014,6375,193,38,16667,2141,25071,4534,16221,3275,4475,1584,2014,2018,,{60E92328-3CA2-4968-A065-270130CCEE76}
-16161929.7217349,8811864.2712632,3074,Willow Creek,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,,,,,0,9,,,0,9,,,,,,,,,2014,2018,,{4957115F-806A-43E5-BBCE-B3E79864940B}
-16709890.4642513,10273864.7421366,3075,Wiseman,P,3,4,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,0,9,,,,,3,4,,,0,9,,,,,,,,,2014,2018,,{7DC57B05-77B0-4489-8056-CFFC5747990D}
-16985380.8557374,7905712.35927335,3076,Womens Bay,P,320,70,0,9,0,9,8,11,21,21,18,13,118,56,38,26,86,37,10,10,21,19,72054,41220,93089,13481,302,73,75400,10880,66,33,18838,4326,41505,8344,,,,,2014,2018,,{8BB6EEE9-AF35-4E67-98F1-D901D6743094}
-14736875.9211032,7652635.44015356,3077,Wrangell,P,1074,78,40,18,35,13,128,36,129,53,132,35,225,48,139,32,164,49,41,21,41,22,57583,7200,70025,6013,743,62,73146,5853,404,69,19178,1549,21761,5957,12714,4954,3561,848,2014,2018,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,3078,Yakutat,P,232,27,8,6,5,5,21,10,16,10,38,12,43,14,48,11,39,12,8,5,6,5,65833,9645,73088,5348,210,27,67141,5962,71,15,16549,1373,20405,4310,,,1900,1193,2014,2018,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16911618.9820708,9826137.26375013,3079,Alaska,S,253346,1463,10346,660,7294,510,16387,757,17478,766,26317,1021,44650,1248,35417,1009,49268,1342,24280,954,21909,738,77640,1015,98606,1172,213597,1684,93958,1145,57684,919,17867,303,34493,1031,10509,343,3828,176,2015,2019,,{FBDAD97E-3A9C-4408-A295-197720B2C16C}
-17864787.2224834,7429017.81475925,3080,Aleutians East Borough,C,890,125,32,14,37,13,93,30,85,23,89,21,152,31,142,34,160,30,49,18,51,14,69250,5289,79535,3849,821,113,75512,4317,204,39,18481,1705,9943,2416,8055,366,3916,1183,2015,2019,,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C}
-19852584.4046835,6792787.78010287,3081,Aleutians West Census Area,C,1187,143,21,10,25,10,55,18,66,16,74,19,210,36,246,37,262,39,122,35,106,25,87466,3206,101964,4766,1115,143,98666,4397,161,23,15429,1436,24712,3114,10727,4125,2477,1187,2015,2019,,{62DAD683-3FFC-4453-9FD2-D2EE794E9231}
-16686218.0875525,8675653.72291914,3082,Anchorage,C,106567,1023,3449,469,2275,371,5393,572,6726,639,10515,661,18545,894,14685,866,21867,1071,11557,696,11555,606,84928,1508,109988,2328,92653,1123,103351,2218,20853,546,18614,557,37590,1741,11334,666,3508,310,2015,2019,,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-17828194.9368115,8609515.82662756,3083,Bethel Census Area,C,4489,158,363,58,252,83,494,72,439,72,542,81,776,99,486,87,650,110,294,80,193,77,53553,3178,70804,4599,3958,158,64549,4505,1069,75,13424,912,19841,4650,7814,741,5750,598,2015,2019,,{5F365A90-E7FE-4110-A895-042798D82840}
-17479082.6841936,8121685.35202224,3084,Bristol Bay Borough,C,314,37,9,5,4,4,22,12,26,11,24,13,55,15,52,14,70,17,30,12,22,14,79808,8316,96032,9881,270,35,94504,9276,66,15,18836,2418,24838,12968,12546,3324,3100,740,2015,2019,,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A}
-16587254.777931,9316925.80601147,3085,Denali Borough,C,613,231,22,17,19,16,30,15,28,18,97,47,97,45,96,49,162,75,39,32,23,18,81719,13581,85694,7836,524,208,75532,8192,147,59,18067,2300,36990,7138,14753,8533,3857,3098,2015,2019,,{E39576F3-5473-4050-AD4E-430B55770A08}
-17649411.3818178,8181381.18887475,3086,Dillingham Census Area,C,1427,74,79,23,61,23,149,31,150,24,212,38,252,39,183,34,190,42,103,35,48,22,56898,5323,72576,5638,1212,73,68374,6420,323,35,14523,1352,21856,7205,8926,1913,4899,462,2015,2019,,{B7761367-B709-408C-BD0F-D9C9E2C5943F}
-16444751.118177,9567696.47175318,3087,Fairbanks North Star Borough,C,36188,796,1200,293,930,292,2024,357,2508,375,4080,484,6733,562,5551,649,6778,551,3465,411,2919,446,76992,3115,96615,3479,31619,896,90350,3725,7050,428,17305,952,34281,3196,10500,1763,3776,584,2015,2019,,{B5ACCECA-F853-4F79-AD96-1CCA33463183}
-15077988.5827901,8231204.39941615,3088,Haines Borough,C,1007,99,42,44,62,53,110,76,92,51,124,73,149,69,122,63,252,88,25,23,29,38,58059,11237,72356,10006,709,88,75884,10927,392,106,14290,2686,30141,7021,15811,5206,3323,897,2015,2019,,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518}
-15048736.4948378,7983383.94265552,3089,Hoonah-Angoon Census Area,C,791,70,36,16,28,17,79,19,70,19,109,23,187,35,85,31,109,26,57,20,31,15,59803,4266,76767,6356,602,54,68063,7192,312,43,16359,1599,29168,4507,8146,1267,2935,931,2015,2019,,{967B027B-54A6-488D-841D-F748CE107A1A}
-14962078.6937559,8030570.02206249,3090,Juneau,C,12676,259,403,150,371,139,616,149,484,126,1038,209,2207,309,2062,292,2882,302,1409,213,1204,221,88390,4059,107328,7220,10698,319,99097,5272,2721,171,16981,1157,40063,4264,9365,1042,2955,525,2015,2019,,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16817185.4041281,8509544.53082017,3091,Kenai Peninsula Borough,C,21630,455,1102,160,1016,171,1959,241,1605,187,2479,294,3817,347,2855,300,3684,341,1703,234,1410,219,66064,2441,85348,3580,15960,532,84816,3624,7451,288,18710,869,34208,3350,9416,955,4956,1063,2015,2019,,{3D00FF95-7311-402B-9DD4-1CE3321F245E}
-14657139.8094437,7429930.42392975,3092,Ketchikan Gateway Borough,C,5397,125,169,57,217,55,438,74,457,73,553,77,949,119,742,92,954,120,511,82,407,70,72728,3182,92764,4318,4355,117,91729,5159,1508,97,18695,907,28944,2462,9999,1254,4121,661,2015,2019,,{E60C34A3-5913-4148-9A40-D84C112C6316}
-16964836.6934302,7923993.22957199,3093,Kodiak Island Borough,C,4261,199,150,66,77,46,304,111,244,89,301,109,872,209,569,134,1158,186,298,94,288,108,85839,10160,94946,7810,3804,196,87955,8486,876,125,16948,1925,32414,4741,9983,4506,2425,812,2015,2019,,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852}
-18166327.890096,8926584.6256831,3094,Kusilvak Census Area,C,1724,71,174,34,137,28,258,41,246,37,295,56,317,43,134,59,105,55,37,24,21,9,36754,4042,47654,5199,1466,78,42021,5736,428,29,13250,848,13245,3578,7858,884,5807,436,2015,2019,,{EF9C5E4E-265E-4453-B87F-401952925FE6}
-17461200.9527081,7980415.41283284,3095,Lake and Peninsula Borough,C,421,127,30,14,29,13,58,21,55,22,61,30,77,28,41,20,48,20,15,11,7,6,44135,3686,58583,4787,377,115,51298,4905,94,35,12907,1383,18550,8399,7113,1305,3329,761,2015,2019,,{08965FEC-CECD-4B69-9010-FEC9535D56A9}
-16598667.700856,8764845.10272645,3096,Matanuska-Susitna Borough,C,31217,352,1764,180,879,136,2313,194,2224,196,3134,231,5204,292,4164,257,6319,310,2969,221,2247,194,75493,1614,92246,1949,25092,384,91165,1936,7847,212,17915,443,31823,2204,10962,589,3641,272,2015,2019,,{851E4746-8FE8-4393-9369-E3F9F1633855}
-18284961.2940734,9564519.04249024,3097,Nome Census Area,C,2844,138,176,32,87,20,296,33,279,47,321,51,545,61,416,54,402,61,165,40,157,33,61048,2210,76581,3678,2506,133,71490,3864,661,64,15446,1111,22689,3839,8968,885,4784,427,2015,2019,,{6825185D-29C7-42DB-A603-4F37EDDF219C}
-17452941.2456418,11502979.9634856,3098,North Slope Borough,C,1979,131,88,39,52,31,148,48,141,42,222,59,304,61,266,59,377,93,195,62,186,59,79306,10108,94169,8344,1616,163,89791,8646,445,53,18618,1590,22961,3865,9718,2844,2110,496,2015,2019,,{2DA35656-FC1D-4370-A191-64BB54EB5787}
-18100557.8568522,10126255.5868285,3099,Northwest Arctic Borough,C,1795,62,133,31,71,20,182,42,146,33,246,43,287,45,195,39,274,56,149,39,112,30,60906,5036,79967,4604,1504,68,76936,4973,408,34,15833,1420,19233,3939,8865,1242,4267,718,2015,2019,,{351F5989-A7A7-4518-A5E4-E67316B8C2DD}
-14800790.4763991,7721578.12677657,3100,Petersburg Borough,C,1187,116,38,17,25,13,100,31,132,52,106,28,234,68,156,34,182,48,98,30,116,42,69948,7258,92572,8813,971,92,87521,8066,433,77,19399,3517,31455,3169,4982,1886,3748,1176,2015,2019,,{3D32B916-2AAC-4B36-A357-1CCB20E08A73}
-14791655.2627998,7442966.61866863,3101,Prince of Wales-Hyder Census Area,C,2371,86,161,35,124,33,275,42,267,51,329,52,394,71,342,56,308,45,109,27,62,23,52379,3924,66387,3577,1835,101,62287,3939,799,50,17670,859,22597,2597,11971,2312,3875,684,2015,2019,,{7ED5387A-A8FC-42E5-B364-246EE5926A4D}
-15065826.601253,7770144.80039453,3102,Sitka,C,3547,117,145,41,138,46,270,62,208,60,351,68,710,128,600,104,596,103,326,83,203,62,73682,3705,90196,5468,2907,128,88381,6556,872,87,17478,1593,31658,4131,7399,1778,3343,1152,2015,2019,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,3103,Skagway,C,375,40,5,5,2,3,16,7,24,10,48,14,96,20,64,17,97,20,16,8,7,7,73906,6082,82263,4949,340,39,71435,6544,81,18,24056,4959,25949,4627,9760,5664,3955,1885,2015,2019,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-15943021.6241255,9315564.93027635,3104,Southeast Fairbanks Census Area,C,2170,120,97,39,122,46,195,49,156,54,218,61,357,68,319,65,460,94,143,57,103,51,70056,7473,80810,5977,1624,117,83204,7048,688,80,15807,1283,28892,4079,7150,1690,3657,881,2015,2019,,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57}
-14736875.9211032,7652635.44015356,3106,Wrangell,C,1027,68,38,18,31,13,132,42,120,44,149,48,181,39,120,33,165,45,59,33,32,19,53894,6028,71889,6345,722,62,74005,8427,422,62,18900,1278,20934,5072,13502,4833,4129,1462,2015,2019,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,3107,Yakutat,C,219,26,5,4,5,5,17,14,20,8,23,10,44,12,54,13,34,10,12,6,5,4,71607,8538,76895,6052,194,24,67618,6748,70,14,19039,2532,24892,5421,8533,4081,2156,1163,2015,2019,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16812037.2290032,9668260.5175691,3108,Yukon-Koyukuk Census Area,C,1856,84,269,34,128,26,235,36,205,35,235,29,347,36,178,34,148,42,88,21,23,14,41413,2359,53438,2203,1445,86,50283,2424,544,89,13433,1482,22478,3466,8106,1085,3376,355,2015,2019,,{1F2FC561-C032-423A-85B7-32591979EA75}
-19663507.7911574,6776337.60629079,3109,Adak,P,58,16,0,9,0,9,9,6,7,8,7,5,7,6,11,6,9,7,4,4,4,6,70000,27546,81086,16190,54,14,78344,16213,13,10,11485,3304,18440,10115,,,,,2015,2019,,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86}
-17162487.1875705,7749255.80747254,3110,Akhiok,P,17,13,0,9,0,9,4,5,0,9,2,3,11,12,0,9,0,9,0,9,0,9,60781,11045,50188,12766,17,13,44512,11987,2,4,,,,,,,,,2015,2019,,{68670103-A544-40F0-AD9E-7215DEC2434C}
-17972431.0159371,8606059.10759937,3111,Akiachak,P,135,19,19,8,9,5,23,9,16,7,11,6,40,11,6,5,9,5,2,4,0,9,35625,14972,45198,7038,112,17,39694,6812,40,10,12020,1983,12742,10601,8450,2686,4543,1787,2015,2019,,{D381614D-1B3D-4C01-A916-B139441D4A88}
-17948041.6926256,8604612.88598838,3112,Akiak,P,78,17,6,7,6,4,6,5,12,6,10,7,14,8,11,7,11,6,2,3,0,9,48750,23610,56536,12476,71,18,47083,10289,26,10,12919,3413,13100,4055,8350,4503,,,2015,2019,,{B9E3D976-5DA3-4850-884A-E7818D521898}
-18453825.976754,7195635.68739133,3113,Akutan,P,65,15,3,4,0,9,13,8,9,6,12,8,6,5,16,9,6,5,0,9,0,9,48125,12798,55262,9070,65,15,47117,9487,13,6,9238,287,,,,,,,2015,2019,,{D57C95FC-45D5-44E0-B99B-5325C15EBE66}
-18330707.5476733,9023905.19268546,3114,Alakanuk,P,160,26,21,8,9,11,21,10,22,11,24,11,30,14,21,11,7,6,3,6,2,3,37500,9716,48766,7724,137,24,40269,8105,40,12,16748,3107,16270,23742,8345,4620,5473,1662,2015,2019,,{8142710A-7405-430F-9A0B-C44338B4B31A}
-16998632.6281501,10030290.617505,3115,Alatna,P,6,5,0,9,0,9,0,9,2,3,2,2,0,9,2,3,0,9,0,9,0,9,46250,40426,51550,19146,6,5,44917,16862,0,9,,,,,,,,,2015,2019,,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB}
-15697227.7428421,9008184.66778997,3116,Alcan Border,P,20,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,20,21,0,9,0,9,,,,,20,21,,,0,9,,,,,,,,,2015,2019,,{3A2BEA63-41B6-445E-BF20-B04461C94803}
-17657678.5273638,8240980.59809748,3117,Aleknagik,P,60,14,1,2,2,2,0,9,12,9,13,7,7,5,12,7,9,6,3,3,1,2,56250,19445,69937,12866,47,12,60585,10934,17,9,18947,5005,48786,42175,,,,,2015,2019,,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9}
-17018639.3674516,7968179.28755084,3118,Aleneva,P,4,6,0,9,0,9,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,,,,,0,9,,,4,6,,,,,,,,,2015,2019,,{29D4602C-A471-4961-BBEC-AB22938F5F26}
-16992862.437114,10031835.3089084,3119,Allakaket,P,63,20,15,7,9,8,14,7,10,7,3,4,5,4,3,4,4,3,0,9,0,9,21528,2532,31171,7553,51,13,28647,8605,14,7,10036,3475,,,,,,,2015,2019,,{D9E1C7EB-2990-486A-BEC6-DF457C95E944}
